marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__acionam_do_comando,geral__regime_potencia_max,geral__regime_torque_max,geral__marchas,geral__diametro_de_giro,geral__codigo_do_motor,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__codigo_do_cambio,geral__bitola_dianteira,geral__bitola_traseira,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia,geral__torque,geral__carga_util,geral__reboque_com_freio,geral__reboque_sem_freio,geral__variacao_do_comando,geral__rotacao_maxima,geral__altura_minima_do_solo,geral__travessia_de_agua,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__frenagem_1000_kmh,geral__potencia_de_recarga,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__autonomia_eletrica,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__tuchos,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
volvo,960,960,960-2-9-1997,960-2-9-1997,https://www.fichacompleta.com.br/carros/volvo/960-2-9-1997,2026-06-18T18:30:02.135002,Volvo 960 2.9 1997,10 s,200 km/h,Conversor de torque,Automático,,Traseira,Injeção multiponto,Natural,,6 em linha,Duplo no cabeçote,90 mm,83 mm,Longitudinal,Dianteiro,"8,67 kg/cv","57,1 kg/kgfm","61,9 cv/litro",181 cv,"10,7:1","9,4 kgfm/litro","27,5 kgfm",4,1440 mm,4871 mm,2770 mm,1750 mm,1570 kg,491 litros,80 litros,113 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,"Indep., multibraço",952 km,424 km,"11,9 km/l","5,3 km/l",,5200 rpm,4100 rpm,4,"9,7 m",B6304S,,,Aisin AW30-43,1500 mm,1520 mm,"2,14 m²","0,770 m²","0,36",,487 cm³,2922 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-2007,c30-2-0-2007,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-2007,2026-06-18T18:30:39.810578,Volvo C30 2.0 2007,"9,4 s",210 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,2 kg/kgfm","72,5 cv/litro",145 cv,"10,8:1","9,5 kgfm/litro","18,9 kgfm",4,1447 mm,4252 mm,2640 mm,1782 mm,1327 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",583 km,435 km,"10,6 km/l","7,9 km/l",,6000 rpm,4500 rpm,5,"11,1 m",B4204S3,,,M56,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31",,,,,,423 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-t5-2-5-turbo-2007,c30-t5-2-5-turbo-2007,https://www.fichacompleta.com.br/carros/volvo/c30-t5-2-5-turbo-2007,2026-06-18T18:30:42.758269,Volvo C30 T5 2.5 Turbo 2007,"7,1 s",235 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,5 kg/cv","43,6 kg/kgfm","87,3 cv/litro",220 cv,9:1,"12,9 kgfm/litro","32,6 kgfm",4,1447 mm,4252 mm,2640 mm,1782 mm,1422 kg,233 litros,62 litros,103 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",608 km,434 km,"9,8 km/l",7 km/l,,,,5,"11,1 m",B5254T3,5000 rpm,1500 rpm,Aisin AW55-50,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31","0,31",,,,,438 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-2008,c30-2-0-2008,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-2008,2026-06-18T18:30:45.316811,Volvo C30 2.0 2008,"9,4 s",210 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,2 kg/kgfm","72,5 cv/litro",145 cv,"10,8:1","9,5 kgfm/litro","18,9 kgfm",4,1447 mm,4252 mm,2640 mm,1782 mm,1327 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",583 km,435 km,"10,6 km/l","7,9 km/l",,,,5,"11,1 m",B4204S3,6000 rpm,4500 rpm,M56,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31","0,31",,,,,423 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-4-2008,c30-2-4-2008,https://www.fichacompleta.com.br/carros/volvo/c30-2-4-2008,2026-06-18T18:30:48.958691,Volvo C30 2.4 2008,"8,8 s",215 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Natural,2435 cm³,5 em linha,Duplo no cabeçote,90 mm,83 mm,Transversal,Dianteiro,"8,4 kg/cv","60,8 kg/kgfm","69,8 cv/litro",170 cv,"10,3:1","9,7 kgfm/litro","23,5 kgfm",4,1447 mm,4252 mm,2640 mm,1782 mm,1429 kg,233 litros,62 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",620 km,465 km,10 km/l,"7,5 km/l",,,,5,"11,1 m",B5244S4,6000 rpm,4400 rpm,Aisin AW55-50,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31","0,31",,,,,411 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-t5-2-5-turbo-2008,c30-t5-2-5-turbo-2008,https://www.fichacompleta.com.br/carros/volvo/c30-t5-2-5-turbo-2008,2026-06-18T18:30:53.072894,Volvo C30 T5 2.5 Turbo 2008,"7,1 s",235 km/h,Conversor de torque,Automático,5,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,5 kg/cv","43,6 kg/kgfm","87,3 cv/litro",220 cv a 5000 rpm,9:1,"12,9 kgfm/litro","32,6 kgfm a 1500 rpm",4,1447 mm,4252 mm,2640 mm,1782 mm,1422 kg,233 litros,62 litros,103 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",608 km,434 km,"9,8 km/l",7 km/l,,,,,,B5254T3,,,Aisin AW55-50,1535 mm,1531 mm,"2,19 m²","0,679 m²",,"0,31",,,,,438 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-t5-2-5-turbo-2008-gasolina,c30-t5-2-5-turbo-2008-gasolina,https://www.fichacompleta.com.br/carros/volvo/c30-t5-2-5-turbo-2008-gasolina,2026-06-18T18:30:56.122055,Volvo C30 T5 2.5 Turbo 2008,"6,7 s",240 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,2 kg/cv","44,1 kg/kgfm","91,2 cv/litro",230 cv,9:1,"12,9 kgfm/litro","32,6 kgfm",4,1447 mm,4252 mm,2640 mm,1782 mm,1437 kg,233 litros,62 litros,103 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",632 km,465 km,"10,2 km/l","7,5 km/l",,5000 rpm,1500 rpm,6,"11,1 m",B5254T7,,,,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31",,,,,,423 kg,,,Admissão,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-2009,c30-2-0-2009,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-2009,2026-06-18T18:30:59.387080,Volvo C30 2.0 2009,"9,4 s",210 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,2 kg/kgfm","72,5 cv/litro",145 cv a 6000 rpm,"10,8:1","9,5 kgfm/litro","18,9 kgfm a 4500 rpm",4,1447 mm,4252 mm,2640 mm,1782 mm,1327 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",583 km,435 km,"10,6 km/l","7,9 km/l",,,,,,B4204S3,,,M56,1535 mm,1531 mm,"2,19 m²","0,679 m²",,"0,31",,,,,423 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-t5-2-5-turbo-2009,c30-t5-2-5-turbo-2009,https://www.fichacompleta.com.br/carros/volvo/c30-t5-2-5-turbo-2009,2026-06-18T18:31:02.137103,Volvo C30 T5 2.5 Turbo 2009,"7,1 s",235 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,5 kg/cv","43,6 kg/kgfm","87,3 cv/litro",220 cv,9:1,"12,9 kgfm/litro","32,6 kgfm",4,1447 mm,4252 mm,2640 mm,1782 mm,1422 kg,233 litros,62 litros,103 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",608 km,434 km,"9,8 km/l",7 km/l,,5000 rpm,1500 rpm,5,"11,1 m",B5254T3,,,Aisin AW55-50,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31",,,,,,438 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-t5-2-5-turbo-2009-gasolina,c30-t5-2-5-turbo-2009-gasolina,https://www.fichacompleta.com.br/carros/volvo/c30-t5-2-5-turbo-2009-gasolina,2026-06-18T18:31:05.927888,Volvo C30 T5 2.5 Turbo 2009,"6,7 s",240 km/h,Embreagem monodisco a seco,Manual,6,Dianteira,Injeção multiponto,Turbocompressor,2521 cm³,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,2 kg/cv","44,1 kg/kgfm","91,2 cv/litro",230 cv a 5000 rpm,9:1,"12,9 kgfm/litro","32,6 kgfm a 1500 rpm",4,1447 mm,4252 mm,2640 mm,1782 mm,1437 kg,233 litros,62 litros,103 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",632 km,465 km,"10,2 km/l","7,5 km/l",,,,,,B5254T7,,,,1535 mm,1531 mm,"2,19 m²","0,679 m²",,"0,31",,,,,423 kg,,,Admissão,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-2010,c30-2-0-2010,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-2010,2026-06-18T18:31:10.223077,Volvo C30 2.0 2010,"9,4 s",210 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,2 kg/kgfm","72,5 cv/litro",145 cv,"10,8:1","9,5 kgfm/litro","18,9 kgfm",4,1447 mm,4252 mm,2640 mm,1782 mm,1327 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",583 km,435 km,"10,6 km/l","7,9 km/l",,6000 rpm,4500 rpm,5,"11,1 m",B4204S3,,,M56,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31",,,,,,423 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-at-2010,c30-2-0-at-2010,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-at-2010,2026-06-18T18:31:13.935325,Volvo C30 2.0 AT 2010,"9,7 s",205 km/h,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,3 kg/kgfm","72,5 cv/litro",145 cv a 6000 rpm,"10,8:1","9,5 kgfm/litro","18,9 kgfm a 4500 rpm",4,1447 mm,4266 mm,2640 mm,1782 mm,1329 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",556 km,418 km,"10,1 km/l","7,6 km/l",,,,,,B4204S3,,,MPS6,1548 mm,1544 mm,"2,19 m²","0,679 m²",,"0,31",,,,,421 kg,,650 kg,Admissão,6450 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-2011,c30-2-0-2011,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-2011,2026-06-18T18:31:17.134355,Volvo C30 2.0 2011,"9,4 s",210 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,2 kg/kgfm","72,5 cv/litro",145 cv a 6000 rpm,"10,8:1","9,5 kgfm/litro","18,9 kgfm a 4500 rpm",4,1447 mm,4252 mm,2640 mm,1782 mm,1327 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",583 km,435 km,"10,6 km/l","7,9 km/l",,,,,,B4204S3,,,M56,1535 mm,1531 mm,"2,19 m²","0,679 m²",,"0,31",,,,,423 kg,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-at-2011,c30-2-0-at-2011,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-at-2011,2026-06-18T18:31:21.557872,Volvo C30 2.0 AT 2011,"9,7 s",205 km/h,Embreagem dupla banhada a óleo,Automatizado,6,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,3 kg/kgfm","72,5 cv/litro",145 cv a 6000 rpm,"10,8:1","9,5 kgfm/litro","18,9 kgfm a 4500 rpm",4,1447 mm,4266 mm,2640 mm,1782 mm,1329 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,"11,1 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",556 km,418 km,"10,1 km/l","7,6 km/l",,,,,,B4204S3,,,MPS6,1548 mm,1544 mm,"2,19 m²","0,679 m²",,"0,31",,,,,421 kg,,650 kg,Admissão,6450 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-r-design-t5-2-5-turbo-2011,c30-r-design-t5-2-5-turbo-2011,https://www.fichacompleta.com.br/carros/volvo/c30-r-design-t5-2-5-turbo-2011,2026-06-18T18:31:25.437148,Volvo C30 R-Design T5 2.5 Turbo 2011,"7,1 s",235 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,26 kg/cv","44,2 kg/kgfm","91,2 cv/litro",230 cv,9:1,"12,9 kgfm/litro","32,6 kgfm",4,1447 mm,4266 mm,2640 mm,1782 mm,1440 kg,233 litros,62 litros,103 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",608 km,434 km,"9,8 km/l",7 km/l,,5000 rpm,1500 rpm,5,"11,1 m",B5254T7,,,Aisin AW55-50,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31",,504 cm³,2521 cm³,,,438 kg,,,Admissão,,135 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-2-0-at-2012,c30-2-0-at-2012,https://www.fichacompleta.com.br/carros/volvo/c30-2-0-at-2012,2026-06-18T18:31:29.676094,Volvo C30 2.0 AT 2012,"9,7 s",205 km/h,Embreagem dupla banhada a óleo,Automatizado,,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Duplo no cabeçote,"83,1 mm","87,5 mm",Transversal,Dianteiro,"9,2 kg/cv","70,3 kg/kgfm","72,5 cv/litro",145 cv,"10,8:1","9,5 kgfm/litro","18,9 kgfm",4,1447 mm,4266 mm,2640 mm,1782 mm,1329 kg,233 litros,55 litros,113 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",556 km,418 km,"10,1 km/l","7,6 km/l",,6000 rpm,4500 rpm,6,"11,1 m",B4204S3,,,MPS6,1548 mm,1544 mm,"2,19 m²","0,679 m²","0,31",,,,,,421 kg,,650 kg,Admissão,6450 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C30,c30,c30-r-design-t5-2-5-turbo-2012,c30-r-design-t5-2-5-turbo-2012,https://www.fichacompleta.com.br/carros/volvo/c30-r-design-t5-2-5-turbo-2012,2026-06-18T18:31:33.563196,Volvo C30 R-Design T5 2.5 Turbo 2012,"7,1 s",235 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,,5 em linha,Duplo no cabeçote,"93,2 mm",83 mm,Transversal,Dianteiro,"6,26 kg/cv","44,2 kg/kgfm","91,2 cv/litro",230 cv,9:1,"12,9 kgfm/litro","32,6 kgfm",4,1447 mm,4266 mm,2640 mm,1782 mm,1440 kg,233 litros,62 litros,103 mm,Disco ventilado,Disco sólido,Eletro-hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",608 km,434 km,"9,8 km/l",7 km/l,,5000 rpm,1500 rpm,5,"11,1 m",B5254T7,,,Aisin AW55-50,1535 mm,1531 mm,"2,19 m²","0,679 m²","0,31",,504 cm³,2521 cm³,,,438 kg,,,Admissão,,135 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C40,c40,c40-recharge-p8-awd-2022,c40-recharge-p8-awd-2022,https://www.fichacompleta.com.br/carros/volvo/c40-recharge-p8-awd-2022,2026-06-18T18:31:51.304853,Volvo C40 Recharge P8 AWD 2022,"4,7 s",180 km/h,,Automático,,Integral sob demanda,,,,,,,,,,"5,36 kg/cv","32,47 kg/kgfm",,,,,,,1582 mm,4431 mm,2702 mm,1850 mm,2185 kg,413 litros,,102 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,1,"11,4 m",,,,,1598 mm,1623 mm,,,,,,,204 cv (traseiro),"33,6 kgfm (traseiro)",505 kg,1800 kg,,,,,450 mm,Kit de reparo e enchimento,420 km,78 kWh,22 kWh/100 km,408 cv,"67,3 kgfm",,,,,,,,,,,,,,,,,,,,,,,
volvo,C40,c40,c40-twin-ultimate-2023,c40-twin-ultimate-2023,https://www.fichacompleta.com.br/carros/volvo/c40-twin-ultimate-2023,2026-06-18T18:32:12.231272,Volvo C40 Twin Ultimate 2023,"4,7 s",180 km/h,,Automático,,Integral sob demanda,,,,,,,,,,"5,36 kg/cv","32,47 kg/kgfm",,,,,,,1582 mm,4431 mm,2702 mm,1850 mm,2185 kg,413 litros,,102 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,1,"11,4 m",,,,,1598 mm,1623 mm,,,,,,,204 cv (traseiro),"33,6 kgfm (traseiro)",505 kg,1800 kg,,,,,450 mm,Kit de reparo e enchimento,247 km,78 kWh,22 kWh/100 km,408 cv,"67,3 kgfm",,,,,,,,,,,,,,,,,,,,,,,
volvo,C40,c40,c40-plus-2024,c40-plus-2024,https://www.fichacompleta.com.br/carros/volvo/c40-plus-2024,2026-06-18T18:32:16.590163,Volvo C40 Plus 2024,"7,4 s",160 km/h,,Automático,,Traseira,,,,,,,,,,"8,59 kg/cv","60,68 kg/kgfm",,,,,,,1591 mm,4440 mm,2702 mm,1873 mm,2045 kg,413 litros,,118 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,1,"11,4 m",,,,,1598 mm,1603 mm,"2,54 m²","0,810 m²","0,319",,,,238 cv (traseiro),"33,7 kgfm (traseiro)",425 kg,1500 kg,750 kg,,,171 mm,450 mm,Kit de reparo e enchimento,231 km,69 kWh,"19,3 kWh/100 km",,,"16,2 graus","20,1 graus","26,6 graus",36 m,,,,,,,,,,,,,,,,,,,
volvo,C40,c40,c40-twin-ultimate-2024,c40-twin-ultimate-2024,https://www.fichacompleta.com.br/carros/volvo/c40-twin-ultimate-2024,2026-06-18T18:32:19.650282,Volvo C40 Twin Ultimate 2024,"4,7 s",180 km/h,,Automático,,Integral sob demanda,,,,,,,,,,"5,36 kg/cv","32,47 kg/kgfm",,,,,,,1582 mm,4431 mm,2702 mm,1850 mm,2185 kg,413 litros,,102 mm,Disco ventilado,Disco sólido,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,1,"11,4 m",,,,,1598 mm,1623 mm,,,,,,,204 cv (traseiro),"33,6 kgfm (traseiro)",505 kg,1800 kg,,,,,450 mm,Kit de reparo e enchimento,247 km,78 kWh,22 kWh/100 km,408 cv,"67,3 kgfm",,,,,,,,,,,,,,,,,,,,,,,
volvo,C70,c70,c70-2-3-turbo-1998,c70-2-3-turbo-1998,https://www.fichacompleta.com.br/carros/volvo/c70-2-3-turbo-1998,2026-06-18T18:32:36.299084,Volvo C70 2.3 Turbo 1998,"8,8 s",240 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2319 cm³,5 em linha,Duplo no cabeçote,90 mm,81 mm,Transversal,Dianteiro,"6,0 kg/cv","43,0 kg/kgfm","103,5 cv/litro",,"8,5:1","14,5 kgfm/litro",,4,1430 mm,4716 mm,2664 mm,1816 mm,1450 kg,316 litros,70 litros,101 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",742 km,588 km,"10,6 km/l","8,4 km/l",,,,4,Não informado,B5234T3,5100 rpm,2700 rpm,Aisin AW50-42LE,1520 mm,1520 mm,"2,21 m²","0,751 m²","0,34",,,,240 cv,"33,7 kgfm",450 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C70,c70,c70-2-3-turbo-1999,c70-2-3-turbo-1999,https://www.fichacompleta.com.br/carros/volvo/c70-2-3-turbo-1999,2026-06-18T18:32:39.290182,Volvo C70 2.3 Turbo 1999,"8,8 s",240 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Turbocompressor,2319 cm³,5 em linha,Duplo no cabeçote,90 mm,81 mm,Transversal,Dianteiro,"6,0 kg/cv","43,0 kg/kgfm","103,5 cv/litro",240 cv,"8,5:1","14,5 kgfm/litro","33,7 kgfm",4,1430 mm,4716 mm,2664 mm,1816 mm,1450 kg,316 litros,70 litros,101 mm,Disco ventilado,Disco sólido,Hidráulica,Não informado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",742 km,588 km,"10,6 km/l","8,4 km/l",,,,4,Não informado,B5234T3,5100 rpm,2700 rpm,Aisin AW50-42LE,1520 mm,1520 mm,"2,21 m²","0,751 m²","0,34","0,34",,,,,450 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C70,c70,c70-2-3-turbo-2000,c70-2-3-turbo-2000,https://www.fichacompleta.com.br/carros/volvo/c70-2-3-turbo-2000,2026-06-18T18:32:43.348328,Volvo C70 2.3 Turbo 2000,"8,8 s",240 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2319 cm³,5 em linha,Duplo no cabeçote,90 mm,81 mm,Transversal,Dianteiro,"6,0 kg/cv","43,0 kg/kgfm","103,5 cv/litro",,"8,5:1","14,5 kgfm/litro",,4,1430 mm,4716 mm,2664 mm,1816 mm,1450 kg,316 litros,70 litros,101 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",742 km,588 km,"10,6 km/l","8,4 km/l",,,,4,Não informado,B5234T3,5100 rpm,2700 rpm,Aisin AW50-42LE,1520 mm,1520 mm,"2,21 m²","0,751 m²","0,34",,,,240 cv,"33,7 kgfm",450 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,C70,c70,c70-2-3-turbo-2001,c70-2-3-turbo-2001,https://www.fichacompleta.com.br/carros/volvo/c70-2-3-turbo-2001,2026-06-18T18:32:47.999090,Volvo C70 2.3 Turbo 2001,"8,8 s",240 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Turbocompressor,2319 cm³,5 em linha,Duplo no cabeçote,90 mm,81 mm,Transversal,Dianteiro,"6,0 kg/cv","43,0 kg/kgfm","103,5 cv/litro",,"8,5:1","14,5 kgfm/litro",,4,1430 mm,4716 mm,2664 mm,1816 mm,1450 kg,316 litros,70 litros,101 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",742 km,588 km,"10,6 km/l","8,4 km/l",,,,4,Não informado,B5234T3,5100 rpm,2700 rpm,Aisin AW50-42LE,1520 mm,1520 mm,"2,21 m²","0,751 m²","0,34",,,,240 cv,"33,7 kgfm",450 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
