marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__cilindrada_unitaria,geral__codigo_do_motor,geral__deslocamento,geral__regime_potencia_max,geral__regime_torque_max,geral__tuchos,geral__altura_minima_do_solo,geral__potencia,geral__torque,geral__variacao_do_comando,geral__codigo_do_cambio,geral__rotacao_maxima,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__frenagem_1000_kmh,geral__angulo_central,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__potencia_de_recarga,geral__rampa_maxima,geral__travessia_de_agua,geral__autonomia_eletrica,geral__veloc_max_modo_elet,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d
audi,A1,a1,a1-sportback-attraction-1-4-tfsi-2013,a1-sportback-attraction-1-4-tfsi-2013,https://www.fichacompleta.com.br/carros/audi/a1-sportback-attraction-1-4-tfsi-2013,2026-06-18T17:17:04.812640,Audi A1 Sportback Attraction 1.4 TFSi 2013,9 s,203 km/h,Embreagem dupla a seco,Automatizado,7,7,Dianteira,Injeção direta,Turbocompressor,1390 cm³,4 em linha,Duplo no cabeçote,"75,6 mm","76,5 mm",Transversal,Dianteiro,"9,4 kg/cv","56,4 kg/kgfm","87,8 cv/litro",122 cv,10:1,5000 rpm,1500 rpm,"14,7 kgfm/litro","20,4 kgfm",4,1422 mm,1477 mm,1471 mm,450 kg,3954 mm,2469 mm,1746 mm,1150 kg,270 litros,45 litros,97 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²","0,34","0,34",Eletro-hidráulica,"10,6 m","10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,630 km,486 km,14 km/l,"10,8 km/l",,,Correia dentada,,,,,,Hidráulicos,,,,Admissão,DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-attraction-1-4-tfsi-2014,a1-attraction-1-4-tfsi-2014,https://www.fichacompleta.com.br/carros/audi/a1-attraction-1-4-tfsi-2014,2026-06-18T17:17:09.576717,Audi A1 Attraction 1.4 TFSi 2014,"8,9 s",203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1390 cm³,4 em linha,"Duplo no cabeçote, correia dentada","75,6 mm","76,5 mm",Transversal,Dianteiro,"9,2 kg/cv","55,1 kg/kgfm","87,8 cv/litro",122 cv a 5000 rpm,10:1,,,"14,7 kgfm/litro","20,4 kgfm a 1500 rpm",4,1416 mm,1477 mm,1471 mm,450 kg,3954 mm,2469 mm,1746 mm,1125 kg,270 litros,45 litros,97 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Eletro-hidráulica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,630 km,486 km,14 km/l,"10,8 km/l",,,,,,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sport-1-4-tfsi-2014,a1-sport-1-4-tfsi-2014,https://www.fichacompleta.com.br/carros/audi/a1-sport-1-4-tfsi-2014,2026-06-18T17:17:13.558500,Audi A1 Sport 1.4 TFSi 2014,"6,9 s",227 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor e compressor,1390 cm³,4 em linha,Duplo no cabeçote,"75,6 mm","76,5 mm",Transversal,Dianteiro,"6,8 kg/cv","49,6 kg/kgfm","133,1 cv/litro",185 cv a 6200 rpm,10:1,,,"18,3 kgfm/litro","25,5 kgfm a 2000 rpm",4,1416 mm,1477 mm,1471 mm,450 kg,3954 mm,2469 mm,1746 mm,1265 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Eletro-hidráulica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,617 km,473 km,"13,7 km/l","10,5 km/l",,,,,,,,,,,,,,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-ambition-1-4-tfsi-2014,a1-sportback-ambition-1-4-tfsi-2014,https://www.fichacompleta.com.br/carros/audi/a1-sportback-ambition-1-4-tfsi-2014,2026-06-18T17:17:16.781026,Audi A1 Sportback Ambition 1.4 TFSi 2014,7 s,227 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor e compressor,1390 cm³,4 em linha,Duplo no cabeçote,"75,6 mm","76,5 mm",Transversal,Dianteiro,"6,6 kg/cv","47,6 kg/kgfm","133,1 cv/litro",185 cv a 6200 rpm,10:1,,,"18,3 kgfm/litro","25,5 kgfm a 2000 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3954 mm,2469 mm,1746 mm,1215 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Eletro-hidráulica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,617 km,473 km,"13,7 km/l","10,5 km/l",,,,,,,,,,,,,,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-attraction-1-4-tfsi-2014,a1-sportback-attraction-1-4-tfsi-2014,https://www.fichacompleta.com.br/carros/audi/a1-sportback-attraction-1-4-tfsi-2014,2026-06-18T17:17:21.394040,Audi A1 Sportback Attraction 1.4 TFSi 2014,9 s,203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1390 cm³,4 em linha,"Duplo no cabeçote, correia dentada","75,6 mm","76,5 mm",Transversal,Dianteiro,"9,4 kg/cv","56,4 kg/kgfm","87,8 cv/litro",122 cv a 5000 rpm,10:1,,,"14,7 kgfm/litro","20,4 kgfm a 1500 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3954 mm,2469 mm,1746 mm,1150 kg,270 litros,45 litros,97 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Eletro-hidráulica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,630 km,486 km,14 km/l,"10,8 km/l",,,,,,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-ambition-1-4-tfsi-2015,a1-sportback-ambition-1-4-tfsi-2015,https://www.fichacompleta.com.br/carros/audi/a1-sportback-ambition-1-4-tfsi-2015,2026-06-18T17:17:25.985237,Audi A1 Sportback Ambition 1.4 TFSi 2015,7 s,227 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor e compressor,1390 cm³,4 em linha,Duplo no cabeçote,"75,6 mm","76,5 mm",Transversal,Dianteiro,"6,6 kg/cv","47,6 kg/kgfm","133,1 cv/litro",185 cv a 6200 rpm,10:1,,,"18,3 kgfm/litro","25,5 kgfm a 2000 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3954 mm,2469 mm,1746 mm,1215 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Eletro-hidráulica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,617 km,473 km,"13,7 km/l","10,5 km/l",,,,,,,,,,,,,,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-attraction-1-4-tfsi-2015,a1-sportback-attraction-1-4-tfsi-2015,https://www.fichacompleta.com.br/carros/audi/a1-sportback-attraction-1-4-tfsi-2015,2026-06-18T17:17:29.984697,Audi A1 Sportback Attraction 1.4 TFSi 2015,9 s,203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1390 cm³,4 em linha,"Duplo no cabeçote, correia dentada","75,6 mm","76,5 mm",Transversal,Dianteiro,"9,4 kg/cv","56,4 kg/kgfm","87,8 cv/litro",122 cv a 5000 rpm,10:1,,,"14,7 kgfm/litro","20,4 kgfm a 1500 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3954 mm,2469 mm,1746 mm,1150 kg,270 litros,45 litros,113 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Eletro-hidráulica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,630 km,486 km,14 km/l,"10,8 km/l",,,,,,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-ambition-1-8-tfsi-2016,a1-sportback-ambition-1-8-tfsi-2016,https://www.fichacompleta.com.br/carros/audi/a1-sportback-ambition-1-8-tfsi-2016,2026-06-18T17:17:33.613154,Audi A1 Sportback Ambition 1.8 TFSi 2016,"6,9 s",234 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1798 cm³,4 em linha,"Duplo no cabeçote, corrente","84,1 mm","82,5 mm",Transversal,Dianteiro,"6,3 kg/cv","47,3 kg/kgfm","106,8 cv/litro",192 cv a 5400 rpm,10:1,,,"14,2 kgfm/litro","25,5 kgfm a 1250 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1205 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,617 km,473 km,"13,7 km/l","10,5 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-attraction-1-4-tfsi-2016,a1-sportback-attraction-1-4-tfsi-2016,https://www.fichacompleta.com.br/carros/audi/a1-sportback-attraction-1-4-tfsi-2016,2026-06-18T17:17:37.499256,Audi A1 Sportback Attraction 1.4 TFSi 2016,"8,8 s",204 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"9,1 kg/cv","55,9 kg/kgfm","89,6 cv/litro",125 cv a 5000 rpm,10:1,,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1140 kg,270 litros,45 litros,97 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,684 km,567 km,"15,2 km/l","12,6 km/l",,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-sport-1-4-tfsi-2016,a1-sportback-sport-1-4-tfsi-2016,https://www.fichacompleta.com.br/carros/audi/a1-sportback-sport-1-4-tfsi-2016,2026-06-18T17:17:41.996213,Audi A1 Sportback Sport 1.4 TFSi 2016,"8,9 s",204 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"9,1 kg/cv","55,9 kg/kgfm","89,6 cv/litro",125 cv a 5000 rpm,10:1,,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1140 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,684 km,567 km,"15,2 km/l","12,6 km/l",,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-ambition-1-8-tfsi-2017,a1-sportback-ambition-1-8-tfsi-2017,https://www.fichacompleta.com.br/carros/audi/a1-sportback-ambition-1-8-tfsi-2017,2026-06-18T17:17:46.680707,Audi A1 Sportback Ambition 1.8 TFSi 2017,"6,9 s",234 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1798 cm³,4 em linha,"Duplo no cabeçote, corrente","84,1 mm","82,5 mm",Transversal,Dianteiro,"6,3 kg/cv","47,3 kg/kgfm","106,8 cv/litro",192 cv a 5400 rpm,10:1,,,"14,2 kgfm/litro","25,5 kgfm a 1250 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1205 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,617 km,473 km,"13,7 km/l","10,5 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-attraction-1-4-tfsi-2017,a1-sportback-attraction-1-4-tfsi-2017,https://www.fichacompleta.com.br/carros/audi/a1-sportback-attraction-1-4-tfsi-2017,2026-06-18T17:17:50.244831,Audi A1 Sportback Attraction 1.4 TFSi 2017,"8,8 s",204 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"9,1 kg/cv","55,9 kg/kgfm","89,6 cv/litro",125 cv a 5000 rpm,10:1,,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1140 kg,270 litros,45 litros,97 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,684 km,567 km,"15,2 km/l","12,6 km/l",,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-sport-1-4-tfsi-2017,a1-sportback-sport-1-4-tfsi-2017,https://www.fichacompleta.com.br/carros/audi/a1-sportback-sport-1-4-tfsi-2017,2026-06-18T17:17:54.039161,Audi A1 Sportback Sport 1.4 TFSi 2017,"8,9 s",204 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"9,1 kg/cv","55,9 kg/kgfm","89,6 cv/litro",125 cv a 5000 rpm,10:1,,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1140 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,684 km,567 km,"15,2 km/l","12,6 km/l",,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-ambition-1-8-tfsi-2018,a1-sportback-ambition-1-8-tfsi-2018,https://www.fichacompleta.com.br/carros/audi/a1-sportback-ambition-1-8-tfsi-2018,2026-06-18T17:17:57.570969,Audi A1 Sportback Ambition 1.8 TFSi 2018,"6,9 s",234 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1798 cm³,4 em linha,"Duplo no cabeçote, corrente","84,1 mm","82,5 mm",Transversal,Dianteiro,"6,3 kg/cv","47,3 kg/kgfm","106,8 cv/litro",192 cv a 5400 rpm,10:1,,,"14,2 kgfm/litro","25,5 kgfm a 1250 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1205 kg,270 litros,45 litros,86 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,590 km,481 km,"13,1 km/l","10,7 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A1,a1,a1-sportback-attraction-1-4-tfsi-2018,a1-sportback-attraction-1-4-tfsi-2018,https://www.fichacompleta.com.br/carros/audi/a1-sportback-attraction-1-4-tfsi-2018,2026-06-18T17:18:02.165983,Audi A1 Sportback Attraction 1.4 TFSi 2018,"8,8 s",204 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"9,1 kg/cv","55,9 kg/kgfm","89,6 cv/litro",125 cv a 5000 rpm,10:1,,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1422 mm,1477 mm,1471 mm,450 kg,3973 mm,2469 mm,1746 mm,1140 kg,270 litros,45 litros,97 mm,Disco ventilado,Disco sólido,"2,04 m²","0,694 m²",,"0,34",Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,684 km,567 km,"15,2 km/l","12,6 km/l",,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-8-1997,a3-1-8-1997,https://www.fichacompleta.com.br/carros/audi/a3-1-8-1997,2026-06-18T17:18:19.821243,Audi A3 1.8 1997,"10,1 s",202 km/h,Embreagem monodisco a seco,Manual,5,5,Dianteira,Injeção multiponto,Natural,1781 cm³,4 em linha,Duplo no cabeçote,"86,4 mm",81 mm,Transversal,Dianteiro,"9,8 kg/cv","69,3 kg/kgfm","70,2 cv/litro",125 cv,"10,3:1",6000 rpm,4100 rpm,"9,9 kgfm/litro","17,6 kgfm",5,1427 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1220 kg,350 litros,55 litros,113 mm,Disco ventilado,Disco sólido,"2,1 m²","0,651 m²","0,31","0,31",Hidráulica,"10,9 m","10,9 m","Indep., McPherson",Mola helicoidal,Eixo de torção,649 km,484 km,"11,8 km/l","8,8 km/l",,,Correia dentada,,EA113,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-8-turbo-1997,a3-1-8-turbo-1997,https://www.fichacompleta.com.br/carros/audi/a3-1-8-turbo-1997,2026-06-18T17:18:24.027721,Audi A3 1.8 Turbo 1997,"8,1 s",217 km/h,Embreagem monodisco a seco,Manual,,5,Dianteira,Injeção multiponto,Turbocompressor,1781 cm³,4 em linha,"Duplo no cabeçote, correia dentada","86,4 mm",81 mm,Transversal,Dianteiro,"8,2 kg/cv","57,5 kg/kgfm","84,2 cv/litro",150 cv a 5700 rpm,"9,5:1",,,"12,0 kgfm/litro","21,4 kgfm a 1750 rpm",5,1427 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1230 kg,350 litros,55 litros,113 mm,Disco ventilado,Disco sólido,"2,1 m²","0,651 m²",,"0,31",Hidráulica,,"10,9 m","Independente, McPherson",Mola helicoidal,Eixo de torção,660 km,501 km,12 km/l,"9,1 km/l",,,,,EA113,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-8-1998,a3-1-8-1998,https://www.fichacompleta.com.br/carros/audi/a3-1-8-1998,2026-06-18T17:18:28.716408,Audi A3 1.8 1998,"10,1 s",202 km/h,,Manual,,5,Dianteira,Injeção multiponto,Natural,1781 cm³,4 em linha,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"9,8 kg/cv","69,3 kg/kgfm","70,2 cv/litro",125 cv a 6000 rpm,"10,3:1",,,"9,9 kgfm/litro","17,6 kgfm a 4100 rpm",5,1427 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1220 kg,350 litros,55 litros,113 mm,205/55 R16,Disco sólido,"2,1 m²",,,"0,31",Hidráulica,,"10,9 m","Independente, McPherson",Mola helicoidal,Eixo de torção,649 km,484 km,"11,8 km/l","8,8 km/l","86,4 mm",81 mm,,,EA113,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-8-turbo-1998,a3-1-8-turbo-1998,https://www.fichacompleta.com.br/carros/audi/a3-1-8-turbo-1998,2026-06-18T17:18:33.306183,Audi A3 1.8 Turbo 1998,"8,1 s",217 km/h,,Manual,,5,Dianteira,Injeção multiponto,Turbocompressor,1781 cm³,4 em linha,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"8,2 kg/cv","57,5 kg/kgfm","84,2 cv/litro",150 cv a 5700 rpm,"9,5:1",,,"12,0 kgfm/litro","21,4 kgfm a 1750 rpm",5,1427 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1230 kg,350 litros,55 litros,113 mm,205/55 R16,Disco sólido,"2,1 m²",,,"0,31",Hidráulica,,"10,9 m","Independente, McPherson",Mola helicoidal,Eixo de torção,660 km,501 km,12 km/l,"9,1 km/l","86,4 mm",81 mm,,,EA113,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-8-turbo-at-1998,a3-1-8-turbo-at-1998,https://www.fichacompleta.com.br/carros/audi/a3-1-8-turbo-at-1998,2026-06-18T17:18:37.504514,Audi A3 1.8 Turbo AT 1998,"9,2 s",214 km/h,Conversor de torque,Automático,4,,Dianteira,Injeção multiponto,Turbocompressor,1781 cm³,4 em linha,Duplo no cabeçote,"86,4 mm",81 mm,Transversal,Dianteiro,"8,2 kg/cv","57,5 kg/kgfm","84,2 cv/litro",150 cv,"9,5:1",,,"12,0 kgfm/litro","21,4 kgfm",5,1423 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1230 kg,350 litros,55 litros,113 mm,Disco ventilado,Disco sólido,"2,1 m²","0,651 m²","0,31",,Hidráulica,"10,9 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,605 km,440 km,11 km/l,8 km/l,,,Correia dentada,,EA113,,5700 rpm,1750 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-6-1999,a3-1-6-1999,https://www.fichacompleta.com.br/carros/audi/a3-1-6-1999,2026-06-18T17:18:41.995438,Audi A3 1.6 1999,"11,7 s",186 km/h,Embreagem monodisco a seco,Manual,5,,Dianteira,Injeção multiponto,Natural,1595 cm³,4 em linha,Único no cabeçote,"77,4 mm",81 mm,Transversal,Dianteiro,"10,8 kg/cv","76,8 kg/kgfm","63,3 cv/litro",,"10,3:1",5500 rpm,3250 rpm,"8,9 kgfm/litro",,2,1423 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1090 kg,350 litros,55 litros,123 mm,Disco ventilado,Disco sólido,"2,1 m²","0,651 m²","0,31",,Hidráulica,"10,9 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,495 km,12 km/l,9 km/l,,,Correia dentada,,EA113,,,,Hidráulicos,,101 cv,"14,2 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-6-1999-gasolina,a3-1-6-1999-gasolina,https://www.fichacompleta.com.br/carros/audi/a3-1-6-1999-gasolina,2026-06-18T17:18:45.109331,Audi A3 1.6 1999,"11,7 s",186 km/h,Embreagem monodisco a seco,Manual,5,,Dianteira,Injeção multiponto,Natural,,4 em linha,Único no cabeçote,"77,4 mm",81 mm,Transversal,Dianteiro,"10,69 kg/cv","76,1 kg/kgfm","63,3 cv/litro",101 cv,"10,3:1",,,"8,9 kgfm/litro","14,2 kgfm",2,1423 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1080 kg,350 litros,55 litros,123 mm,Disco ventilado,Disco sólido,"2,1 m²","0,651 m²","0,31",,Hidráulica,"10,9 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,495 km,12 km/l,9 km/l,,,Correia dentada,399 cm³,EA113,1595 cm³,5500 rpm,3250 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-1-8-1999,a3-1-8-1999,https://www.fichacompleta.com.br/carros/audi/a3-1-8-1999,2026-06-18T17:18:49.090747,Audi A3 1.8 1999,"9,7 s",202 km/h,Embreagem monodisco a seco,Manual,5,,Dianteira,Injeção multiponto,Natural,1781 cm³,4 em linha,Duplo no cabeçote,"86,4 mm",81 mm,Transversal,Dianteiro,"9,3 kg/cv","67,1 kg/kgfm","70,2 cv/litro",125 cv,"10,3:1",,,"9,7 kgfm/litro","17,3 kgfm",5,1423 mm,1513 mm,1495 mm,,4152 mm,2513 mm,1735 mm,1160 kg,350 litros,55 litros,123 mm,Disco ventilado,Disco sólido,"2,1 m²","0,651 m²","0,31",,Hidráulica,"10,9 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,649 km,484 km,"11,8 km/l","8,8 km/l",,,Correia dentada,,EA113,,6000 rpm,4200 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
