marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__altura_do_flanco,geral__dianteiros,geral__estepe,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__pesopotencia,geral__pesotorque,geral__potencia,geral__torque,geral__cambio,geral__marchas,geral__tracao,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__altura_minima_do_solo,geral__potencia_de_recarga,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rampa_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada_unitaria,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__deslocamento,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__rotacao_maxima,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__acoplamento,geral__codigo_do_cambio,geral__angulo_central,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__reboque_com_freio,geral__reboque_sem_freio,geral__tanque_de_combustivel,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__diametro_minimo_de_giro,geral__quantidade_de_marchas,geral__cilindrada,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__variacao_do_comando,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__curso_dos_pistoes,geral__diametro_dos_cilindros
jac,J3 Turin,j3-turin,j3-turin-1-4-2012,j3-turin-1-4-2012,https://www.fichacompleta.com.br/carros/jac/j3-turin-1-4-2012,2026-06-20T21:53:27.959959,Jac J3 Turin 1.4 2012,"13,6 s",186 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"10,2 kg/cv","78,0 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,05 m²","0,603 m²",,"0,294",,,,,,,,,,,,,,
jac,J3 Turin,j3-turin,j3-turin-brasil-1-4-2012,j3-turin-brasil-1-4-2012,https://www.fichacompleta.com.br/carros/jac/j3-turin-brasil-1-4-2012,2026-06-20T21:53:32.642505,Jac J3 Turin Brasil 1.4 2012,"13,6 s",186 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"10,19 kg/cv","78,0 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,333 cm³,4 em linha,,Duplo no cabeçote,"75,4 mm",1332 cm³,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv,"10,5:1",6000 rpm,4500 rpm,,"10,6 kgfm/litro","14,1 kgfm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,,,,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,05 m²","0,603 m²","0,294",,,,,,,,,,,,,,,
jac,J3 Turin,j3-turin,j3-turin-1-4-2013,j3-turin-1-4-2013,https://www.fichacompleta.com.br/carros/jac/j3-turin-1-4-2013,2026-06-20T21:53:36.769000,Jac J3 Turin 1.4 2013,"13,6 s",186 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"10,2 kg/cv","78,0 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,"2,05 m²","0,603 m²",,"0,294",,,,,,,,,,,,,,
jac,J3 Turin,j3-turin,j3-turin-1-4-2014,j3-turin-1-4-2014,https://www.fichacompleta.com.br/carros/jac/j3-turin-1-4-2014,2026-06-20T21:53:41.575737,Jac J3 Turin 1.4 2014,"11,9 s",186 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"10,2 kg/cv","78,0 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,6000 rpm,4500 rpm,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J3 Turin,j3-turin,j3-turin-s-1-5-jet-flex-2014,j3-turin-s-1-5-jet-flex-2014,https://www.fichacompleta.com.br/carros/jac/j3-turin-s-1-5-jet-flex-2014,2026-06-20T21:53:44.745607,Jac J3 Turin S 1.5 Jet Flex 2014,"9,9 s",196 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,10 m,,,,"8,7 kg/cv","70,1 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",127 cv (A) 125 cv (G) a 6000 rpm,"10,5:1",,,,"10,5 kgfm/litro","15,7 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1499 cm³,6000 rpm,4000 rpm,Admissão,547 km,442 km,"11,4 km/l","9,2 km/l",398 km,317 km,"8,3 km/l","6,6 km/l",,,,,127 cv,125 cv,"15,7 kgfm","15,5 kgfm",,,,,,,,,,
jac,J3 Turin,j3-turin,j3-turin-1-4-2015,j3-turin-1-4-2015,https://www.fichacompleta.com.br/carros/jac/j3-turin-1-4-2015,2026-06-20T21:53:48.472499,Jac J3 Turin 1.4 2015,"11,9 s",186 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"10,2 kg/cv","78,0 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","75,4 mm",,75 mm,Transversal,Dianteiro,"81,1 cv/litro",108 cv a 6000 rpm,"10,5:1",,,,"10,6 kgfm/litro","14,1 kgfm a 4500 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1332 cm³,,,Admissão,562 km,461 km,"11,7 km/l","9,6 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J3 Turin,j3-turin,j3-turin-s-1-5-jet-flex-2015,j3-turin-s-1-5-jet-flex-2015,https://www.fichacompleta.com.br/carros/jac/j3-turin-s-1-5-jet-flex-2015,2026-06-20T21:53:52.742477,Jac J3 Turin S 1.5 Jet Flex 2015,"9,9 s",196 km/h,1465 mm,,4155 mm,2400 mm,1650 mm,1100 kg,490 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,,,,,"8,7 kg/cv","70,1 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",127 cv (A) 125 cv (G) a 6000 rpm,"10,5:1",,,,"10,5 kgfm/litro","15,7 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,1425 mm,1415 mm,,,,48 litros,,,,,,10 m,5,1499 cm³,,,Admissão,600 km,466 km,"12,5 km/l","9,7 km/l",403 km,312 km,"8,4 km/l","6,5 km/l",,,,,,,,,,,,,,,,,,
jac,J5,j5,j5-1-5-2012,j5-1-5-2012,https://www.fichacompleta.com.br/carros/jac/j5-1-5-2012,2026-06-20T21:54:10.895620,Jac J5 1.5 2012,"11,8 s",188 km/h,1465 mm,,4590 mm,2710 mm,1765 mm,1315 kg,460 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,Não informado,,,,"10,5 kg/cv","84,8 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"84,8 mm",,75 mm,Transversal,Dianteiro,"83,4 cv/litro",125 cv,"10,5:1",,,,"10,3 kgfm/litro","15,5 kgfm",4,Embreagem monodisco a seco,,,,,,,,57 litros,,,,,,Não informado,5,1499 cm³,5500 rpm,4000 rpm,Admissão,650 km,507 km,"11,4 km/l","8,9 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J5,j5,j5-1-5-2013,j5-1-5-2013,https://www.fichacompleta.com.br/carros/jac/j5-1-5-2013,2026-06-20T21:54:13.403399,Jac J5 1.5 2013,"11,8 s",188 km/h,1465 mm,,4590 mm,2710 mm,1765 mm,1315 kg,460 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"10,5 kg/cv","84,8 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"83,4 cv/litro",125 cv a 5500 rpm,"10,5:1",,,,"10,3 kgfm/litro","15,5 kgfm a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,57 litros,,,,,,Não informado,5,1499 cm³,,,Admissão,650 km,507 km,"11,4 km/l","8,9 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J5,j5,j5-1-5-2014,j5-1-5-2014,https://www.fichacompleta.com.br/carros/jac/j5-1-5-2014,2026-06-20T21:54:16.010697,Jac J5 1.5 2014,"11,8 s",188 km/h,1465 mm,,4590 mm,2710 mm,1765 mm,1315 kg,460 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"10,5 kg/cv","84,8 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"83,4 cv/litro",125 cv a 5500 rpm,"10,5:1",,,,"10,3 kgfm/litro","15,5 kgfm a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,57 litros,,,,,,Não informado,5,1499 cm³,,,Admissão,650 km,507 km,"11,4 km/l","8,9 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J5,j5,j5-1-5-2015,j5-1-5-2015,https://www.fichacompleta.com.br/carros/jac/j5-1-5-2015,2026-06-20T21:54:20.760469,Jac J5 1.5 2015,"11,8 s",188 km/h,1465 mm,,4590 mm,2710 mm,1765 mm,1315 kg,460 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"10,5 kg/cv","84,8 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"83,4 cv/litro",125 cv a 5500 rpm,"10,5:1",,,,"10,3 kgfm/litro","15,5 kgfm a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,57 litros,,,,,,Não informado,5,1499 cm³,,,Admissão,650 km,507 km,"11,4 km/l","8,9 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J5,j5,j5-1-5-2016,j5-1-5-2016,https://www.fichacompleta.com.br/carros/jac/j5-1-5-2016,2026-06-20T21:54:24.787052,Jac J5 1.5 2016,"11,8 s",188 km/h,1465 mm,,4590 mm,2710 mm,1765 mm,1315 kg,460 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"10,5 kg/cv","84,8 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"83,4 cv/litro",125 cv a 5500 rpm,"10,5:1",,,,"10,3 kgfm/litro","15,5 kgfm a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,57 litros,,,,,,Não informado,5,1499 cm³,,,Admissão,661 km,542 km,"11,6 km/l","9,5 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,J6,j6,j6-2-0-2011,j6-2-0-2011,https://www.fichacompleta.com.br/carros/jac/j6-2-0-2011,2026-06-20T21:54:44.573406,Jac J6 2.0 2011,"13,1 s",183 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,500 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,Não informado,,,,"11,0 kg/cv","78,5 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Correia dentada,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,88 mm,,85 mm,Transversal,Dianteiro,"68,1 cv/litro",136 cv,10:1,5500 rpm,4000 rpm,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,,,1997 cm³,,,,619 km,476 km,"9,1 km/l",7 km/l,,,,,,,,,,,,,,,,,,,,,,
jac,J6,j6,j6-diamond-2-0-2011,j6-diamond-2-0-2011,https://www.fichacompleta.com.br/carros/jac/j6-diamond-2-0-2011,2026-06-20T21:54:48.224628,Jac J6 Diamond 2.0 2011,"13,1 s",183 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,,113 mm,Disco ventilado,,Disco sólido,Hidráulica,Não informado,,,,"11,0 kg/cv","78,5 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Correia dentada,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,88 mm,,85 mm,Transversal,Dianteiro,"68,1 cv/litro",136 cv,10:1,,,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,Não informado,5,1997 cm³,5500 rpm,4000 rpm,,619 km,476 km,"9,1 km/l",7 km/l,,,,,,,,,,,,,450 litros,198 litros,450 litros,198 litros,,,,,,
jac,J6,j6,j6-2-0-2012,j6-2-0-2012,https://www.fichacompleta.com.br/carros/jac/j6-2-0-2012,2026-06-20T21:54:50.836442,Jac J6 2.0 2012,"13,1 s",183 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,500 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,Não informado,,,,"11,0 kg/cv","78,5 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Correia dentada,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,88 mm,,85 mm,Transversal,Dianteiro,"68,1 cv/litro",136 cv,10:1,5500 rpm,4000 rpm,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,,,1997 cm³,,,,619 km,476 km,"9,1 km/l",7 km/l,,,,,,,,,,,,,,,,,,,,,,
jac,J6,j6,j6-diamond-2-0-2012,j6-diamond-2-0-2012,https://www.fichacompleta.com.br/carros/jac/j6-diamond-2-0-2012,2026-06-20T21:54:54.870581,Jac J6 Diamond 2.0 2012,"13,1 s",183 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"11,0 kg/cv","78,5 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, correia dentada",88 mm,,85 mm,Transversal,Dianteiro,"68,1 cv/litro",136 cv a 5500 rpm,10:1,,,,"9,6 kgfm/litro","19,1 kgfm a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,Não informado,5,1997 cm³,,,,619 km,476 km,"9,1 km/l",7 km/l,,,,,,,,,,,,,,,450 litros,198 litros,,,,,,
jac,J6,j6,j6-2-0-2013,j6-2-0-2013,https://www.fichacompleta.com.br/carros/jac/j6-2-0-2013,2026-06-20T21:54:59.403260,Jac J6 2.0 2013,"13,1 s",183 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,500 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,Não informado,,,,"11,0 kg/cv","78,5 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Correia dentada,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,88 mm,,85 mm,Transversal,Dianteiro,"68,1 cv/litro",136 cv,10:1,5500 rpm,4000 rpm,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,,,1997 cm³,,,,619 km,476 km,"9,1 km/l",7 km/l,,,,,,,,,,,,,,,,,,,,,,
jac,J6,j6,j6-diamond-2-0-2013,j6-diamond-2-0-2013,https://www.fichacompleta.com.br/carros/jac/j6-diamond-2-0-2013,2026-06-20T21:55:03.005129,Jac J6 Diamond 2.0 2013,"13,1 s",183 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"11,0 kg/cv","78,5 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, correia dentada",88 mm,,85 mm,Transversal,Dianteiro,"68,1 cv/litro",136 cv a 5500 rpm,10:1,,,,"9,6 kgfm/litro","19,1 kgfm a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,Não informado,5,1997 cm³,,,,619 km,476 km,"9,1 km/l",7 km/l,,,,,,,,,,,,,,,450 litros,198 litros,,,,,,
jac,J6,j6,j6-diamond-2-0-2014,j6-diamond-2-0-2014,https://www.fichacompleta.com.br/carros/jac/j6-diamond-2-0-2014,2026-06-20T21:55:06.631321,Jac J6 Diamond 2.0 2014,"13,1 s",183 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,,113 mm,Disco ventilado,,Disco sólido,Hidráulica,Não informado,,,,"11,0 kg/cv","78,5 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,,,,,Correia dentada,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,88 mm,,85 mm,Transversal,Dianteiro,"68,1 cv/litro",136 cv,10:1,,,,"9,6 kgfm/litro","19,1 kgfm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,Não informado,5,1997 cm³,5500 rpm,4000 rpm,,619 km,476 km,"9,1 km/l",7 km/l,,,,,,,,,,,,,450 litros,198 litros,450 litros,198 litros,,,,,,
jac,J6,j6,j6-diamond-2-0-2015,j6-diamond-2-0-2015,https://www.fichacompleta.com.br/carros/jac/j6-diamond-2-0-2015,2026-06-20T21:55:10.124658,Jac J6 Diamond 2.0 2015,"11,9 s",187 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"9,4 kg/cv","72,8 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, correia dentada",88 mm,,85 mm,Transversal,Dianteiro,"80,1 cv/litro",160 cv (A) 155 cv (G) a 5500 rpm,10:1,,,,"10,3 kgfm/litro","20,6 kgfm (A) 20 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,Não informado,5,1997 cm³,,,Admissão,612 km,483 km,9 km/l,"7,1 km/l",422 km,340 km,"6,2 km/l",5 km/l,,,,,,,,,,,450 litros,198 litros,,,,,,
jac,J6,j6,j6-diamond-2-0-2016,j6-diamond-2-0-2016,https://www.fichacompleta.com.br/carros/jac/j6-diamond-2-0-2016,2026-06-20T21:55:14.451036,Jac J6 Diamond 2.0 2016,"11,9 s",187 km/h,1660 mm,,4550 mm,2710 mm,1775 mm,1500 kg,,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,,,,"9,4 kg/cv","72,8 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,,,,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, correia dentada",88 mm,,85 mm,Transversal,Dianteiro,"80,1 cv/litro",160 cv (A) 155 cv (G) a 5500 rpm,10:1,,,,"10,3 kgfm/litro","20,6 kgfm (A) 20 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,68 litros,,,,,,Não informado,5,1997 cm³,,,Admissão,612 km,483 km,9 km/l,"7,1 km/l",422 km,340 km,"6,2 km/l",5 km/l,,,,,,,,,,,450 litros,198 litros,,,,,,
jac,T40,t40,t40-1-5-2018,t40-1-5-2018,https://www.fichacompleta.com.br/carros/jac/t40-1-5-2018,2026-06-20T21:55:31.482931,Jac T40 1.5 2018,"9,8 s",191 km/h,1568 mm,375 kg,4135 mm,2490 mm,1750 mm,1155 kg,450 litros,113 mm,Disco ventilado,,Disco sólido,Elétrica,,,,,"9,1 kg/cv","73,6 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,180 mm,,18 graus,23 graus,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",127 cv (A) 125 cv (G) a 6000 rpm,10:1,,,6400 rpm,"10,5 kgfm/litro","15,7 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,42 litros,,,,,,"10,9 m",5,1499 cm³,,,Admissão,525 km,479 km,"12,5 km/l","11,4 km/l",357 km,323 km,"8,5 km/l","7,7 km/l",,,,,,,,,,,,,,,,,,
jac,T40,t40,t40-1-5-2019,t40-1-5-2019,https://www.fichacompleta.com.br/carros/jac/t40-1-5-2019,2026-06-20T21:55:36.134615,Jac T40 1.5 2019,"9,8 s",191 km/h,1568 mm,375 kg,4135 mm,2490 mm,1750 mm,1155 kg,450 litros,113 mm,Disco ventilado,,Disco sólido,Elétrica,,,,,"9,1 kg/cv","73,6 kg/kgfm",,,Manual,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,180 mm,,18 graus,23 graus,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente","84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",127 cv (A) 125 cv (G) a 6000 rpm,10:1,,,6400 rpm,"10,5 kgfm/litro","15,7 kgfm (A) 15,5 kgfm (G) a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,42 litros,,,,,,"10,9 m",5,1499 cm³,,,Admissão,538 km,500 km,"12,8 km/l","11,9 km/l",365 km,340 km,"8,7 km/l","8,1 km/l",,,,,,,,,,,,,,,,,,
jac,T40,t40,t40-1-6-at-2019,t40-1-6-at-2019,https://www.fichacompleta.com.br/carros/jac/t40-1-6-at-2019,2026-06-20T21:55:38.888163,Jac T40 1.6 AT 2019,"11,1 s",190 km/h,1568 mm,,4135 mm,2490 mm,1750 mm,1220 kg,450 litros,113 mm,Disco ventilado,,Disco sólido,Elétrica,,,,,"8,8 kg/cv","71,3 kg/kgfm",,,CVT,,Dianteira,"Independente, McPherson",Mola helicoidal,Eixo de torção,180 mm,,18 graus,23 graus,,,Injeção multiponto,Natural,,4 em linha,,"Duplo no cabeçote, corrente",90 mm,,75 mm,Transversal,Dianteiro,"86,8 cv/litro",138 cv a 6000 rpm,"10,5:1",,,,"10,8 kgfm/litro","17,1 kgfm a 4000 rpm",4,Embreagem monodisco a seco,,,,,,,,42 litros,,,,,,"10,9 m",6,1590 cm³,,,Admissão e escape,508 km,487 km,"12,1 km/l","11,6 km/l",,,,,,,,,,,,,,,,,,,,,,
jac,T40,t40,t40-1-5-2020,t40-1-5-2020,https://www.fichacompleta.com.br/carros/jac/t40-1-5-2020,2026-06-20T21:55:42.538145,Jac T40 1.5 2020,"9,8 s",191 km/h,1568 mm,375 kg,4135 mm,2490 mm,1750 mm,1155 kg,450 litros,113 mm,Disco ventilado,,Disco sólido,Elétrica,"10,9 m",,,,"9,1 kg/cv","73,6 kg/kgfm",,,Manual,5,Dianteira,"Indep., McPherson",Mola helicoidal,Eixo de torção,180 mm,,18 graus,23 graus,,Corrente,Injeção multiponto,Natural,,4 em linha,,Duplo no cabeçote,"84,8 mm",,75 mm,Transversal,Dianteiro,"84,7 cv/litro",,10:1,6000 rpm,4000 rpm,6400 rpm,"10,5 kgfm/litro",,4,Embreagem monodisco a seco,,,,,,,,42 litros,,,,,,,,1499 cm³,,,Admissão,538 km,500 km,"12,8 km/l","11,9 km/l",365 km,340 km,"8,7 km/l","8,1 km/l",,,,,127 cv,125 cv,"15,7 kgfm","15,5 kgfm",,,,,,,,,,
