marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_maxima,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__marchas,geral__regime_potencia_max,geral__regime_torque_max,geral__diametro_de_giro,geral__bitola_dianteira,geral__bitola_traseira,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__tuchos,geral__variacao_do_comando,geral__angulo_de_entrada,geral__angulo_de_saida,geral__reboque_com_freio,geral__reboque_sem_freio,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__coef_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_central,geral__capacidade_da_bateria,geral__potencia,geral__torque,geral__autonomia,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__cacamba,geral__potencia_de_recarga
peugeot,605,605,605-sv-3-0-v6-1994,605-sv-3-0-v6-1994,https://www.fichacompleta.com.br/carros/peugeot/605-sv-3-0-v6-1994,2026-06-17T21:48:57.314566,Peugeot 605 SV 3.0 V6 1994,"10,9 s",217 km/h,Conversor de torque,Automático,ZF 4HP,4,Dianteira,Injeção multiponto,Natural,2975 cm³,6 em V,PRV,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"8,4 kg/cv","57,8 kg/kgfm","56,5 cv/litro",168 cv a 5600 rpm,"9,5:1",,"8,2 kgfm/litro","24,5 kgfm a 4600 rpm",2,1415 mm,,4723 mm,2800 mm,1799 mm,1415 kg,438 litros,80 litros,123 mm,Disco ventilado,Disco sólido,Hidráulica,"10,95 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",720 km,480 km,9 km/l,6 km/l,,,,,1527 mm,1525 mm,73 mm,93 mm,,,,,,,,,,"2,16 m²","0,648 m²","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,607,607,607-3-0-v6-2001,607-3-0-v6-2001,https://www.fichacompleta.com.br/carros/peugeot/607-3-0-v6-2001,2026-06-17T21:49:13.915616,Peugeot 607 3.0 V6 2001,"9,9 s",232 km/h,Conversor de torque,Automático,ZF 4HP,4,Dianteira,Injeção multiponto,Natural,2946 cm³,6 em V,ES9J4S,Duplo no cabeçote,"82,6 mm",87 mm,Transversal,Dianteiro,"7,6 kg/cv","54,5 kg/kgfm","70,3 cv/litro",207 cv,"10,9:1",,"9,8 kgfm/litro",29 kgfm,4,1460 mm,,4871 mm,2800 mm,1835 mm,1580 kg,601 litros,80 litros,124 mm,Disco ventilado,Disco sólido,Hidráulica,12 m,"Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",1024 km,552 km,"12,8 km/l","6,9 km/l",4,,,12 m,1540 mm,1535 mm,,,6000 rpm,3750 rpm,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,607,607,607-3-0-v6-2002,607-3-0-v6-2002,https://www.fichacompleta.com.br/carros/peugeot/607-3-0-v6-2002,2026-06-17T21:49:18.665861,Peugeot 607 3.0 V6 2002,"9,9 s",232 km/h,Conversor de torque,Automático,ZF 4HP,,Dianteira,Injeção multiponto,Natural,2946 cm³,6 em V,ES9J4S,Duplo no cabeçote,"82,6 mm",87 mm,Transversal,Dianteiro,"7,6 kg/cv","54,5 kg/kgfm","70,3 cv/litro",207 cv,"10,9:1",,"9,8 kgfm/litro",29 kgfm,4,1460 mm,,4871 mm,2800 mm,1835 mm,1580 kg,601 litros,80 litros,124 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",1024 km,552 km,"12,8 km/l","6,9 km/l",4,6000 rpm,3750 rpm,12 m,1540 mm,1535 mm,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,607,607,607-3-0-v6-2004,607-3-0-v6-2004,https://www.fichacompleta.com.br/carros/peugeot/607-3-0-v6-2004,2026-06-17T21:49:22.023241,Peugeot 607 3.0 V6 2004,"9,9 s",232 km/h,Conversor de torque,Automático,ZF 4HP,4,Dianteira,Injeção multiponto,Natural,2946 cm³,6 em V,ES9A,Duplo no cabeçote,"82,6 mm",87 mm,Transversal,Dianteiro,"7,5 kg/cv","55,4 kg/kgfm","71,3 cv/litro",210 cv a 6000 rpm,"10,9:1",,"9,7 kgfm/litro","28,5 kgfm a 3750 rpm",4,1460 mm,,4871 mm,2800 mm,1835 mm,1580 kg,601 litros,80 litros,124 mm,Disco ventilado,Disco sólido,Hidráulica,12 m,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",1024 km,552 km,"12,8 km/l","6,9 km/l",,,,,1540 mm,1535 mm,,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peugeot,806,806,806-sv-2-0-turbo-1995,806-sv-2-0-turbo-1995,https://www.fichacompleta.com.br/carros/peugeot/806-sv-2-0-turbo-1995,2026-06-17T21:50:00.247867,Peugeot 806 SV 2.0 Turbo 1995,"10,5 s",195 km/h,Embreagem monodisco a seco,Manual,BE3/5,5,Dianteira,Injeção multiponto,Turbocompressor,1998 cm³,4 em linha,XU10J2TE,"Único no cabeçote, correia dentada",86 mm,86 mm,Transversal,Dianteiro,"10,7 kg/cv","65,6 kg/kgfm","73,6 cv/litro",147 cv a 5300 rpm,8:1,6300 rpm,"12,0 kgfm/litro",24 kgfm a 2500 rpm,2,1714 mm,765 kg,4454 mm,2824 mm,1834 mm,1575 kg,,80 litros,133 mm,Disco ventilado,Disco sólido,Hidráulica,"11,8 m","Independente, McPherson",Mola helicoidal,"Independente, braço arrastado",760 km,520 km,"9,5 km/l","6,5 km/l",,,,,1534 mm,1540 mm,,,,,,,,,1300 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 litros,340 litros,,,,,,
peugeot,806,806,806-st-2-0-turbo-1999,806-st-2-0-turbo-1999,https://www.fichacompleta.com.br/carros/peugeot/806-st-2-0-turbo-1999,2026-06-17T21:50:03.183506,Peugeot 806 ST 2.0 Turbo 1999,11 s,195 km/h,Embreagem monodisco a seco,Manual,BE3/5,5,Dianteira,Injeção multiponto,Turbocompressor,1998 cm³,4 em linha,XU10J2TE,"Único no cabeçote, correia dentada",86 mm,86 mm,Transversal,Dianteiro,"10,7 kg/cv","65,6 kg/kgfm","73,6 cv/litro",147 cv a 5300 rpm,8:1,6300 rpm,"12,0 kgfm/litro",24 kgfm a 2500 rpm,2,1714 mm,765 kg,4454 mm,2824 mm,1834 mm,1575 kg,,80 litros,133 mm,Disco ventilado,Disco sólido,Hidráulica,"11,8 m","Independente, McPherson",Mola helicoidal,"Independente, braço arrastado",760 km,520 km,"9,5 km/l","6,5 km/l",,,,,1534 mm,1540 mm,,,,,,,,,1300 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 litros,340 litros,,,,,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-1999,boxer-van-2-8-16-lugares-1999,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-1999,2026-06-17T21:50:35.975600,Peugeot Boxer Van 2.8 16 Lugares 1999,25 s,134 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção indireta,Natural,,4 em linha,F28DT,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"21,85 kg/cv","103,7 kg/kgfm","32,0 cv/litro",897 cv,18:1,,"6,8 kgfm/litro","18,9 kgfm",2,2135 mm,1340 kg,5005 mm,3200 mm,1998 mm,1960 kg,100 litros,80 litros,144 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3800 rpm,2000 rpm,Não informado,,,,,,,,,,,,,,,,,,,,,,Correia dentada,,,,,,700 cm³,2799 cm³,10W-40 ³,,,,,,,,,,,,,,,720 km,560 km,9 km/l,7 km/l,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2000,boxer-van-2-8-16-lugares-2000,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2000,2026-06-17T21:50:39.104343,Peugeot Boxer Van 2.8 16 Lugares 2000,25 s,134 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção indireta,Natural,,4 em linha,F28DT,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"21,85 kg/cv","103,7 kg/kgfm","32,0 cv/litro",897 cv,18:1,,"6,8 kgfm/litro","18,9 kgfm",2,2135 mm,1340 kg,5005 mm,3200 mm,1998 mm,1960 kg,100 litros,80 litros,144 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3800 rpm,2000 rpm,Não informado,,,,,,,,,,,,,,,,,,,,,,Correia dentada,,,,,,700 cm³,2799 cm³,10W-40 ³,,,,,,,,,,,,,,,720 km,560 km,9 km/l,7 km/l,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2001,boxer-van-2-8-16-lugares-2001,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2001,2026-06-17T21:50:42.364489,Peugeot Boxer Van 2.8 16 Lugares 2001,25 s,134 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção indireta,Natural,,4 em linha,F28DT,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"21,85 kg/cv","103,7 kg/kgfm","32,0 cv/litro",897 cv,18:1,,"6,8 kgfm/litro","18,9 kgfm",2,2135 mm,1340 kg,5005 mm,3200 mm,1998 mm,1960 kg,100 litros,80 litros,144 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3800 rpm,2000 rpm,Não informado,,,,,,,,,,,,,,,,,,,,,,Correia dentada,,,,,,700 cm³,2799 cm³,10W-40 ³,,,,,,,,,,,,,,,720 km,560 km,9 km/l,7 km/l,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2002,boxer-van-2-8-16-lugares-2002,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2002,2026-06-17T21:50:45.564212,Peugeot Boxer Van 2.8 16 Lugares 2002,25 s,134 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção indireta,Natural,,4 em linha,F28DT,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"21,85 kg/cv","103,7 kg/kgfm","32,0 cv/litro",897 cv,18:1,,"6,8 kgfm/litro","18,9 kgfm",2,2135 mm,1340 kg,5005 mm,3200 mm,1998 mm,1960 kg,100 litros,80 litros,144 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3800 rpm,2000 rpm,Não informado,,,,,,,,,,,,,,,,,,,,,,Correia dentada,,,,,,700 cm³,2799 cm³,10W-40 ³,,,,,,,,,,,,,,,720 km,560 km,9 km/l,7 km/l,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2003,boxer-van-2-8-16-lugares-2003,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2003,2026-06-17T21:50:48.593383,Peugeot Boxer Van 2.8 16 Lugares 2003,25 s,134 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção indireta,Natural,2800 cm³,4 em linha,SOFIM,"Único no cabeçote, correia dentada",100 mm,88 mm,Transversal,Dianteiro,"21,9 kg/cv","103,7 kg/kgfm","32,0 cv/litro","89,7 cv a 3800 rpm",18:1,,"6,8 kgfm/litro","18,9 kgfm a 2000 rpm",2,2135 mm,1340 kg,5005 mm,3200 mm,1998 mm,1960 kg,100 litros,80 litros,144 mm,Disco ventilado,Tambor,Hidráulica,Não informado,"Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720 km,560 km,9 km/l,7 km/l,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2004,boxer-van-2-8-16-lugares-2004,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2004,2026-06-17T21:50:53.235980,Peugeot Boxer Van 2.8 16 Lugares 2004,25 s,134 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção indireta,Natural,,4 em linha,F28DT,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"21,85 kg/cv","103,7 kg/kgfm","32,0 cv/litro",897 cv,18:1,,"6,8 kgfm/litro","18,9 kgfm",2,2135 mm,1340 kg,5005 mm,3200 mm,1998 mm,1960 kg,100 litros,80 litros,144 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3800 rpm,2000 rpm,Não informado,,,,,,,,,,,,,,,,,,,,,,Correia dentada,,,,,,700 cm³,2799 cm³,10W-40 ³,,,,,,,,,,,,,,,720 km,560 km,9 km/l,7 km/l,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2005,boxer-van-2-8-16-lugares-2005,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2005,2026-06-17T21:50:56.055479,Peugeot Boxer Van 2.8 16 Lugares 2005,25 s,134 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção indireta,Natural,2800 cm³,4 em linha,SOFIM,Único no cabeçote,100 mm,88 mm,Transversal,Dianteiro,"21,9 kg/cv","103,7 kg/kgfm","32,0 cv/litro",897 cv,18:1,,"6,8 kgfm/litro","18,9 kgfm",2,2135 mm,1340 kg,5005 mm,3200 mm,1998 mm,1960 kg,100 litros,80 litros,144 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,,,,,3800 rpm,2000 rpm,,,,,,,,,,,,,,,,Correia dentada,,,,,,,,,,,,,,,,,,,,,,,720 km,560 km,9 km/l,7 km/l,,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2006,boxer-van-2-8-16-lugares-2006,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2006,2026-06-17T21:50:59.714777,Peugeot Boxer Van 2.8 16 Lugares 2006,21 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção direta,Turbocompressor,2799 cm³,4 em linha,Sofim 8140,"Único no cabeçote, correia dentada",100 mm,"94,4 mm",Transversal,Dianteiro,"16,7 kg/cv","69,3 kg/kgfm","45,4 cv/litro",127 cv a 3600 rpm,"18,5:1",,"10,9 kgfm/litro","30,6 kgfm a 1800 rpm",2,2135 mm,1180 kg,5099 mm,3200 mm,1998 mm,2120 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,"12,1 m","Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880 km,680 km,11 km/l,"8,5 km/l",,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2007,boxer-van-2-8-16-lugares-2007,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2007,2026-06-17T21:51:04.460951,Peugeot Boxer Van 2.8 16 Lugares 2007,21 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção direta,Turbocompressor,,4 em linha,F28DT,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"16,69 kg/cv","69,3 kg/kgfm","45,4 cv/litro",127 cv,"18,5:1",,"10,9 kgfm/litro","30,6 kgfm",2,2135 mm,1180 kg,5099 mm,3200 mm,1998 mm,2120 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3600 rpm,1800 rpm,"12,1 m",,,,,,,,,,,,,,,,,,,,,,Correia dentada,,,,,,700 cm³,2799 cm³,10W-40 ³,,,,,,,,,,,,,,,880 km,680 km,11 km/l,"8,5 km/l",,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2008,boxer-van-2-8-16-lugares-2008,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2008,2026-06-17T21:51:06.926615,Peugeot Boxer Van 2.8 16 Lugares 2008,21 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção direta,Turbocompressor,2799 cm³,4 em linha,Sofim 8140,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"16,7 kg/cv","69,3 kg/kgfm","45,4 cv/litro",127 cv,"18,5:1",,"10,9 kgfm/litro","30,6 kgfm",2,2135 mm,1180 kg,5099 mm,3200 mm,1998 mm,2120 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,"12,1 m",,,,,3600 rpm,1800 rpm,,,,,,,,,,,,,,,,Correia dentada,,,,,,,,,,,,,,,,,,,,,,,880 km,680 km,11 km/l,"8,5 km/l",,
peugeot,Boxer,boxer,boxer-van-2-8-16-lugares-2009,boxer-van-2-8-16-lugares-2009,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-8-16-lugares-2009,2026-06-17T21:51:11.858481,Peugeot Boxer Van 2.8 16 Lugares 2009,21 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção direta,Turbocompressor,,4 em linha,F28DT,Único no cabeçote,100 mm,"94,4 mm",Transversal,Dianteiro,"16,69 kg/cv","69,3 kg/kgfm","45,4 cv/litro",127 cv,"18,5:1",,"10,9 kgfm/litro","30,6 kgfm",2,2135 mm,1180 kg,5099 mm,3200 mm,1998 mm,2120 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3600 rpm,1800 rpm,"12,1 m",,,,,,,,,,,,,,,,,,,,,,Correia dentada,,,,,,700 cm³,2799 cm³,10W-40 ³,,,,,,,,,,,,,,,880 km,680 km,11 km/l,"8,5 km/l",,
peugeot,Boxer,boxer,boxer-van-2-3-16-lugares-2010,boxer-van-2-3-16-lugares-2010,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-3-16-lugares-2010,2026-06-17T21:51:14.802318,Peugeot Boxer Van 2.3 16 Lugares 2010,20 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção direta,Turbocompressor,2287 cm³,4 em linha,Multijet F1A,Duplo no cabeçote,94 mm,88 mm,Transversal,Dianteiro,"16,5 kg/cv","68,4 kg/kgfm","55,5 cv/litro",127 cv,19:1,,"13,4 kgfm/litro","30,7 kgfm",4,2135 mm,1200 kg,5099 mm,3200 mm,1998 mm,2100 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,,,,,3600 rpm,1800 rpm,Hidráulicos,,,,,,,,,,,,,,,Correia dentada,,,,,,,,,,,,,,,,,,,,,,,960 km,720 km,12 km/l,9 km/l,,
peugeot,Boxer,boxer,boxer-van-2-3-16-lugares-2011,boxer-van-2-3-16-lugares-2011,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-3-16-lugares-2011,2026-06-17T21:51:19.119496,Peugeot Boxer Van 2.3 16 Lugares 2011,20 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção direta,Turbocompressor,2287 cm³,4 em linha,Multijet F1A,Duplo no cabeçote,94 mm,88 mm,Transversal,Dianteiro,"16,5 kg/cv","68,4 kg/kgfm","55,5 cv/litro",127 cv,19:1,,"13,4 kgfm/litro","30,7 kgfm",4,2135 mm,1200 kg,5099 mm,3200 mm,1998 mm,2100 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,Não informado,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,,,,,3600 rpm,1800 rpm,Hidráulicos,,,,,,,,,,,,,,,Correia dentada,,,,,,,,,,,,,,,,,,,,,,,960 km,720 km,12 km/l,9 km/l,,
peugeot,Boxer,boxer,boxer-van-2-3-16-lugares-2012,boxer-van-2-3-16-lugares-2012,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-3-16-lugares-2012,2026-06-17T21:51:23.328292,Peugeot Boxer Van 2.3 16 Lugares 2012,20 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção direta,Turbocompressor,2287 cm³,4 em linha,Multijet F1A,Duplo no cabeçote,94 mm,88 mm,Transversal,Dianteiro,"16,5 kg/cv","68,4 kg/kgfm","55,5 cv/litro",127 cv,19:1,,"13,4 kgfm/litro","30,7 kgfm",4,2135 mm,1200 kg,5099 mm,3200 mm,1998 mm,2100 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3600 rpm,1800 rpm,Não informado,,,,,,,Hidráulicos,,,,,,,,,,,,,,,Correia dentada,,,,,,,,,,,,,,,,,,,,,,,960 km,720 km,12 km/l,9 km/l,,
peugeot,Boxer,boxer,boxer-furgao-2-3-2013,boxer-furgao-2-3-2013,https://www.fichacompleta.com.br/carros/peugeot/boxer-furgao-2-3-2013,2026-06-17T21:51:27.919457,Peugeot Boxer Furgão 2.3 2013,22 s,150 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção direta,Turbocompressor,,4 em linha,Multijet F1A,Duplo no cabeçote,94 mm,88 mm,Transversal,Dianteiro,"15,43 kg/cv","60,1 kg/kgfm","55,5 cv/litro",127 cv,19:1,,"14,3 kgfm/litro","32,6 kgfm",4,2450 mm,1540 kg,5599 mm,3700 mm,1998 mm,1960 kg,12000 litros,80 litros,154 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3600 rpm,1800 rpm,Não informado,,,,,,,Hidráulicos,,,,,,,,,,,,,,,Correia dentada,,,,,,572 cm³,2287 cm³,,,,,,,,,,,,,,,,880 km,720 km,11 km/l,9 km/l,,
peugeot,Boxer,boxer,boxer-van-2-3-16-lugares-2013,boxer-van-2-3-16-lugares-2013,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-3-16-lugares-2013,2026-06-17T21:51:32.472491,Peugeot Boxer Van 2.3 16 Lugares 2013,20 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção direta,Turbocompressor,2287 cm³,4 em linha,Multijet F1A,"Duplo no cabeçote, correia dentada",94 mm,88 mm,Transversal,Dianteiro,"16,5 kg/cv","64,4 kg/kgfm","55,5 cv/litro",127 cv a 3600 rpm,19:1,,"14,3 kgfm/litro","32,6 kgfm a 1800 rpm",4,2135 mm,1200 kg,5099 mm,3200 mm,1998 mm,2100 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,Não informado,"Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 km,720 km,12 km/l,9 km/l,,
peugeot,Boxer,boxer,boxer-furgao-2-3-2014,boxer-furgao-2-3-2014,https://www.fichacompleta.com.br/carros/peugeot/boxer-furgao-2-3-2014,2026-06-17T21:51:35.669643,Peugeot Boxer Furgão 2.3 2014,22 s,150 km/h,Embreagem monodisco a seco,Manual,BE4/5,,Dianteira,Injeção direta,Turbocompressor,,4 em linha,Multijet F1A,Duplo no cabeçote,94 mm,88 mm,Transversal,Dianteiro,"15,43 kg/cv","60,1 kg/kgfm","55,5 cv/litro",127 cv,19:1,,"14,3 kgfm/litro","32,6 kgfm",4,2450 mm,1540 kg,5599 mm,3700 mm,1998 mm,1960 kg,12000 litros,80 litros,154 mm,Disco ventilado,Disco sólido,Hidráulica,,"Indep., McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,5,3600 rpm,1800 rpm,Não informado,,,,,,,Hidráulicos,,,,,,,,,,,,,,,Correia dentada,,,,,,572 cm³,2287 cm³,,,,,,,,,,,,,,,,880 km,720 km,11 km/l,9 km/l,,
peugeot,Boxer,boxer,boxer-van-2-3-16-lugares-2014,boxer-van-2-3-16-lugares-2014,https://www.fichacompleta.com.br/carros/peugeot/boxer-van-2-3-16-lugares-2014,2026-06-17T21:51:39.595499,Peugeot Boxer Van 2.3 16 Lugares 2014,20 s,156 km/h,Embreagem monodisco a seco,Manual,BE4/5,5,Dianteira,Injeção direta,Turbocompressor,2287 cm³,4 em linha,Multijet F1A,"Duplo no cabeçote, correia dentada",94 mm,88 mm,Transversal,Dianteiro,"16,5 kg/cv","64,4 kg/kgfm","55,5 cv/litro",127 cv a 3600 rpm,19:1,,"14,3 kgfm/litro","32,6 kgfm a 1800 rpm",4,2135 mm,1200 kg,5099 mm,3200 mm,1998 mm,2100 kg,150 litros,80 litros,144 mm,Disco ventilado,Disco sólido,Hidráulica,Não informado,"Independente, McPherson",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 km,720 km,12 km/l,9 km/l,,
