marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__altura_minima_do_solo,geral__angulo_de_entrada,geral__angulo_de_saida,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__travessia_de_agua,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__frenagem_1000_kmh,geral__cacamba,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__cilindrada_unitaria,geral__deslocamento,geral__quantidade_de_marchas,geral__diametro_minimo_de_giro,geral__potencia,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__tuchos,geral__variacao_do_comando,geral__acionam_do_comando,geral__capacidade_da_bateria,geral__potencia_combinada,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__codigo_do_cambio,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__viscosidade_do_oleo,geral__reboque_com_freio,geral__reboque_sem_freio,geral__pesopotencia_sistema,geral__rotacao_maxima,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima,geral__angulo_central,geral__portamalas_com_5_lugares,geral__portamalas_com_8_lugares,geral__rampa_maxima,geral__portamalas_5_lugares,geral__portamalas_8_lugares,geral__portamalas_7_lugares,geral__portamalas_com_7_lugares,geral__torque_combinado,geral__autonomia_eletrica,geral__potencia_de_recarga,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g
toyota,Corolla,corolla,corolla-xei-2-0-2014,corolla-xei-2-0-2014,https://www.fichacompleta.com.br/carros/toyota/corolla-xei-2-0-2014,2026-06-14T16:27:30.500918,Toyota Corolla XEi 2.0 2014,"10,6 s",193 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente","97,6 mm","80,5 mm",Transversal,Dianteiro,"8,4 kg/cv","62,1 kg/kgfm","77,0 cv/litro",153 cv (A) 142 cv (G) a 5800 rpm,12:1,,,"10,4 kgfm/litro","20,7 kgfm (A) 19,8 kgfm (G) a 4800 rpm",4,1480 mm,155 mm,,,,,,4540 mm,2600 mm,1760 mm,1285 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,4,"10,6 m",,,,,732 km,522 km,"12,2 km/l","8,7 km/l",,"2,21 m²","0,641 m²",,"0,29",Hidráulicos,Admissão e escape,,,,,,,,,,,,,564 km,402 km,"9,4 km/l","6,7 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-xli-1-8-2014,corolla-xli-1-8-2014,https://www.fichacompleta.com.br/carros/toyota/corolla-xli-1-8-2014,2026-06-14T16:27:35.350206,Toyota Corolla XLi 1.8 2014,"10,6 s",204 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,Duplo no cabeçote,"88,3 mm","80,5 mm",Transversal,Dianteiro,"8,8 kg/cv","68,3 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,3 kgfm/litro","18,6 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1480 mm,155 mm,,,,,,4540 mm,2600 mm,1760 mm,1270 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,6,"10,6 m",,,,,810 km,576 km,"13,5 km/l","9,6 km/l",,"2,21 m²","0,641 m²",,"0,29",,Admissão e escape,,,,,,,,,,,,,612 km,420 km,"10,2 km/l",7 km/l,,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-xli-1-8-at-2014,corolla-xli-1-8-at-2014,https://www.fichacompleta.com.br/carros/toyota/corolla-xli-1-8-at-2014,2026-06-14T16:27:38.277876,Toyota Corolla XLi 1.8 AT 2014,"11,3 s",190 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,Duplo no cabeçote,"88,3 mm","80,5 mm",Transversal,Dianteiro,"8,9 kg/cv","68,8 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,3 kgfm/litro","18,6 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1480 mm,155 mm,,,,,,4540 mm,2600 mm,1760 mm,1280 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,4,"10,6 m",,,,,798 km,630 km,"13,3 km/l","10,5 km/l",,"2,21 m²","0,641 m²",,"0,29",,Admissão e escape,,,,,,,,,,,,,546 km,426 km,"9,1 km/l","7,1 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-xrs-2-0-2014,corolla-xrs-2-0-2014,https://www.fichacompleta.com.br/carros/toyota/corolla-xrs-2-0-2014,2026-06-14T16:27:41.226270,Toyota Corolla XRS 2.0 2014,"11,6 s",193 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente","97,6 mm","80,5 mm",Transversal,Dianteiro,"8,4 kg/cv","62,1 kg/kgfm","77,0 cv/litro",153 cv (A) 142 cv (G) a 5800 rpm,12:1,,,"10,4 kgfm/litro","20,7 kgfm (A) 19,8 kgfm (G) a 4800 rpm",4,1480 mm,155 mm,,,,,,4540 mm,2600 mm,1760 mm,1285 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,4,"10,6 m",,,,,768 km,492 km,"12,8 km/l","8,2 km/l",,"2,21 m²","0,641 m²",,"0,29",Hidráulicos,Admissão e escape,,,,,,,,,,,,,606 km,402 km,"10,1 km/l","6,7 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-altis-2-0-2015,corolla-altis-2-0-2015,https://www.fichacompleta.com.br/carros/toyota/corolla-altis-2-0-2015,2026-06-14T16:27:43.661191,Toyota Corolla Altis 2.0 2015,"9,6 s",199 km/h,Conversor de torque,CVT,7,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"8,4 kg/cv","63,8 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5600 rpm,12:1,,,"10,2 kgfm/litro","20,3 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1295 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,5600 rpm,4800 rpm,,,7,"10,8 m",,,,,756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²","0,3","0,3",Hidráulicos,Admissão e escape,Corrente,,,,,,,,154 cv,143 cv,"20,3 kgfm","19,4 kgfm",528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-1-8-2015,corolla-gli-1-8-2015,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-1-8-2015,2026-06-14T16:27:47.386021,Toyota Corolla GLi 1.8 2015,"10,5 s",190 km/h,Embreagem monodisco a seco,Manual,6,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,Duplo no cabeçote,"88,3 mm","80,5 mm",Transversal,Dianteiro,"8,6 kg/cv","67,1 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1235 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,6000 rpm,4800 rpm,,,6,"10,8 m",,,,,792 km,642 km,"13,2 km/l","10,7 km/l",,"2,23 m²","0,669 m²","0,3","0,3",Hidráulicos,Admissão e escape,Corrente,,,,,,,,144 cv,139 cv,"18,4 kgfm","17,7 kgfm",546 km,438 km,"9,1 km/l","7,3 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-1-8-at-2015,corolla-gli-1-8-at-2015,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-1-8-at-2015,2026-06-14T16:27:50.003174,Toyota Corolla GLi 1.8 AT 2015,11 s,186 km/h,Conversor de torque,CVT,7,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,Duplo no cabeçote,"88,3 mm","80,5 mm",Transversal,Dianteiro,"8,8 kg/cv","68,5 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1260 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,6000 rpm,4800 rpm,,,7,"10,8 m",,,,,792 km,684 km,"13,2 km/l","11,4 km/l",,"2,23 m²","0,669 m²","0,3","0,3",Hidráulicos,Admissão e escape,Corrente,,,,,,,,144 cv,139 cv,"18,4 kgfm","17,7 kgfm",552 km,468 km,"9,2 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-xei-2-0-2015,corolla-xei-2-0-2015,https://www.fichacompleta.com.br/carros/toyota/corolla-xei-2-0-2015,2026-06-14T16:27:52.499930,Toyota Corolla XEi 2.0 2015,"9,6 s",199 km/h,Conversor de torque,CVT,7,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,Duplo no cabeçote,"97,6 mm","80,5 mm",Transversal,Dianteiro,"8,4 kg/cv","63,8 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5600 rpm,12:1,,,"10,2 kgfm/litro","20,3 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1295 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,5600 rpm,4800 rpm,,,7,"10,8 m",,,,,756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²","0,3","0,3",Hidráulicos,Admissão e escape,Corrente,,,,,,,,154 cv,143 cv,"20,3 kgfm","19,4 kgfm",528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-altis-2-0-2016,corolla-altis-2-0-2016,https://www.fichacompleta.com.br/carros/toyota/corolla-altis-2-0-2016,2026-06-14T16:27:55.694711,Toyota Corolla Altis 2.0 2016,"9,6 s",199 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"8,4 kg/cv","63,8 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5600 rpm,12:1,,,"10,2 kgfm/litro","20,3 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1295 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,"97,6 mm","80,5 mm",756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²",,"0,3",Hidráulicos,Admissão e escape,,,,,,,,,,,,,528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-1-8-2016,corolla-gli-1-8-2016,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-1-8-2016,2026-06-14T16:27:58.346270,Toyota Corolla GLi 1.8 2016,"10,5 s",190 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,"Duplo no cabeçote, corrente","88,3 mm","80,5 mm",Transversal,Dianteiro,"8,6 kg/cv","67,1 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1235 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,6,"10,8 m",,,,,792 km,642 km,"13,2 km/l","10,7 km/l",,"2,23 m²","0,669 m²",,"0,3",,Admissão e escape,,,,,,,,,,,,,546 km,438 km,"9,1 km/l","7,3 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-1-8-at-2016,corolla-gli-1-8-at-2016,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-1-8-at-2016,2026-06-14T16:28:01.004450,Toyota Corolla GLi 1.8 AT 2016,11 s,186 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,"Duplo no cabeçote, corrente","88,3 mm","80,5 mm",Transversal,Dianteiro,"8,8 kg/cv","68,5 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1260 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,792 km,684 km,"13,2 km/l","11,4 km/l",,"2,23 m²","0,669 m²",,"0,3",,Admissão e escape,,,,,,,,,,,,,552 km,468 km,"9,2 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-upper-1-8-2016,corolla-gli-upper-1-8-2016,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-upper-1-8-2016,2026-06-14T16:28:03.861864,Toyota Corolla GLi Upper 1.8 2016,11 s,186 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"8,8 kg/cv","68,5 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1260 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,"88,3 mm","80,5 mm",792 km,684 km,"13,2 km/l","11,4 km/l",,"2,23 m²","0,669 m²",,"0,3",,Admissão e escape,,,,,,,,,,,,,552 km,468 km,"9,2 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-xei-2-0-2016,corolla-xei-2-0-2016,https://www.fichacompleta.com.br/carros/toyota/corolla-xei-2-0-2016,2026-06-14T16:28:07.974002,Toyota Corolla XEi 2.0 2016,"9,6 s",199 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente","97,6 mm","80,5 mm",Transversal,Dianteiro,"8,4 kg/cv","63,8 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5600 rpm,12:1,,,"10,2 kgfm/litro","20,3 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1295 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²",,"0,3",Hidráulicos,Admissão e escape,,,,,,,,,,,,,528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-altis-2-0-2017,corolla-altis-2-0-2017,https://www.fichacompleta.com.br/carros/toyota/corolla-altis-2-0-2017,2026-06-14T16:28:11.000842,Toyota Corolla Altis 2.0 2017,"9,6 s",199 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente","97,6 mm","80,5 mm",Transversal,Dianteiro,"8,6 kg/cv","65,0 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5600 rpm,12:1,,,"10,2 kgfm/litro","20,3 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1320 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²",,"0,3",Hidráulicos,Admissão e escape,,,,,,,,,,,,,528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-dynamic-2-0-2017,corolla-dynamic-2-0-2017,https://www.fichacompleta.com.br/carros/toyota/corolla-dynamic-2-0-2017,2026-06-14T16:28:15.482331,Toyota Corolla Dynamic 2.0 2017,"9,6 s",199 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente","97,6 mm","80,5 mm",Transversal,Dianteiro,"8,5 kg/cv","64,8 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5600 rpm,12:1,,,"10,2 kgfm/litro","20,3 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1315 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²",,"0,3",Hidráulicos,Admissão e escape,,,,,,,,,,,,,528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-1-8-2017,corolla-gli-1-8-2017,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-1-8-2017,2026-06-14T16:28:20.355625,Toyota Corolla GLi 1.8 2017,"10,5 s",190 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,"Duplo no cabeçote, corrente","88,3 mm","80,5 mm",Transversal,Dianteiro,"8,7 kg/cv","68,2 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1255 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,6,"10,8 m",,,,,792 km,642 km,"13,2 km/l","10,7 km/l",,"2,23 m²","0,669 m²",,"0,3",,Admissão e escape,,,,,,,,,,,,,546 km,438 km,"9,1 km/l","7,3 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-1-8-at-2017,corolla-gli-1-8-at-2017,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-1-8-at-2017,2026-06-14T16:28:23.982071,Toyota Corolla GLi 1.8 AT 2017,11 s,186 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,"Duplo no cabeçote, corrente","88,3 mm","80,5 mm",Transversal,Dianteiro,"8,9 kg/cv","69,6 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1280 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,792 km,684 km,"13,2 km/l","11,4 km/l",,"2,23 m²","0,669 m²",,"0,3",,Admissão e escape,,,,,,,,,,,,,552 km,468 km,"9,2 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-upper-1-8-2017,corolla-gli-upper-1-8-2017,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-upper-1-8-2017,2026-06-14T16:28:27.194258,Toyota Corolla GLi Upper 1.8 2017,11 s,186 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,"Duplo no cabeçote, corrente","88,3 mm","80,5 mm",Transversal,Dianteiro,"8,9 kg/cv","69,8 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1285 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,792 km,684 km,"13,2 km/l","11,4 km/l",,"2,23 m²","0,669 m²",,"0,3",,Admissão e escape,,,,,,,,,,,,,552 km,468 km,"9,2 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-gli-upper-black-1-8-2017,corolla-gli-upper-black-1-8-2017,https://www.fichacompleta.com.br/carros/toyota/corolla-gli-upper-black-1-8-2017,2026-06-14T16:28:30.484024,Toyota Corolla GLi Upper Black 1.8 2017,11 s,186 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1798 cm³,4 em linha,2ZR-FBE,"Duplo no cabeçote, corrente","88,3 mm","80,5 mm",Transversal,Dianteiro,"8,9 kg/cv","69,8 kg/kgfm","80,1 cv/litro",144 cv (A) 139 cv (G) a 6000 rpm,12:1,,,"10,2 kgfm/litro","18,4 kgfm (A) 17,7 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1285 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,792 km,684 km,"13,2 km/l","11,4 km/l",,"2,23 m²","0,669 m²",,"0,3",,Admissão e escape,,,,,,,,,,,,,552 km,468 km,"9,2 km/l","7,8 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-xei-2-0-2017,corolla-xei-2-0-2017,https://www.fichacompleta.com.br/carros/toyota/corolla-xei-2-0-2017,2026-06-14T16:28:35.242285,Toyota Corolla XEi 2.0 2017,"9,6 s",199 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente","97,6 mm","80,5 mm",Transversal,Dianteiro,"8,5 kg/cv","64,8 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5600 rpm,12:1,,,"10,2 kgfm/litro","20,3 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1315 kg,470 litros,60 litros,,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²",,"0,3",Hidráulicos,Admissão e escape,,,,,,,,,,,,,528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
toyota,Corolla,corolla,corolla-altis-2-0-2018,corolla-altis-2-0-2018,https://www.fichacompleta.com.br/carros/toyota/corolla-altis-2-0-2018,2026-06-14T16:28:38.062072,Toyota Corolla Altis 2.0 2018,"9,6 s",199 km/h,Conversor de torque,CVT,,Dianteira,Injeção multiponto,Natural,1986 cm³,4 em linha,3ZR-FBE,"Duplo no cabeçote, corrente","97,6 mm","80,5 mm",Transversal,Dianteiro,"8,7 kg/cv","64,5 kg/kgfm","77,5 cv/litro",154 cv (A) 143 cv (G) a 5800 rpm,12:1,,,"10,4 kgfm/litro","20,7 kgfm (A) 19,4 kgfm (G) a 4800 rpm",4,1475 mm,155 mm,,,1519 mm,1521 mm,375 kg,4620 mm,2700 mm,1775 mm,1335 kg,470 litros,60 litros,,108 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,7,"10,8 m",,,,,756 km,636 km,"12,6 km/l","10,6 km/l",,"2,23 m²","0,669 m²",,"0,3",Hidráulicos,Admissão e escape,,,,,,,,,,,,,528 km,432 km,"8,8 km/l","7,2 km/l",,,,,,,,,,,,,,,,,,,,,,
