marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__variacao_do_comando,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__reboque_com_freio,geral__reboque_sem_freio,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__estepe,geral__regime_potencia_max,geral__regime_torque_max,geral__cilindrada_unitaria,geral__deslocamento,geral__rotacao_maxima,geral__tuchos,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__potencia,geral__torque,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__autonomia_eletrica,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__veloc_max_modo_elet,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__potencia_de_recarga,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__autonomia,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__frenagem_1000_kmh,geral__inclinacao_lateral_max,geral__rampa_maxima,geral__travessia_de_agua,geral__inclinacao_lateral_maxima,geral__velocidade_maxima_em_modo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_6_lugares
bmw,640i,640i,640i-gran-coupe-3-0-turbo-2014,640i-gran-coupe-3-0-turbo-2014,https://www.fichacompleta.com.br/carros/bmw/640i-gran-coupe-3-0-turbo-2014,2026-06-18T15:41:12.078520,Bmw 640i Gran Coupé 3.0 Turbo 2014,"5,4 s",250 km/h,,Injeção direta,Turbocompressor,2979 cm³,6 em linha,N55B30,"Duplo no cabeçote, corrente","89,6 mm",84 mm,Longitudinal,Dianteiro,"5,5 kg/cv","38,1 kg/kgfm","107,4 cv/litro",320 cv a 6000 rpm,"10,2:1",,,"15,4 kgfm/litro","45,9 kgfm a 1300 rpm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,,8,Traseira,1392 mm,1600 mm,1665 mm,610 kg,5007 mm,2968 mm,1894 mm,1750 kg,460 litros,,,70 litros,98 mm,Disco ventilado,Disco ventilado,"2,24 m²","0,650 m²",,"0,29",Eletro-hidráulica,,12 m,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",749 km,406 km,"10,7 km/l","5,8 km/l",126 mm,,,,,,7000 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,640i,640i,640i-gran-coupe-3-0-turbo-2015,640i-gran-coupe-3-0-turbo-2015,https://www.fichacompleta.com.br/carros/bmw/640i-gran-coupe-3-0-turbo-2015,2026-06-18T15:41:15.168866,Bmw 640i Gran Coupé 3.0 Turbo 2015,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,2979 cm³,6 em linha,N55B30,Duplo no cabeçote,"89,6 mm",84 mm,Longitudinal,Dianteiro,"5,5 kg/cv","38,1 kg/kgfm","107,4 cv/litro",320 cv,"10,2:1",6000 rpm,1300 rpm,"15,4 kgfm/litro","45,9 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,8,Traseira,1392 mm,1600 mm,1665 mm,610 kg,5007 mm,2968 mm,1894 mm,1750 kg,460 litros,,,70 litros,98 mm,Disco ventilado,Disco ventilado,"2,24 m²","0,650 m²","0,29","0,29",Eletro-hidráulica,12 m,12 m,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",707 km,560 km,"10,1 km/l",8 km/l,126 mm,,,,,,7000 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,640i,640i,640i-gran-coupe-3-0-2016,640i-gran-coupe-3-0-2016,https://www.fichacompleta.com.br/carros/bmw/640i-gran-coupe-3-0-2016,2026-06-18T15:41:19.978731,Bmw 640i Gran Coupé 3.0 2016,"5,4 s",250 km/h,Corrente,Injeção direta,Turbocompressor,,6 em linha,N55B30,Duplo no cabeçote,"89,6 mm",84 mm,Longitudinal,Dianteiro,"5,47 kg/cv","38,1 kg/kgfm","107,4 cv/litro",320 cv,"10,2:1",,,"15,4 kgfm/litro","45,9 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Traseira,1392 mm,1600 mm,1665 mm,610 kg,5007 mm,2968 mm,1894 mm,1750 kg,460 litros,,,70 litros,98 mm,Disco ventilado,Disco ventilado,"2,24 m²","0,650 m²","0,29",,Eletro-hidráulica,12 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",707 km,560 km,"10,1 km/l",8 km/l,126 mm,,6000 rpm,1300 rpm,497 cm³,2979 cm³,7000 rpm,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,650i,650i,650i-gran-coupe-4-4-v8-biturbo-2013,650i-gran-coupe-4-4-v8-biturbo-2013,https://www.fichacompleta.com.br/carros/bmw/650i-gran-coupe-4-4-v8-biturbo-2013,2026-06-18T15:42:07.457011,Bmw 650i Gran Coupé 4.4 V8 biturbo 2013,"4,6 s",250 km/h,,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,"Duplo no cabeçote, corrente","88,3 mm",89 mm,Longitudinal,Dianteiro,"4,1 kg/cv","28,1 kg/kgfm","102,4 cv/litro",450 cv a 5500 rpm,10:1,,,"15,1 kgfm/litro","66,3 kgfm a 2000 rpm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,,8,Traseira,1392 mm,1600 mm,1665 mm,600 kg,5007 mm,2968 mm,1894 mm,1865 kg,460 litros,,,70 litros,96 mm,Disco ventilado,Disco ventilado,"2,24 m²","0,650 m²",,"0,29",Eletro-hidráulica,,12 m,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",546 km,336 km,"7,8 km/l","4,8 km/l",126 mm,,,,,,7000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,650i,650i,650i-gran-coupe-4-4-v8-biturbo-2014,650i-gran-coupe-4-4-v8-biturbo-2014,https://www.fichacompleta.com.br/carros/bmw/650i-gran-coupe-4-4-v8-biturbo-2014,2026-06-18T15:42:11.359108,Bmw 650i Gran Coupé 4.4 V8 biturbo 2014,"4,6 s",250 km/h,,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,"Duplo no cabeçote, corrente","88,3 mm",89 mm,Longitudinal,Dianteiro,"4,1 kg/cv","28,1 kg/kgfm","102,4 cv/litro",450 cv a 5500 rpm,10:1,,,"15,1 kgfm/litro","66,3 kgfm a 2000 rpm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,,8,Traseira,1392 mm,1600 mm,1665 mm,600 kg,5007 mm,2968 mm,1894 mm,1865 kg,460 litros,,,70 litros,96 mm,Disco ventilado,Disco ventilado,"2,24 m²","0,650 m²",,"0,29",Eletro-hidráulica,,12 m,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",546 km,336 km,"7,8 km/l","4,8 km/l",126 mm,,,,,,7000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,650i,650i,650i-gran-coupe-4-4-v8-biturbo-2015,650i-gran-coupe-4-4-v8-biturbo-2015,https://www.fichacompleta.com.br/carros/bmw/650i-gran-coupe-4-4-v8-biturbo-2015,2026-06-18T15:42:15.009127,Bmw 650i Gran Coupé 4.4 V8 biturbo 2015,"4,6 s",250 km/h,,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,"Duplo no cabeçote, corrente","88,3 mm",89 mm,Longitudinal,Dianteiro,"4,1 kg/cv","28,1 kg/kgfm","102,4 cv/litro",450 cv a 5500 rpm,10:1,,,"15,1 kgfm/litro","66,3 kgfm a 2000 rpm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,,8,Traseira,1392 mm,1600 mm,1665 mm,600 kg,5007 mm,2968 mm,1894 mm,1865 kg,460 litros,,,70 litros,96 mm,Disco ventilado,Disco ventilado,"2,24 m²","0,650 m²",,"0,29",Eletro-hidráulica,,12 m,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",546 km,336 km,"7,8 km/l","4,8 km/l",126 mm,,,,,,7000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,650i,650i,650i-gran-coupe-4-4-v8-biturbo-2016,650i-gran-coupe-4-4-v8-biturbo-2016,https://www.fichacompleta.com.br/carros/bmw/650i-gran-coupe-4-4-v8-biturbo-2016,2026-06-18T15:42:19.691889,Bmw 650i Gran Coupé 4.4 V8 biturbo 2016,"4,6 s",250 km/h,,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44TU,"Duplo no cabeçote, corrente","88,3 mm",89 mm,Longitudinal,Dianteiro,"4,1 kg/cv","28,1 kg/kgfm","102,4 cv/litro",450 cv a 5500 rpm,10:1,,,"15,1 kgfm/litro","66,3 kgfm a 2000 rpm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,,8,Traseira,1392 mm,1600 mm,1665 mm,600 kg,5007 mm,2968 mm,1894 mm,1865 kg,460 litros,,,70 litros,96 mm,Disco ventilado,Disco ventilado,"2,24 m²","0,650 m²",,"0,29",Eletro-hidráulica,,12 m,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",546 km,336 km,"7,8 km/l","4,8 km/l",126 mm,,,,,,7000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,650i Coupe,650i-coupe,650i-coupe-4-8-v8-2010,650i-coupe-4-8-v8-2010,https://www.fichacompleta.com.br/carros/bmw/650i-coupe-4-8-v8-2010,2026-06-18T15:42:52.697378,Bmw 650i Coupe 4.8 V8 2010,"5,2 s",250 km/h,,Injeção multiponto,Natural,4799 cm³,8 em V,N62B48,Duplo no cabeçote,"88,3 mm",93 mm,Longitudinal,Dianteiro,"4,5 kg/cv","33,0 kg/kgfm","76,5 cv/litro",367 cv,"10,5:1",,,"10,4 kgfm/litro",50 kgfm,4,,Conversor de torque,Automático,ZF 6HP,6,,Traseira,1374 mm,1558 mm,1596 mm,450 kg,4820 mm,2780 mm,1855 mm,1650 kg,450 litros,,,70 litros,98 mm,Disco ventilado,Disco ventilado,"2,17 m²","0,651 m²","0,3",,Eletro-hidráulica,"11,4 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",630 km,329 km,9 km/l,"4,7 km/l",,,6300 rpm,3400 rpm,,,6500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,650i Coupe,650i-coupe,650i-coupe-4-4-v8-biturbo-2012,650i-coupe-4-4-v8-biturbo-2012,https://www.fichacompleta.com.br/carros/bmw/650i-coupe-4-4-v8-biturbo-2012,2026-06-18T15:42:56.798435,Bmw 650i Coupe 4.4 V8 biturbo 2012,"4,9 s",250 km/h,Corrente,Injeção direta,Turbocompressor,4395 cm³,8 em V,N63B44,Duplo no cabeçote,"88,3 mm",89 mm,Longitudinal,Dianteiro,"4,3 kg/cv","28,9 kg/kgfm","92,6 cv/litro",407 cv,10:1,5500 rpm,1750 rpm,"13,9 kgfm/litro","61,2 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,8,Traseira,1369 mm,1600 mm,1657 mm,380 kg,4894 mm,2855 mm,1894 mm,1770 kg,460 litros,,,70 litros,96 mm,Disco ventilado,Disco ventilado,"2,23 m²","0,691 m²","0,31","0,31",Eletro-hidráulica,"11,7 m","11,7 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",665 km,336 km,"9,5 km/l","4,8 km/l",124 mm,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,740i,740i,740i-4-4-v8-1996,740i-4-4-v8-1996,https://www.fichacompleta.com.br/carros/bmw/740i-4-4-v8-1996,2026-06-18T15:43:36.572500,Bmw 740i 4.4 V8 1996,7 s,250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,M62B44,Duplo no cabeçote,,,Longitudinal,Dianteiro,"6,4 kg/cv","42,8 kg/kgfm","65,0 cv/litro",286 cv a 5700 rpm,10:1,,,"9,7 kgfm/litro","42,8 kgfm a 3900 rpm",4,,Conversor de torque,Automático,ZF 5HP,,5,Traseira,1435 mm,1552 mm,1568 mm,535 kg,4984 mm,2930 mm,1862 mm,1830 kg,500 litros,,,85 litros,141 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²",,"0,3",Hidráulica,,"11,6 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",595 km,383 km,7 km/l,"4,5 km/l",,,,,,,6100 rpm,,"82,7 mm",92 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,740i,740i,740i-4-4-v8-1997,740i-4-4-v8-1997,https://www.fichacompleta.com.br/carros/bmw/740i-4-4-v8-1997,2026-06-18T15:43:39.317391,Bmw 740i 4.4 V8 1997,7 s,250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,M62B44,Duplo no cabeçote,"82,7 mm",92 mm,Longitudinal,Dianteiro,"6,4 kg/cv","42,8 kg/kgfm","65,0 cv/litro",,10:1,5700 rpm,3900 rpm,"9,7 kgfm/litro",,4,,Conversor de torque,Automático,ZF 5HP,5,,Traseira,1435 mm,1552 mm,1568 mm,535 kg,4984 mm,2930 mm,1862 mm,1830 kg,500 litros,,,85 litros,141 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",,Hidráulica,"11,6 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",595 km,383 km,7 km/l,"4,5 km/l",,,,,,,6100 rpm,,,,,,,,,,,,286 cv,"42,8 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,740i,740i,740i-4-4-v8-1998,740i-4-4-v8-1998,https://www.fichacompleta.com.br/carros/bmw/740i-4-4-v8-1998,2026-06-18T15:43:42.833151,Bmw 740i 4.4 V8 1998,7 s,250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,M62B44,Duplo no cabeçote,"82,7 mm",92 mm,Longitudinal,Dianteiro,"6,4 kg/cv","42,8 kg/kgfm","65,0 cv/litro",,10:1,5700 rpm,3900 rpm,"9,7 kgfm/litro",,4,,Conversor de torque,Automático,ZF 5HP,5,,Traseira,1435 mm,1552 mm,1568 mm,535 kg,4984 mm,2930 mm,1862 mm,1830 kg,500 litros,,,85 litros,141 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",,Hidráulica,"11,6 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",595 km,383 km,7 km/l,"4,5 km/l",,,,,,,6100 rpm,,,,,,,,,,,,286 cv,"42,8 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,740i,740i,740i-4-4-v8-1999,740i-4-4-v8-1999,https://www.fichacompleta.com.br/carros/bmw/740i-4-4-v8-1999,2026-06-18T15:43:46.726276,Bmw 740i 4.4 V8 1999,7 s,250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,M62TUB44,Duplo no cabeçote,"82,7 mm",92 mm,Longitudinal,Dianteiro,"6,5 kg/cv","41,2 kg/kgfm","65,0 cv/litro",,10:1,5400 rpm,3600 rpm,"10,2 kgfm/litro",,4,Admissão,Conversor de torque,Automático,ZF 5HP,5,,Traseira,1435 mm,1552 mm,1568 mm,535 kg,4984 mm,2930 mm,1862 mm,1850 kg,500 litros,,,85 litros,141 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",,Hidráulica,"11,6 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",595 km,383 km,7 km/l,"4,5 km/l",,,,,,,,,,,,,,,,,,,286 cv,"44,9 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,740i,740i,740i-4-4-v8-2000,740i-4-4-v8-2000,https://www.fichacompleta.com.br/carros/bmw/740i-4-4-v8-2000,2026-06-18T15:43:51.509470,Bmw 740i 4.4 V8 2000,7 s,250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,M62TUB44,Duplo no cabeçote,"82,7 mm",92 mm,Longitudinal,Dianteiro,"6,5 kg/cv","41,2 kg/kgfm","65,0 cv/litro",286 cv a 5400 rpm,10:1,,,"10,2 kgfm/litro","44,9 kgfm a 3600 rpm",4,Admissão,Conversor de torque,Automático,ZF 5HP,,5,Traseira,1435 mm,1552 mm,1568 mm,535 kg,4984 mm,2930 mm,1862 mm,1850 kg,500 litros,,,85 litros,141 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²",,"0,3",Hidráulica,,"11,6 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",595 km,383 km,7 km/l,"4,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,740i,740i,740i-4-4-v8-2001,740i-4-4-v8-2001,https://www.fichacompleta.com.br/carros/bmw/740i-4-4-v8-2001,2026-06-18T15:43:54.807236,Bmw 740i 4.4 V8 2001,7 s,250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,M62TUB44,Duplo no cabeçote,"82,7 mm",92 mm,Longitudinal,Dianteiro,"6,5 kg/cv","41,2 kg/kgfm","65,0 cv/litro",,10:1,5400 rpm,3600 rpm,"10,2 kgfm/litro",,4,Admissão,Conversor de torque,Automático,ZF 5HP,5,,Traseira,1435 mm,1552 mm,1568 mm,535 kg,4984 mm,2930 mm,1862 mm,1850 kg,500 litros,,,85 litros,141 mm,Disco ventilado,Disco sólido,"2,27 m²","0,681 m²","0,3",,Hidráulica,"11,6 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",595 km,383 km,7 km/l,"4,5 km/l",,,,,,,,,,,,,,,,,,,286 cv,"44,9 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,745e,745e,745e-l-m-sport-3-0-2020,745e-l-m-sport-3-0-2020,https://www.fichacompleta.com.br/carros/bmw/745e-l-m-sport-3-0-2020,2026-06-18T15:44:15.081618,Bmw 745e L M Sport 3.0 2020,"5,3 s",250 km/h,Corrente,Injeção direta,Turbocompressor,2998 cm³,6 em linha,,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"7,1 kg/cv","44,3 kg/kgfm","95,4 cv/litro",286 cv,11:1,,,"15,3 kgfm/litro","45,9 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Traseira,1479 mm,1611 mm,1640 mm,635 kg,5260 mm,3210 mm,1902 mm,2035 kg,420 litros,,,46 litros,96 mm,Disco ventilado,Disco ventilado,"2,41 m²","0,651 m²","0,27",,Eletro-hidráulica,"12,8 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., braços sobrepostos",,,,,135 mm,,5000 rpm,1500 rpm,,,,,,,,,,,,,,,113 cv (dianteiro),27 kgfm (dianteiro),,,,,51 km,12 kWh,"15,4 kWh/100 km",394 cv,"61,2 kgfm",140 km/h,1132 km,1003 km,"24,6 km/l","21,8 km/l",,,,,,,,,,,,,,,,,,,,,,
bmw,745e,745e,745e-l-m-sport-3-0-2021,745e-l-m-sport-3-0-2021,https://www.fichacompleta.com.br/carros/bmw/745e-l-m-sport-3-0-2021,2026-06-18T15:44:18.156706,Bmw 745e L M Sport 3.0 2021,"5,3 s",250 km/h,Corrente,Injeção direta,Turbocompressor,2998 cm³,6 em linha,,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"7,1 kg/cv","44,3 kg/kgfm","95,4 cv/litro",286 cv,11:1,,,"15,3 kgfm/litro","45,9 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Traseira,1479 mm,1611 mm,1640 mm,635 kg,5260 mm,3210 mm,1902 mm,2035 kg,420 litros,,,46 litros,96 mm,Disco ventilado,Disco ventilado,"2,41 m²","0,651 m²","0,27",,Eletro-hidráulica,"12,8 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., braços sobrepostos",,,,,135 mm,,5000 rpm,1500 rpm,,,,,,,,,,,,,,,113 cv (dianteiro),27 kgfm (dianteiro),,,,,51 km,12 kWh,"15,4 kWh/100 km",394 cv,"61,2 kgfm",140 km/h,1012 km,911 km,22 km/l,"19,8 km/l",,,,,,,,,,,,,,,,,,,,,,
bmw,745e,745e,745e-l-m-sport-dark-edition-3-0-2021,745e-l-m-sport-dark-edition-3-0-2021,https://www.fichacompleta.com.br/carros/bmw/745e-l-m-sport-dark-edition-3-0-2021,2026-06-18T15:44:23.054411,Bmw 745e L M Sport Dark Edition 3.0 2021,"5,3 s",250 km/h,Corrente,Injeção direta,Turbocompressor,2998 cm³,6 em linha,,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"7,1 kg/cv","44,3 kg/kgfm","95,4 cv/litro",286 cv,11:1,,,"15,3 kgfm/litro","45,9 kgfm",4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Traseira,1479 mm,1611 mm,1640 mm,635 kg,5260 mm,3210 mm,1902 mm,2035 kg,420 litros,,,46 litros,96 mm,Disco ventilado,Disco ventilado,"2,41 m²","0,651 m²","0,27",,Eletro-hidráulica,"12,8 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., braços sobrepostos",,,,,135 mm,,5000 rpm,1500 rpm,,,,,,,,,,,,,,,113 cv (dianteiro),27 kgfm (dianteiro),,,,,51 km,12 kWh,"15,4 kWh/100 km",394 cv,"61,2 kgfm",140 km/h,1012 km,911 km,22 km/l,"19,8 km/l",,,,,,,,,,,,,,,,,,,,,,
bmw,745e,745e,745e-l-m-sport-3-0-2022,745e-l-m-sport-3-0-2022,https://www.fichacompleta.com.br/carros/bmw/745e-l-m-sport-3-0-2022,2026-06-18T15:44:26.799875,Bmw 745e L M Sport 3.0 2022,"5,3 s",250 km/h,Corrente,Injeção direta,Turbocompressor,2998 cm³,6 em linha,,Duplo no cabeçote,"94,6 mm",82 mm,Longitudinal,Dianteiro,"7,1 kg/cv","44,3 kg/kgfm","95,4 cv/litro",,11:1,5000 rpm,1500 rpm,"15,3 kgfm/litro",,4,Admissão e escape,Conversor de torque,Automático,ZF 8HP,8,,Traseira,1479 mm,1611 mm,1640 mm,635 kg,5260 mm,3210 mm,1902 mm,2035 kg,420 litros,,,46 litros,96 mm,Disco ventilado,Disco ventilado,"2,41 m²","0,651 m²","0,27",,Eletro-hidráulica,"12,8 m",,"Indep., braços sobrepostos",Mola pneumática,"Indep., braços sobrepostos",,,,,135 mm,,,,,,,,,,,,,,,,,,113 cv (dianteiro),27 kgfm (dianteiro),,,,,51 km,12 kWh,"15,4 kWh/100 km",394 cv,"61,2 kgfm",140 km/h,1012 km,911 km,22 km/l,"19,8 km/l",,,,,,,,,,,,,,,,,,,,,,
bmw,745i,745i,745i-4-4-v8-2002,745i-4-4-v8-2002,https://www.fichacompleta.com.br/carros/bmw/745i-4-4-v8-2002,2026-06-18T15:44:45.544329,Bmw 745i 4.4 V8 2002,"6,3 s",250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,,Duplo no cabeçote,"82,7 mm",92 mm,Longitudinal,Dianteiro,"5,8 kg/cv","42,4 kg/kgfm","75,7 cv/litro",333 cv,"10,5:1",,,"10,4 kgfm/litro","45,9 kgfm",4,,Conversor de torque,Automático,,6,,Traseira,1492 mm,1586 mm,1590 mm,580 kg,5029 mm,2990 mm,1902 mm,1945 kg,500 litros,,,88 litros,135 mm,Disco ventilado,Disco ventilado,"2,41 m²","0,699 m²","0,29",,Hidráulica,"12,1 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",642 km,378 km,"7,3 km/l","4,3 km/l",,,6100 rpm,3600 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,745i,745i,745i-4-4-v8-2003,745i-4-4-v8-2003,https://www.fichacompleta.com.br/carros/bmw/745i-4-4-v8-2003,2026-06-18T15:44:49.010429,Bmw 745i 4.4 V8 2003,"6,3 s",250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,,Duplo no cabeçote,"82,7 mm",92 mm,Longitudinal,Dianteiro,"5,8 kg/cv","42,4 kg/kgfm","75,7 cv/litro",333 cv,"10,5:1",6100 rpm,3600 rpm,"10,4 kgfm/litro","45,9 kgfm",4,,Conversor de torque,Automático,,6,6,Traseira,1492 mm,1586 mm,1590 mm,580 kg,5029 mm,2990 mm,1902 mm,1945 kg,500 litros,,,88 litros,135 mm,Disco ventilado,Disco ventilado,"2,41 m²","0,699 m²","0,29","0,29",Hidráulica,"12,1 m","12,1 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",642 km,378 km,"7,3 km/l","4,3 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmw,745i,745i,745i-4-4-v8-2004,745i-4-4-v8-2004,https://www.fichacompleta.com.br/carros/bmw/745i-4-4-v8-2004,2026-06-18T15:44:52.070120,Bmw 745i 4.4 V8 2004,"6,3 s",250 km/h,,Injeção multiponto,Natural,4398 cm³,8 em V,,Duplo no cabeçote,,,Longitudinal,Dianteiro,"5,8 kg/cv","42,4 kg/kgfm","75,7 cv/litro",333 cv a 6100 rpm,"10,5:1",,,"10,4 kgfm/litro","45,9 kgfm a 3600 rpm",4,,Conversor de torque,Automático,,,6,Traseira,1492 mm,1586 mm,1590 mm,580 kg,5029 mm,2990 mm,1902 mm,1945 kg,500 litros,,,88 litros,135 mm,Disco ventilado,Disco ventilado,"2,41 m²","0,699 m²",,"0,29",Hidráulica,,"12,1 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",642 km,378 km,"7,3 km/l","4,3 km/l",,,,,,,,,"82,7 mm",92 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
