marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia,geral__potencia_especifica,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__torque_especifico,geral__tuchos,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia_maxima,geral__torque_maximo,geral__quantidade_de_marchas,geral__carga_util,geral__coeficiente_de_arrasto_cx,geral__diametro_minimo_de_giro,geral__regime_potencia_max,geral__regime_torque_max,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__altura_minima_do_solo,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__rotacao_maxima,geral__torque_maximo_a,geral__torque_maximo_g,geral__variacao_do_comando,geral__viscosidade_do_oleo,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__codigo_do_cambio,geral__angulo_central,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_de_recarga,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__consumo_eletrico,geral__cacamba
renault,Sandero,sandero,sandero-stepway-1-6-16v-easyr-2020,sandero-stepway-1-6-16v-easyr-2020,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-1-6-16v-easyr-2020,2026-06-15T21:00:33.643531,Renault Sandero Stepway 1.6 16V EasyR 2020,"11,3 s",177 km/h,Corrente,Injeção multiponto,Natural,,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,38 kg/cv","69,2 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Automatizado,5,Dianteira,1559 mm,,,4066 mm,2590 mm,1761 mm,1107 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,640 km,590 km,"12,8 km/l","11,8 km/l",,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,,399 cm³,1597 cm³,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,10W-40 ³,,,440 km,405 km,"8,8 km/l","8,1 km/l",JS3,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-dynamique-1-6-16v-2020,sandero-stepway-dynamique-1-6-16v-2020,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-dynamique-1-6-16v-2020,2026-06-15T21:00:37.399276,Renault Sandero Stepway Dynamique 1.6 16V 2020,"10,1 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,3 kg/cv","68,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1559 mm,,,4066 mm,2590 mm,1761 mm,1102 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,605 km,600 km,"12,1 km/l",12 km/l,,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,425 km,415 km,"8,5 km/l","8,3 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-dynamique-1-6-16v-easyr-2020,sandero-stepway-dynamique-1-6-16v-easyr-2020,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-dynamique-1-6-16v-easyr-2020,2026-06-15T21:00:42.325974,Renault Sandero Stepway Dynamique 1.6 16V EasyR 2020,"11,3 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,4 kg/cv","69,2 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Automatizado,5,Dianteira,1559 mm,,,4066 mm,2590 mm,1761 mm,1107 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,,,,Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,600 km,575 km,12 km/l,"11,5 km/l",,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,385 km,"8,3 km/l","7,7 km/l",JS3,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-iconic-1-6-16v-at-2020,sandero-stepway-iconic-1-6-16v-at-2020,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-iconic-1-6-16v-at-2020,2026-06-15T21:00:45.003725,Renault Sandero Stepway Iconic 1.6 16V AT 2020,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1630 mm,,,4070 mm,2590 mm,1730 mm,1151 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,4 m²","0,960 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,600 km,575 km,12 km/l,"11,5 km/l",,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,385 km,"8,3 km/l","7,7 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-intense-1-6-16v-at-2020,sandero-stepway-intense-1-6-16v-at-2020,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-intense-1-6-16v-at-2020,2026-06-15T21:00:49.836487,Renault Sandero Stepway Intense 1.6 16V AT 2020,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1630 mm,,,4070 mm,2590 mm,1730 mm,1151 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,4 m²","0,960 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,600 km,575 km,12 km/l,"11,5 km/l",,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,385 km,"8,3 km/l","7,7 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-zen-1-6-16v-2020,sandero-stepway-zen-1-6-16v-2020,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-zen-1-6-16v-2020,2026-06-15T21:00:54.398788,Renault Sandero Stepway Zen 1.6 16V 2020,"10,1 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,3 kg/cv","68,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1630 mm,,,4070 mm,2590 mm,1730 mm,1102 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,4 m²","0,960 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,605 km,600 km,"12,1 km/l",12 km/l,,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,425 km,415 km,"8,5 km/l","8,3 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-zen-1-0-12v-2020,sandero-zen-1-0-12v-2020,https://www.fichacompleta.com.br/carros/renault/sandero-zen-1-0-12v-2020,2026-06-15T21:00:57.531308,Renault Sandero Zen 1.0 12V 2020,"13,2 s",163 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1536 mm,,,4070 mm,2590 mm,1733 mm,1035 kg,320 litros,50 litros,120 mm,Disco ventilado,Tambor,"2,26 m²","0,678 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,705 km,710 km,"14,1 km/l","14,2 km/l",,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,480 km,475 km,"9,6 km/l","9,5 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-zen-1-6-16v-2020,sandero-zen-1-6-16v-2020,https://www.fichacompleta.com.br/carros/renault/sandero-zen-1-6-16v-2020,2026-06-15T21:01:01.063832,Renault Sandero Zen 1.6 16V 2020,"9,9 s",185 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,1 kg/cv","66,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1536 mm,,,4070 mm,2590 mm,1733 mm,1070 kg,320 litros,50 litros,120 mm,Disco ventilado,Tambor,"2,26 m²","0,678 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,670 km,640 km,"13,4 km/l","12,8 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,140 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,460 km,430 km,"9,2 km/l","8,6 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-zen-1-6-16v-at-2020,sandero-zen-1-6-16v-at-2020,https://www.fichacompleta.com.br/carros/renault/sandero-zen-1-6-16v-at-2020,2026-06-15T21:01:05.013789,Renault Sandero Zen 1.6 16V AT 2020,11 s,177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,7 kg/cv","71,3 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4070 mm,2590 mm,1733 mm,1140 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,640 km,590 km,"12,8 km/l","11,8 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,440 km,405 km,"8,8 km/l","8,1 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-gt-line-1-0-12v-2021,sandero-gt-line-1-0-12v-2021,https://www.fichacompleta.com.br/carros/renault/sandero-gt-line-1-0-12v-2021,2026-06-15T21:01:09.224300,Renault Sandero GT Line 1.0 12V 2021,"13,2 s",163 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1536 mm,,,4070 mm,2590 mm,1733 mm,1035 kg,320 litros,50 litros,120 mm,Disco ventilado,Tambor,"2,26 m²","0,678 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,695 km,665 km,"13,9 km/l","13,3 km/l",,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,480 km,450 km,"9,6 km/l",9 km/l,,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-gt-line-1-6-16v-at-2021,sandero-gt-line-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/sandero-gt-line-1-6-16v-at-2021,2026-06-15T21:01:13.821304,Renault Sandero GT Line 1.6 16V AT 2021,11 s,177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,7 kg/cv","71,3 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4070 mm,2590 mm,1733 mm,1140 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,540 km,"11,8 km/l","10,8 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,370 km,"8,3 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-gt-line-1-6-16v-at-2021-flex,sandero-gt-line-1-6-16v-at-2021-flex,https://www.fichacompleta.com.br/carros/renault/sandero-gt-line-1-6-16v-at-2021-flex,2026-06-15T21:01:17.433658,Renault Sandero GT Line 1.6 16V AT 2021,11 s,177 km/h,Corrente,Injeção multiponto,Natural,,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,66 kg/cv","71,3 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4070 mm,2590 mm,1733 mm,1140 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,540 km,"11,8 km/l","10,8 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,399 cm³,1597 cm³,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,370 km,"8,3 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-intense-1-6-16v-at-2021,sandero-intense-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/sandero-intense-1-6-16v-at-2021,2026-06-15T21:01:20.757262,Renault Sandero Intense 1.6 16V AT 2021,11 s,177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,7 kg/cv","71,3 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4070 mm,2590 mm,1733 mm,1140 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,540 km,"11,8 km/l","10,8 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,370 km,"8,3 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-life-1-0-12v-2021,sandero-life-1-0-12v-2021,https://www.fichacompleta.com.br/carros/renault/sandero-life-1-0-12v-2021,2026-06-15T21:01:24.495204,Renault Sandero Life 1.0 12V 2021,"13,2 s",163 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,5 kg/cv","97,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1536 mm,,,4070 mm,2590 mm,1733 mm,1025 kg,320 litros,50 litros,120 mm,Disco ventilado,Tambor,"2,26 m²","0,678 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,705 km,665 km,"14,1 km/l","13,3 km/l",,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,485 km,455 km,"9,7 km/l","9,1 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-rs-2-0-2021,sandero-rs-2-0-2021,https://www.fichacompleta.com.br/carros/renault/sandero-rs-2-0-2021,2026-06-15T21:01:28.329308,Renault Sandero RS 2.0 2021,8 s,202 km/h,Correia dentada,Injeção multiponto,Natural,1998 cm³,4 em linha,F4R,Duplo no cabeçote,93 mm,"82,7 mm",Transversal,Dianteiro,"7,9 kg/cv","56,5 kg/kgfm",,"75,1 cv/litro","11,2:1",,,,"10,5 kgfm/litro",Hidráulicos,4,Embreagem monodisco a seco,Manual,6,Dianteira,1499 mm,,,4070 mm,2590 mm,1733 mm,1181 kg,320 litros,50 litros,92 mm,Disco ventilado,Disco sólido,"2,21 m²","0,774 m²","0,35",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,555 km,495 km,"11,1 km/l","9,9 km/l",,,,458 kg,,,5750 rpm,4000 rpm,,,,,,,114 mm,,,150 cv,145 cv,6500 rpm,"20,9 kgfm","20,2 kgfm",Admissão,,,,385 km,345 km,"7,7 km/l","6,9 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-iconic-1-6-16v-at-2021,sandero-stepway-iconic-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-iconic-1-6-16v-at-2021,2026-06-15T21:01:31.722521,Renault Sandero Stepway Iconic 1.6 16V AT 2021,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1630 mm,,,4070 mm,2590 mm,1730 mm,1151 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,4 m²","0,960 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,540 km,"11,8 km/l","10,8 km/l",,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,410 km,360 km,"8,2 km/l","7,2 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-intense-1-6-16v-at-2021,sandero-stepway-intense-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-intense-1-6-16v-at-2021,2026-06-15T21:01:34.564645,Renault Sandero Stepway Intense 1.6 16V AT 2021,"11,2 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,8 kg/cv","71,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1630 mm,,,4070 mm,2590 mm,1730 mm,1151 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,4 m²","0,960 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,540 km,"11,8 km/l","10,8 km/l",,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,410 km,360 km,"8,2 km/l","7,2 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-stepway-zen-1-6-16v-2021,sandero-stepway-zen-1-6-16v-2021,https://www.fichacompleta.com.br/carros/renault/sandero-stepway-zen-1-6-16v-2021,2026-06-15T21:01:39.114326,Renault Sandero Stepway Zen 1.6 16V 2021,"10,1 s",177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,3 kg/cv","68,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1630 mm,,,4070 mm,2590 mm,1730 mm,1102 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,4 m²","0,960 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,540 km,"11,8 km/l","10,8 km/l",,,,458 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,370 km,"8,3 km/l","7,4 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-zen-1-0-12v-2021,sandero-zen-1-0-12v-2021,https://www.fichacompleta.com.br/carros/renault/sandero-zen-1-0-12v-2021,2026-06-15T21:01:41.700151,Renault Sandero Zen 1.0 12V 2021,"13,2 s",163 km/h,Corrente,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,Duplo no cabeçote,"84,1 mm",71 mm,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1536 mm,,,4070 mm,2590 mm,1733 mm,1035 kg,320 litros,50 litros,120 mm,Disco ventilado,Tambor,"2,26 m²","0,678 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,695 km,665 km,"13,9 km/l","13,3 km/l",,,,447 kg,,,6300 rpm,3500 rpm,,,,,,,140 mm,,,82 cv,79 cv,6500 rpm,"10,5 kgfm","10,2 kgfm",Admissão e escape,,,,480 km,450 km,"9,6 km/l",9 km/l,,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-zen-1-6-16v-2021,sandero-zen-1-6-16v-2021,https://www.fichacompleta.com.br/carros/renault/sandero-zen-1-6-16v-2021,2026-06-15T21:01:44.640097,Renault Sandero Zen 1.6 16V 2021,"9,9 s",185 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,1 kg/cv","66,9 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,5,Dianteira,1536 mm,,,4070 mm,2590 mm,1733 mm,1070 kg,320 litros,50 litros,120 mm,Disco ventilado,Tambor,"2,26 m²","0,678 m²","0,3",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,655 km,600 km,"13,1 km/l",12 km/l,,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,140 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,455 km,430 km,"9,1 km/l","8,6 km/l",,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-zen-1-6-16v-at-2021,sandero-zen-1-6-16v-at-2021,https://www.fichacompleta.com.br/carros/renault/sandero-zen-1-6-16v-at-2021,2026-06-15T21:01:49.006405,Renault Sandero Zen 1.6 16V AT 2021,11 s,177 km/h,Corrente,Injeção multiponto,Natural,1597 cm³,4 em linha,H4M,Duplo no cabeçote,"83,6 mm",78 mm,Transversal,Dianteiro,"9,7 kg/cv","71,3 kg/kgfm",,"73,9 cv/litro","10,7:1",,,,"10,0 kgfm/litro",Mecânicos,4,Conversor de torque,CVT,6,Dianteira,1570 mm,,,4070 mm,2590 mm,1733 mm,1140 kg,320 litros,50 litros,113 mm,Disco ventilado,Tambor,"2,31 m²","0,924 m²","0,4",Eletro-hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,590 km,540 km,"11,8 km/l","10,8 km/l",,,,446 kg,,,5500 rpm,4000 rpm,,,,,,,185 mm,,,118 cv,115 cv,6300 rpm,16 kgfm,16 kgfm,Admissão,,,,415 km,370 km,"8,3 km/l","7,4 km/l",Jatco X-Tronic,,,,,,185/65 R15,,,,,,,,,,,
renault,Sandero,sandero,sandero-gt-line-1-0-12v-2022,sandero-gt-line-1-0-12v-2022,https://www.fichacompleta.com.br/carros/renault/sandero-gt-line-1-0-12v-2022,2026-06-15T21:01:52.416808,Renault Sandero GT Line 1.0 12V 2022,"13,2 s",163 km/h,,Injeção multiponto,Natural,999 cm³,3 em linha,B4D,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"12,6 kg/cv","98,6 kg/kgfm",,"82,1 cv/litro",12:1,,,,"10,5 kgfm/litro",Mecânicos,4,Embreagem monodisco a seco,Manual,,Dianteira,1536 mm,,,4070 mm,2590 mm,1733 mm,1035 kg,320 litros,50 litros,120 mm,Disco ventilado,Tambor,"2,26 m²","0,678 m²",,Eletro-hidráulica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,705 km,710 km,"14,1 km/l","14,2 km/l",82 cv (A) 79 cv (G) a 6300 rpm,"10,5 kgfm (A) 10,2 kgfm (G) a 3500 rpm",5,447 kg,"0,3","10,6 m",,,"84,1 mm",71 mm,,,,,140 mm,,,,,6500 rpm,,,Admissão e escape,,,,480 km,475 km,"9,6 km/l","9,5 km/l",,,,,,,185/65 R15,,,,,,,,,,,
