marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__quantidade_de_marchas,geral__diametro_minimo_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__reboque_com_freio,geral__cilindrada_unitaria,geral__deslocamento,geral__reboque_sem_freio,geral__acionam_do_comando,geral__viscosidade_do_oleo,geral__variacao_do_comando,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__codigo_do_cambio,geral__estepe,geral__tuchos,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_8_lugares,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_combinada,geral__potencia_de_recarga,geral__torque_combinado,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__veloc_max_modo_elet,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano
kia,Bongo,bongo,bongo-k2700-2-7-cd-2005,bongo-k2700-2-7-cd-2005,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2005,2026-06-18T12:03:14.056487,Kia Bongo K2700 2.7 CD 2005,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,84 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,1120 kg,,2665 cm³,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2005,bongo-k2700-2-7-cs-2005,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2005,2026-06-18T12:03:18.122759,Kia Bongo K2700 2.7 CS 2005,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,72 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,2665 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cd-2006,bongo-k2700-2-7-cd-2006,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2006,2026-06-18T12:03:22.377008,Kia Bongo K2700 2.7 CD 2006,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,84 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,1120 kg,,2665 cm³,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2006,bongo-k2700-2-7-cs-2006,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2006,2026-06-18T12:03:25.664429,Kia Bongo K2700 2.7 CS 2006,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,72 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,2665 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cd-2007,bongo-k2700-2-7-cd-2007,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2007,2026-06-18T12:03:29.040772,Kia Bongo K2700 2.7 CD 2007,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,84 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,1120 kg,,2665 cm³,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2007,bongo-k2700-2-7-cs-2007,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2007,2026-06-18T12:03:31.644524,Kia Bongo K2700 2.7 CS 2007,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,72 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,2665 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2008,bongo-k2500-2-5-turbo-2008,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2008,2026-06-18T12:03:34.070563,Kia Bongo K2500 2.5 Turbo 2008,20 s,140 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Turbocompressor,2476 cm³,4 em linha,,Único no cabeçote,,,Longitudinal,Dianteiro,"19,0 kg/cv","79,9 kg/kgfm","38,0 cv/litro",,"20,5:1",,,"9,0 kgfm/litro",,2,1972 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1790 kg,1812 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,,,94 cv,3800 rpm,2000 rpm,"22,4 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cd-2008,bongo-k2700-2-7-cd-2008,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2008,2026-06-18T12:03:37.933943,Kia Bongo K2700 2.7 CD 2008,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,84 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,1120 kg,,2665 cm³,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2008,bongo-k2700-2-7-cs-2008,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2008,2026-06-18T12:03:41.439189,Kia Bongo K2700 2.7 CS 2008,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,72 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,2665 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2009,bongo-k2500-2-5-turbo-2009,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2009,2026-06-18T12:03:44.872187,Kia Bongo K2500 2.5 Turbo 2009,20 s,140 km/h,,Manual,,Traseira,Injeção indireta,Turbocompressor,2476 cm³,4 em linha,,Único no cabeçote,,,Transversal,Dianteiro,"19,0 kg/cv","79,9 kg/kgfm","38,0 cv/litro",94 cv a 3800 rpm,"20,5:1",,,"9,0 kgfm/litro","22,4 kgfm a 2000 rpm",2,1972 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1790 kg,1812 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,5,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cd-2009,bongo-k2700-2-7-cd-2009,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2009,2026-06-18T12:03:48.127999,Kia Bongo K2700 2.7 CD 2009,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,84 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,1120 kg,,2665 cm³,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2009,bongo-k2700-2-7-cs-2009,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2009,2026-06-18T12:03:50.985046,Kia Bongo K2700 2.7 CS 2009,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,72 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,2665 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2010,bongo-k2500-2-5-turbo-2010,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2010,2026-06-18T12:03:55.453915,Kia Bongo K2500 2.5 Turbo 2010,20 s,140 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Turbocompressor,2476 cm³,4 em linha,,Único no cabeçote,,,Longitudinal,Dianteiro,"19,0 kg/cv","79,9 kg/kgfm","38,0 cv/litro",94 cv,"20,5:1",3800 rpm,2000 rpm,"9,0 kgfm/litro","22,4 kgfm",2,1972 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1790 kg,1812 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cd-2010,bongo-k2700-2-7-cd-2010,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2010,2026-06-18T12:03:58.055780,Kia Bongo K2700 2.7 CD 2010,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,2665 cm³,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,8 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,1120 kg,,,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2010,bongo-k2700-2-7-cs-2010,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2010,2026-06-18T12:04:01.722211,Kia Bongo K2700 2.7 CS 2010,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,2665 cm³,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,7 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2011,bongo-k2500-2-5-turbo-2011,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2011,2026-06-18T12:04:04.782023,Kia Bongo K2500 2.5 Turbo 2011,20 s,140 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Turbocompressor,2476 cm³,4 em linha,,Único no cabeçote,,,Longitudinal,Dianteiro,"19,0 kg/cv","79,9 kg/kgfm","38,0 cv/litro",94 cv,"20,5:1",3800 rpm,2000 rpm,"9,0 kgfm/litro","22,4 kgfm",2,1972 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1790 kg,1812 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cd-2011,bongo-k2700-2-7-cd-2011,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2011,2026-06-18T12:04:09.667023,Kia Bongo K2700 2.7 CD 2011,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,2665 cm³,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,8 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,1120 kg,,,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2011,bongo-k2700-2-7-cs-2011,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2011,2026-06-18T12:04:13.345801,Kia Bongo K2700 2.7 CS 2011,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,2665 cm³,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,7 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",4150 rpm,2400 rpm,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2012,bongo-k2500-2-5-turbo-2012,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2012,2026-06-18T12:04:17.980196,Kia Bongo K2500 2.5 Turbo 2012,20 s,140 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Turbocompressor,2476 cm³,4 em linha,,Único no cabeçote,,,Longitudinal,Dianteiro,"19,0 kg/cv","79,9 kg/kgfm","38,0 cv/litro",94 cv,"20,5:1",,,"9,0 kgfm/litro","22,4 kgfm",2,1972 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1790 kg,1812 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,5,10 m,,3800 rpm,2000 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cd-2012,bongo-k2700-2-7-cd-2012,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cd-2012,2026-06-18T12:04:21.053194,Kia Bongo K2700 2.7 CD 2012,23 s,135 km/h,Embreagem monodisco a seco,Manual,,Integral temporária,Injeção indireta,Natural,2665 cm³,4 em linha,,no bloco,,,Transversal,Dianteiro,"20,8 kg/cv","98,9 kg/kgfm","31,1 cv/litro",83 cv a 4150 rpm,"21,5:1",,,"6,6 kgfm/litro","17,5 kgfm a 2400 rpm",2,2090 mm,203 mm,1505 mm,1460 mm,1530 kg,4805 mm,2415 mm,1740 mm,1730 kg,1250 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,5,10 m,,,,,,,1120 kg,,,420 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2700-2-7-cs-2012,bongo-k2700-2-7-cs-2012,https://www.fichacompleta.com.br/carros/kia/bongo-k2700-2-7-cs-2012,2026-06-18T12:04:24.338306,Kia Bongo K2700 2.7 CS 2012,23 s,135 km/h,Embreagem monodisco a seco,Manual,5,Traseira,Injeção indireta,Natural,2665 cm³,4 em linha,,Único no bloco,,,Longitudinal,Dianteiro,"20,7 kg/cv","98,3 kg/kgfm","31,1 cv/litro",83 cv,"21,5:1",,,"6,6 kgfm/litro","17,5 kgfm",2,1970 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1720 kg,1626 litros,60 litros,156 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,600 km,420 km,10 km/l,7 km/l,5,10 m,,4150 rpm,2400 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2013,bongo-k2500-2-5-turbo-2013,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2013,2026-06-18T12:04:26.944705,Kia Bongo K2500 2.5 Turbo 2013,19 s,140 km/h,Embreagem monodisco a seco,Manual,,Traseira,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,,,Longitudinal,Dianteiro,"14,3 kg/cv","71,6 kg/kgfm","52,3 cv/litro","130,5 cv a 3800 rpm","16,4:1",,,"10,4 kgfm/litro",26 kgfm a 1500 rpm,4,1995 mm,203 mm,1490 mm,1460 mm,1812 kg,4825 mm,2415 mm,1740 mm,1862 kg,1812 litros,60 litros,137 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,6,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2014,bongo-k2500-2-5-turbo-2014,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2014,2026-06-18T12:04:30.977771,Kia Bongo K2500 2.5 Turbo 2014,19 s,140 km/h,Embreagem monodisco a seco,Manual,6,Traseira,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,,,Longitudinal,Dianteiro,"14,3 kg/cv","71,6 kg/kgfm","52,3 cv/litro",130.F cv,"16,4:1",,,"10,4 kgfm/litro",26 kgfm,4,1995 mm,203 mm,1490 mm,1460 mm,1812 kg,4825 mm,2415 mm,1740 mm,1862 kg,1812 litros,60 litros,137 mm,Disco ventilado,Tambor,Hidráulica,10 m,"Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,6,10 m,,3800 rpm,1500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2015,bongo-k2500-2-5-turbo-2015,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2015,2026-06-18T12:04:35.135652,Kia Bongo K2500 2.5 Turbo 2015,19 s,140 km/h,Embreagem monodisco a seco,Manual,,Traseira,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,"93,5 mm",82 mm,Longitudinal,Dianteiro,"14,3 kg/cv","71,6 kg/kgfm","52,3 cv/litro","130,5 cv a 3800 rpm","16,4:1",,,"10,4 kgfm/litro",26 kgfm a 1500 rpm,4,1995 mm,203 mm,1490 mm,1460 mm,1812 kg,4825 mm,2415 mm,1740 mm,1862 kg,1812 litros,60 litros,137 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,6,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Bongo,bongo,bongo-k2500-2-5-turbo-2016,bongo-k2500-2-5-turbo-2016,https://www.fichacompleta.com.br/carros/kia/bongo-k2500-2-5-turbo-2016,2026-06-18T12:04:38.206754,Kia Bongo K2500 2.5 Turbo 2016,19 s,140 km/h,Embreagem monodisco a seco,Manual,,Traseira,Injeção direta,Turbocompressor,2497 cm³,4 em linha,,Duplo no cabeçote,"93,5 mm",82 mm,Longitudinal,Dianteiro,"14,3 kg/cv","71,6 kg/kgfm","52,3 cv/litro","130,5 cv a 3800 rpm","16,4:1",,,"10,4 kgfm/litro",26 kgfm a 1500 rpm,4,1995 mm,203 mm,1490 mm,1460 mm,1812 kg,4825 mm,2415 mm,1740 mm,1862 kg,1812 litros,60 litros,137 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,660 km,480 km,11 km/l,8 km/l,6,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
