marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__tuchos,geral__valvulas_por_cilindro,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__cilindrada_unitaria,geral__deslocamento,geral__regime_potencia_max,geral__regime_torque_max,geral__viscosidade_do_oleo,geral__marchas,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__diametro_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__coef_de_arrasto_cx,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__variacao_do_comando,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__reboque_sem_freio,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__reboque_com_freio,geral__travessia_de_agua,geral__inclinacao_lateral_max,geral__rampa_maxima
fiat,Strada,strada,strada-adventure-1-8-ce-2007,strada-adventure-1-8-ce-2007,https://www.fichacompleta.com.br/carros/fiat/strada-adventure-1-8-ce-2007,2026-06-15T14:04:14.486236,Fiat Strada Adventure 1.8 CE 2007,"10,2 s",182 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,"Único no cabeçote, correia dentada","88,2 mm","80,5 mm",Transversal,Dianteiro,"9,9 kg/cv","61,1 kg/kgfm","63,5 cv/litro",114 cv (A) 112 cv (G) a 5500 rpm,"10,5:1","10,3 kgfm/litro","18,5 kgfm (A) 17,8 kgfm (G) a 2800 rpm",,2,1564 mm,685 kg,4444 mm,2718 mm,1664 mm,1130 kg,800 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,11 m,"Independente, McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",170 mm,,,,,,,,1425 mm,1390 mm,,,,,,,447 km,360 km,"7,7 km/l","6,2 km/l",,,,,,,,,,,,,175/80 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-4-ce-2007,strada-trekking-1-4-ce-2007,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-4-ce-2007,2026-06-15T14:04:17.201598,Fiat Strada Trekking 1.4 CE 2007,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"13,0 kg/cv","84,8 kg/kgfm","59,2 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1544 mm,685 kg,4400 mm,2718 mm,1665 mm,1051 kg,,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,621 km,14 km/l,"10,7 km/l",,Correia dentada,,,5500 rpm,2250 rpm,,5,1425 mm,1390 mm,800 litros,11 m,,,,,626 km,476 km,"10,8 km/l","8,2 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,1200 kg,,,
fiat,Strada,strada,strada-trekking-1-4-cs-2007,strada-trekking-1-4-cs-2007,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-4-cs-2007,2026-06-15T14:04:20.223183,Fiat Strada Trekking 1.4 CS 2007,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,7 kg/cv","83,1 kg/kgfm","59,2 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1525 mm,705 kg,4444 mm,2718 mm,1664 mm,1031 kg,,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,539 km,14 km/l,"9,3 km/l",,Correia dentada,,,5500 rpm,2250 rpm,,5,1425 mm,1390 mm,1100 litros,11 m,,,,,539 km,418 km,"9,3 km/l","7,2 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,1200 kg,,,
fiat,Strada,strada,strada-trekking-1-8-ce-2007,strada-trekking-1-8-ce-2007,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-8-ce-2007,2026-06-15T14:04:23.205048,Fiat Strada Trekking 1.8 CE 2007,"9,8 s",182 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"9,6 kg/cv","58,9 kg/kgfm","63,5 cv/litro",,"10,5:1","10,3 kgfm/litro",,,2,1559 mm,685 kg,4444 mm,2718 mm,1664 mm,1090 kg,,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",,Correia dentada,,,5500 rpm,2800 rpm,,5,1425 mm,1390 mm,800 litros,11 m,,,,,447 km,354 km,"7,7 km/l","6,1 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,175/80 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-8-cs-2007,strada-trekking-1-8-cs-2007,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-8-cs-2007,2026-06-15T14:04:25.986560,Fiat Strada Trekking 1.8 CS 2007,"9,7 s",183 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"9,4 kg/cv","57,8 kg/kgfm","63,5 cv/litro",,"10,5:1","10,3 kgfm/litro",,,2,1525 mm,705 kg,4444 mm,2718 mm,1664 mm,1070 kg,,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",170 mm,Correia dentada,,,5500 rpm,2800 rpm,,5,1425 mm,1390 mm,1100 litros,11 m,,,,,447 km,354 km,"7,7 km/l","6,1 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,175/80 R14,,,,500 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-1-4-ce-2008,strada-1-4-ce-2008,https://www.fichacompleta.com.br/carros/fiat/strada-1-4-ce-2008,2026-06-15T14:04:28.818412,Fiat Strada 1.4 CE 2008,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"13,0 kg/cv","84,8 kg/kgfm","59,2 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1544 mm,685 kg,4400 mm,2718 mm,1665 mm,1051 kg,,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,621 km,14 km/l,"10,7 km/l",,Correia dentada,,,5500 rpm,2250 rpm,,5,1425 mm,1390 mm,800 litros,11 m,,,,,626 km,476 km,"10,8 km/l","8,2 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,1200 kg,,,
fiat,Strada,strada,strada-1-4-cs-2008,strada-1-4-cs-2008,https://www.fichacompleta.com.br/carros/fiat/strada-1-4-cs-2008,2026-06-15T14:04:33.487020,Fiat Strada 1.4 CS 2008,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,7 kg/cv","83,1 kg/kgfm","59,2 cv/litro",81 cv (A) 80 cv (G) a 5500 rpm,"10,35:1","9,1 kgfm/litro","12,4 kgfm (A) 12,2 kgfm (G) a 2250 rpm",Mecânicos,2,1505 mm,705 kg,4400 mm,2718 mm,1664 mm,1031 kg,1100 litros,58 litros,123 mm,Disco ventilado,Tambor,Não assistida,11 m,"Independente, McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,539 km,14 km/l,"9,3 km/l",,,,,,,,,1425 mm,1390 mm,,,,,,,539 km,418 km,"9,3 km/l","7,2 km/l",,,,,,,,,,,,,175/70 R14,,,,500 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-adventure-1-8-ce-2008,strada-adventure-1-8-ce-2008,https://www.fichacompleta.com.br/carros/fiat/strada-adventure-1-8-ce-2008,2026-06-15T14:04:35.958764,Fiat Strada Adventure 1.8 CE 2008,"10,2 s",182 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"9,9 kg/cv","61,1 kg/kgfm","63,5 cv/litro",,"10,5:1","10,3 kgfm/litro",,,2,1564 mm,685 kg,4444 mm,2718 mm,1664 mm,1130 kg,,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",170 mm,Correia dentada,,,5500 rpm,2800 rpm,,5,1425 mm,1390 mm,800 litros,11 m,,,,,447 km,360 km,"7,7 km/l","6,2 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,175/80 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-4-ce-2008,strada-trekking-1-4-ce-2008,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-4-ce-2008,2026-06-15T14:04:39.223455,Fiat Strada Trekking 1.4 CE 2008,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"13,0 kg/cv","84,8 kg/kgfm","59,2 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1544 mm,685 kg,4400 mm,2718 mm,1665 mm,1051 kg,,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,621 km,14 km/l,"10,7 km/l",,Correia dentada,,,5500 rpm,2250 rpm,,5,1425 mm,1390 mm,800 litros,11 m,,,,,626 km,476 km,"10,8 km/l","8,2 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,1200 kg,,,
fiat,Strada,strada,strada-trekking-1-4-cs-2008,strada-trekking-1-4-cs-2008,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-4-cs-2008,2026-06-15T14:04:42.375773,Fiat Strada Trekking 1.4 CS 2008,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,7 kg/cv","83,1 kg/kgfm","59,2 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1525 mm,705 kg,4444 mm,2718 mm,1664 mm,1031 kg,,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,539 km,14 km/l,"9,3 km/l",,Correia dentada,,,,,,5,1425 mm,1390 mm,1100 litros,11 m,,5500 rpm,2250 rpm,,539 km,418 km,"9,3 km/l","7,2 km/l",,,,,,,,,,,,,175/70 R14,,,,400 kg,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-8-ce-2008,strada-trekking-1-8-ce-2008,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-8-ce-2008,2026-06-15T14:04:45.487331,Fiat Strada Trekking 1.8 CE 2008,"9,8 s",182 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"9,6 kg/cv","58,9 kg/kgfm","63,5 cv/litro",,"10,5:1","10,3 kgfm/litro",,,2,1559 mm,685 kg,4444 mm,2718 mm,1664 mm,1090 kg,,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",,Correia dentada,,,5500 rpm,2800 rpm,,5,1425 mm,1390 mm,800 litros,11 m,,,,,447 km,354 km,"7,7 km/l","6,1 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,175/80 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-8-cs-2008,strada-trekking-1-8-cs-2008,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-8-cs-2008,2026-06-15T14:04:48.868490,Fiat Strada Trekking 1.8 CS 2008,"9,7 s",183 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"9,4 kg/cv","57,8 kg/kgfm","63,5 cv/litro",,"10,5:1","10,3 kgfm/litro",,,2,1525 mm,705 kg,4444 mm,2718 mm,1664 mm,1070 kg,,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",170 mm,Correia dentada,,,5500 rpm,2800 rpm,,5,1425 mm,1390 mm,1100 litros,11 m,,,,,447 km,354 km,"7,7 km/l","6,1 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,175/80 R14,,,,500 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-1-4-ce-2009,strada-1-4-ce-2009,https://www.fichacompleta.com.br/carros/fiat/strada-1-4-ce-2009,2026-06-15T14:04:51.838904,Fiat Strada 1.4 CE 2009,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"13,0 kg/cv","84,8 kg/kgfm","59,2 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1544 mm,685 kg,4400 mm,2718 mm,1665 mm,1051 kg,,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,621 km,14 km/l,"10,7 km/l",,Correia dentada,,,5500 rpm,2250 rpm,,5,1425 mm,1390 mm,800 litros,11 m,,,,,626 km,476 km,"10,8 km/l","8,2 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,1200 kg,,,
fiat,Strada,strada,strada-1-4-cs-2009,strada-1-4-cs-2009,https://www.fichacompleta.com.br/carros/fiat/strada-1-4-cs-2009,2026-06-15T14:04:55.705402,Fiat Strada 1.4 CS 2009,"12,8 s",162 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,7 kg/cv","83,1 kg/kgfm","59,2 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1505 mm,705 kg,4400 mm,2718 mm,1664 mm,1031 kg,,58 litros,123 mm,Disco ventilado,Tambor,Não assistida,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,539 km,14 km/l,"9,3 km/l",,Correia dentada,,,5500 rpm,2250 rpm,,5,1425 mm,1390 mm,1100 litros,11 m,,,,,539 km,418 km,"9,3 km/l","7,2 km/l",,,,,,,,81 cv,80 cv,"12,4 kgfm","12,2 kgfm",,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,1200 kg,,,
fiat,Strada,strada,strada-adventure-1-8-ce-2009,strada-adventure-1-8-ce-2009,https://www.fichacompleta.com.br/carros/fiat/strada-adventure-1-8-ce-2009,2026-06-15T14:05:00.305170,Fiat Strada Adventure 1.8 CE 2009,"11,1 s",175 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,2 kg/cv","62,7 kg/kgfm","63,5 cv/litro",114 cv (A) 112 cv (G) a 5500 rpm,"10,5:1","10,3 kgfm/litro","18,5 kgfm (A) 17,8 kgfm (G) a 2800 rpm",,2,1648 mm,685 kg,4457 mm,2753 mm,1740 mm,1160 kg,830 litros,58 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"11,3 m","Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",200 mm,Correia dentada,,,,,,5,1469 mm,1430 mm,830 litros,"11,3 m",,5500 rpm,2800 rpm,,447 km,360 km,"7,7 km/l","6,2 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,205/70 R15,,,,400 kg,,26 graus,31 graus,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-4-ce-2009,strada-trekking-1-4-ce-2009,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-4-ce-2009,2026-06-15T14:05:03.660791,Fiat Strada Trekking 1.4 CE 2009,"12,5 s",164 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,5 kg/cv","85,7 kg/kgfm","62,9 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1559 mm,685 kg,4409 mm,2718 mm,1664 mm,1071 kg,,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,650 km,597 km,"11,2 km/l","10,3 km/l",165 mm,Correia dentada,,,5750 rpm,3500 rpm,,5,1425 mm,1390 mm,800 litros,"10,7 m",,,,,441 km,406 km,"7,6 km/l",7 km/l,,,,,,,,86 cv,85 cv,"12,5 kgfm","12,4 kgfm",,175/70 R14,,,,400 kg,16 graus,24 graus,28 graus,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-4-cs-2009,strada-trekking-1-4-cs-2009,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-4-cs-2009,2026-06-15T14:05:06.986609,Fiat Strada Trekking 1.4 CS 2009,"12,5 s",164 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,2 kg/cv","84,1 kg/kgfm","62,9 cv/litro",86 cv (A) 85 cv (G) a 5750 rpm,"10,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1525 mm,705 kg,4409 mm,2718 mm,1664 mm,1051 kg,1100 litros,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,"10,7 m","Independente, McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,539 km,14 km/l,"9,3 km/l",165 mm,,,,,,,,1425 mm,1390 mm,,,,,,,539 km,418 km,"9,3 km/l","7,2 km/l",,,,,,,,,,,,,175/70 R14,,,,400 kg,,24 graus,28 graus,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-8-ce-2009,strada-trekking-1-8-ce-2009,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-8-ce-2009,2026-06-15T14:05:10.197411,Fiat Strada Trekking 1.8 CE 2009,"11,1 s",175 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,2 kg/cv","62,7 kg/kgfm","63,5 cv/litro",,"10,5:1","10,3 kgfm/litro",,,2,1648 mm,685 kg,4457 mm,2753 mm,1740 mm,1160 kg,,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,638 km,510 km,11 km/l,"8,8 km/l",200 mm,Correia dentada,,,5500 rpm,2800 rpm,,5,1469 mm,1430 mm,830 litros,"11,3 m",,,,,447 km,360 km,"7,7 km/l","6,2 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,175/80 R14,,,,400 kg,,26 graus,31 graus,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-trekking-1-8-cs-2009,strada-trekking-1-8-cs-2009,https://www.fichacompleta.com.br/carros/fiat/strada-trekking-1-8-cs-2009,2026-06-15T14:05:14.887139,Fiat Strada Trekking 1.8 CS 2009,"11,8 s",175 km/h,Embreagem monodisco a seco,Manual,C510,,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"9,5 kg/cv","58,4 kg/kgfm","63,5 cv/litro",,"10,5:1","10,3 kgfm/litro",,,2,1525 mm,705 kg,4409 mm,2718 mm,1664 mm,1080 kg,,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,632 km,493 km,"10,9 km/l","8,5 km/l",165 mm,Correia dentada,,,5500 rpm,2800 rpm,,5,1425 mm,1390 mm,1100 litros,"10,7 m",,,,,435 km,342 km,"7,5 km/l","5,9 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,175/80 R14,,,,400 kg,,24 graus,28 graus,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-1-4-ce-2010,strada-1-4-ce-2010,https://www.fichacompleta.com.br/carros/fiat/strada-1-4-ce-2010,2026-06-15T14:05:19.092110,Fiat Strada 1.4 CE 2010,"12,4 s",164 km/h,Embreagem monodisco a seco,Manual,C513,5,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,"Único no cabeçote, correia dentada",84 mm,72 mm,Transversal,Dianteiro,"12,2 kg/cv","84,1 kg/kgfm","62,9 cv/litro",86 cv (A) 85 cv (G) a 5750 rpm,"10,35:1","9,1 kgfm/litro","12,5 kgfm (A) 12,4 kgfm (G) a 3500 rpm",Mecânicos,2,1559 mm,685 kg,4444 mm,2718 mm,1664 mm,1051 kg,800 litros,58 litros,123 mm,Disco ventilado,Tambor,Hidráulica,11 m,"Independente, McPherson",Mola parabólica de lâmina única,Eixo rígido,650 km,597 km,"11,2 km/l","10,3 km/l",,,,,,,,,1425 mm,1390 mm,,,,,,,441 km,365 km,"7,6 km/l","6,3 km/l",,,,,,,,,,,,,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-1-4-cs-2010,strada-1-4-cs-2010,https://www.fichacompleta.com.br/carros/fiat/strada-1-4-cs-2010,2026-06-15T14:05:23.474148,Fiat Strada 1.4 CS 2010,"12,4 s",164 km/h,Embreagem monodisco a seco,Manual,C513,,Dianteira,Injeção multiponto,Natural,1368 cm³,4 em linha,Fire,Único no cabeçote,84 mm,72 mm,Transversal,Dianteiro,"12,0 kg/cv","82,5 kg/kgfm","62,9 cv/litro",,"10,35:1","9,1 kgfm/litro",,Mecânicos,2,1525 mm,705 kg,4444 mm,2718 mm,1664 mm,1031 kg,,58 litros,123 mm,Disco ventilado,Tambor,Não assistida,,"Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,812 km,539 km,14 km/l,"9,3 km/l",165 mm,Correia dentada,,,5750 rpm,3500 rpm,,5,1425 mm,1390 mm,1100 litros,11 m,,,,,539 km,418 km,"9,3 km/l","7,2 km/l",,,,,,,,86 cv,85 cv,"12,5 kgfm","12,4 kgfm",,175/70 R14,,,,400 kg,,,,,,,,,,,,,,,,,,,
fiat,Strada,strada,strada-adventure-1-8-cd-2010,strada-adventure-1-8-cd-2010,https://www.fichacompleta.com.br/carros/fiat/strada-adventure-1-8-cd-2010,2026-06-15T14:05:28.557343,Fiat Strada Adventure 1.8 CD 2010,"11,8 s",175 km/h,Embreagem monodisco a seco,Manual,C510,5,Dianteira,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,5 kg/cv","64,6 kg/kgfm","63,5 cv/litro",114 cv (A) 112 cv (G) a 5500 rpm,"10,5:1","10,3 kgfm/litro","18,5 kgfm (A) 17,8 kgfm (G) a 2800 rpm",,2,1631 mm,650 kg,4457 mm,2753 mm,1740 mm,1195 kg,580 litros,58 litros,144 mm,Disco ventilado,Tambor,Hidráulica,"11,3 m","Indep., McPherson",Mola parabólica de lâmina única,Eixo rígido,632 km,493 km,"10,9 km/l","8,5 km/l",200 mm,Correia dentada,,,,,,5,1469 mm,1430 mm,580 litros,"11,3 m",,5500 rpm,2800 rpm,,435 km,342 km,"7,5 km/l","5,9 km/l",,,,,,,,114 cv,112 cv,"18,5 kgfm","17,8 kgfm",,205/70 R15,,,,400 kg,21 graus,26 graus,31 graus,,,,,,,,,,,,,,,,
