marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_maxima,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia,geral__torque,geral__regime_potencia_max,geral__regime_torque_max,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__carga_util,geral__acionam_do_comando,geral__variacao_do_comando,geral__altura_minima_do_solo,geral__coef_de_arrasto_cx,geral__estepe,geral__tuchos,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__cilindrada_unitaria,geral__deslocamento,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__reboque_com_freio,geral__reboque_sem_freio,geral__angulo_central,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__inclinacao_lateral_maxima,geral__rampa_maxima,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__capacidade_da_bateria,geral__potencia_combinada,geral__torque_combinado,geral__inclinacao_lateral_max,geral__veloc_max_modo_elet,geral__autonomia,geral__consumo_eletrico,geral__portamalas_8_lugares
hyundai,Hb20,hb20,hb20-comfort-1-0-2026,hb20-comfort-1-0-2026,https://www.fichacompleta.com.br/carros/hyundai/hb20-comfort-1-0-2026,2026-06-15T15:05:47.197799,Hyundai Hb20 Comfort 1.0 2026,"14,5 s",161 km/h,Embreagem monodisco a seco,Manual,,5,,Dianteira,Injeção multiponto,Natural,,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,41 kg/cv","97,4 kg/kgfm","80,2 cv/litro",,"11,5:1",6500 rpm,,,"10,2 kgfm/litro",,4,1470 mm,,,4015 mm,2530 mm,1720 mm,993 kg,300 litros,50 litros,111 mm,Disco ventilado,Tambor,Elétrica,"10,4 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,770 km,665 km,"15,4 km/l","13,3 km/l",,,6200 rpm,4500 rpm,,,,,,441 kg,Corrente,Admissão,160 mm,,125/80 R15,Mecânicos,,,535 km,495 km,"10,7 km/l","9,9 km/l",80 cv,75 cv,"10,2 kgfm","9,6 kgfm",333 cm³,998 cm³,5W-30 ³,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20,hb20,hb20-limited-1-0-2026,hb20-limited-1-0-2026,https://www.fichacompleta.com.br/carros/hyundai/hb20-limited-1-0-2026,2026-06-15T15:05:50.543823,Hyundai Hb20 Limited 1.0 2026,"14,5 s",161 km/h,Embreagem monodisco a seco,Manual,,5,,Dianteira,Injeção multiponto,Natural,,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,41 kg/cv","97,4 kg/kgfm","80,2 cv/litro",,"11,5:1",6500 rpm,,,"10,2 kgfm/litro",,4,1470 mm,,,4015 mm,2530 mm,1720 mm,993 kg,300 litros,50 litros,111 mm,Disco ventilado,Tambor,Elétrica,"10,4 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,770 km,665 km,"15,4 km/l","13,3 km/l",,,6200 rpm,4500 rpm,,,,,,441 kg,Corrente,Admissão,160 mm,,125/80 R15,Mecânicos,,,535 km,495 km,"10,7 km/l","9,9 km/l",80 cv,75 cv,"10,2 kgfm","9,6 kgfm",333 cm³,998 cm³,5W-30 ³,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20,hb20,hb20-limited-1-0-turbo-at-2026,hb20-limited-1-0-turbo-at-2026,https://www.fichacompleta.com.br/carros/hyundai/hb20-limited-1-0-turbo-at-2026,2026-06-15T15:05:54.330775,Hyundai Hb20 Limited 1.0 Turbo AT 2026,"10,7 s",190 km/h,Conversor de torque,Automático,A6GF1,6,,Dianteira,Injeção direta,Turbocompressor,,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"9,25 kg/cv","63,4 kg/kgfm","120,2 cv/litro",,"10,5:1",,,,"17,5 kgfm/litro",,4,1470 mm,,,4015 mm,2530 mm,1720 mm,1110 kg,300 litros,50 litros,107 mm,Disco ventilado,Tambor,Elétrica,"10,4 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,735 km,660 km,"14,7 km/l","13,2 km/l",,,6000 rpm,1500 rpm,,,,,,423 kg,Corrente,Admissão e escape,160 mm,,125/80 R15,Mecânicos,,,510 km,460 km,"10,2 km/l","9,2 km/l",120 cv,115 cv,"17,5 kgfm","17,5 kgfm",333 cm³,998 cm³,5W-30 ³,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20,hb20,hb20-platinum-1-0-turbo-at-2026,hb20-platinum-1-0-turbo-at-2026,https://www.fichacompleta.com.br/carros/hyundai/hb20-platinum-1-0-turbo-at-2026,2026-06-15T15:05:58.135091,Hyundai Hb20 Platinum 1.0 Turbo AT 2026,"10,7 s",190 km/h,Conversor de torque,Automático,A6GF1,6,,Dianteira,Injeção direta,Turbocompressor,,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"9,25 kg/cv","63,4 kg/kgfm","120,2 cv/litro",,"10,5:1",,,,"17,5 kgfm/litro",,4,1470 mm,,,4015 mm,2530 mm,1720 mm,1110 kg,300 litros,50 litros,107 mm,Disco ventilado,Tambor,Elétrica,"10,4 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,735 km,660 km,"14,7 km/l","13,2 km/l",,,6000 rpm,1500 rpm,,,,,,423 kg,Corrente,Admissão e escape,160 mm,,125/80 R15,Mecânicos,,,510 km,460 km,"10,2 km/l","9,2 km/l",120 cv,115 cv,"17,5 kgfm","17,5 kgfm",333 cm³,998 cm³,5W-30 ³,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-premium-1-6-2013,hb20s-premium-1-6-2013,https://www.fichacompleta.com.br/carros/hyundai/hb20s-premium-1-6-2013,2026-06-15T15:06:19.097691,Hyundai Hb20s Premium 1.6 2013,"9,3 s",189 km/h,Embreagem monodisco a seco,Manual,,,5,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1057 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,640 km,555 km,"12,8 km/l","11,1 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",423 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,435 km,390 km,"8,7 km/l","7,8 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-plus-1-0-2014,hb20s-comfort-plus-1-0-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-plus-1-0-2014,2026-06-15T15:06:21.950391,Hyundai Hb20s Comfort Plus 1.0 2014,"14,9 s",162 km/h,Embreagem monodisco a seco,Manual,,5,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,7 kg/cv","99,4 kg/kgfm","80,2 cv/litro",80 cv (A) 75 cv (G) a 6200 rpm,"12,5:1",6500 rpm,6200 rpm,4500 rpm,"10,2 kgfm/litro","10,2 kgfm (A) 9,4 kgfm (G) a 4500 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1014 kg,450 litros,50 litros,123 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,575 km,"14,4 km/l","11,5 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",406 kg,Corrente,Admissão,165 mm,"0,33",125/80 R15,Mecânicos,,,485 km,390 km,"9,7 km/l","7,8 km/l",80 cv,75 cv,"10,2 kgfm","9,4 kgfm",,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-plus-1-6-2014,hb20s-comfort-plus-1-6-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-plus-1-6-2014,2026-06-15T15:06:25.028681,Hyundai Hb20s Comfort Plus 1.6 2014,"9,3 s",189 km/h,Embreagem monodisco a seco,Manual,,5,5,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,6000 rpm,5000 rpm,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1057 kg,450 litros,50 litros,123 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,640 km,555 km,"12,8 km/l","11,1 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",423 kg,Corrente,Admissão,165 mm,"0,33",125/80 R15,Mecânicos,,,435 km,390 km,"8,7 km/l","7,8 km/l",128 cv,122 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-plus-1-6-at-2014,hb20s-comfort-plus-1-6-at-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-plus-1-6-at-2014,2026-06-15T15:06:27.901868,Hyundai Hb20s Comfort Plus 1.6 AT 2014,11 s,177 km/h,Conversor de torque,Automático,A4CF1,,4,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,5 kg/cv","65,7 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1084 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,585 km,500 km,"11,7 km/l",10 km/l,,,,,,,"2,1 m²","0,693 m²","0,33",426 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,410 km,345 km,"8,2 km/l","6,9 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-style-1-0-2014,hb20s-comfort-style-1-0-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-style-1-0-2014,2026-06-15T15:06:31.801988,Hyundai Hb20s Comfort Style 1.0 2014,"14,9 s",162 km/h,Embreagem monodisco a seco,Manual,,,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,Kappa,"Duplo no cabeçote, corrente",84 mm,71 mm,Transversal,Dianteiro,"12,7 kg/cv","99,4 kg/kgfm","80,2 cv/litro",80 cv (A) 75 cv (G) a 6200 rpm,"12,5:1",,,,"10,2 kgfm/litro","10,2 kgfm (A) 9,4 kgfm (G) a 4500 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1014 kg,450 litros,50 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,575 km,"14,4 km/l","11,5 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",406 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,485 km,390 km,"9,7 km/l","7,8 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-style-1-6-2014,hb20s-comfort-style-1-6-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-style-1-6-2014,2026-06-15T15:06:36.115343,Hyundai Hb20s Comfort Style 1.6 2014,"9,3 s",189 km/h,Embreagem monodisco a seco,Manual,,,5,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1057 kg,450 litros,50 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,640 km,555 km,"12,8 km/l","11,1 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",423 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,435 km,390 km,"8,7 km/l","7,8 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-style-1-6-at-2014,hb20s-comfort-style-1-6-at-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-style-1-6-at-2014,2026-06-15T15:06:39.937076,Hyundai Hb20s Comfort Style 1.6 AT 2014,11 s,177 km/h,Conversor de torque,Automático,A4CF1,,4,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,5 kg/cv","65,7 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1084 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,585 km,500 km,"11,7 km/l",10 km/l,,,,,,,"2,1 m²","0,693 m²","0,33",426 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,410 km,345 km,"8,2 km/l","6,9 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-copa-do-mundo-1-0-2014,hb20s-copa-do-mundo-1-0-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-copa-do-mundo-1-0-2014,2026-06-15T15:06:42.707858,Hyundai Hb20s Copa do Mundo 1.0 2014,"14,9 s",162 km/h,Embreagem monodisco a seco,Manual,,5,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"12,7 kg/cv","99,4 kg/kgfm","80,2 cv/litro",80 cv (A) 75 cv (G) a 6200 rpm,"12,5:1",6500 rpm,6200 rpm,4500 rpm,"10,2 kgfm/litro","10,2 kgfm (A) 9,4 kgfm (G) a 4500 rpm",4,1470 mm,,,4230 mm,2500 mm,1680 mm,1014 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,720 km,575 km,"14,4 km/l","11,5 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",406 kg,Corrente,Admissão,,"0,33",125/80 R15,Mecânicos,,,505 km,400 km,"10,1 km/l",8 km/l,80 cv,75 cv,"10,2 kgfm","9,4 kgfm",,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-copa-do-mundo-1-6-2014,hb20s-copa-do-mundo-1-6-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-copa-do-mundo-1-6-2014,2026-06-15T15:06:46.910062,Hyundai Hb20s Copa do Mundo 1.6 2014,"9,3 s",189 km/h,Embreagem monodisco a seco,Manual,,5,5,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,6000 rpm,5000 rpm,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,,,4230 mm,2500 mm,1680 mm,1057 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,650 km,570 km,13 km/l,"11,4 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",423 kg,Corrente,Admissão,,"0,33",125/80 R15,Mecânicos,,,465 km,390 km,"9,3 km/l","7,8 km/l",128 cv,122 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-copa-do-mundo-1-6-at-2014,hb20s-copa-do-mundo-1-6-at-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-copa-do-mundo-1-6-at-2014,2026-06-15T15:06:51.674015,Hyundai Hb20s Copa do Mundo 1.6 AT 2014,11 s,177 km/h,Conversor de torque,Automático,A4CF1,4,4,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,5 kg/cv","65,7 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,6000 rpm,5000 rpm,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,,,4230 mm,2500 mm,1680 mm,1084 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,615 km,510 km,"12,3 km/l","10,2 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",426 kg,Corrente,Admissão,,"0,33",125/80 R15,Mecânicos,,,440 km,345 km,"8,8 km/l","6,9 km/l",128 cv,122 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-premium-1-6-2014,hb20s-premium-1-6-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-premium-1-6-2014,2026-06-15T15:06:55.616940,Hyundai Hb20s Premium 1.6 2014,"9,3 s",189 km/h,Embreagem monodisco a seco,Manual,,,5,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1057 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,640 km,555 km,"12,8 km/l","11,1 km/l",,,,,"85,4 mm",77 mm,"2,1 m²","0,693 m²","0,33",423 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,435 km,390 km,"8,7 km/l","7,8 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-premium-1-6-at-2014,hb20s-premium-1-6-at-2014,https://www.fichacompleta.com.br/carros/hyundai/hb20s-premium-1-6-at-2014,2026-06-15T15:06:58.119984,Hyundai Hb20s Premium 1.6 AT 2014,11 s,177 km/h,Conversor de torque,Automático,A4CF1,4,4,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,5 kg/cv","65,7 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,6000 rpm,5000 rpm,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1084 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m","10,2 m","Indep., McPherson",Mola helicoidal,Eixo de torção,585 km,500 km,"11,7 km/l",10 km/l,,,,,,,"2,1 m²","0,693 m²","0,33",426 kg,Corrente,Admissão,165 mm,"0,33",125/80 R15,Mecânicos,,,410 km,345 km,"8,2 km/l","6,9 km/l",128 cv,122 cv,"16,5 kgfm",16 kgfm,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-premium-1-6-at-2014-flex,hb20s-premium-1-6-at-2014-flex,https://www.fichacompleta.com.br/carros/hyundai/hb20s-premium-1-6-at-2014-flex,2026-06-15T15:07:02.176276,Hyundai Hb20s Premium 1.6 AT 2014,11 s,177 km/h,Conversor de torque,Automático,A4CF1,4,,Dianteira,Injeção multiponto,Natural,,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"8,47 kg/cv","65,7 kg/kgfm","80,5 cv/litro",,12:1,,,,"10,4 kgfm/litro",,4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1084 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,"10,2 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,585 km,500 km,"11,7 km/l",10 km/l,,,6000 rpm,5000 rpm,,,"2,1 m²","0,693 m²",,426 kg,Corrente,Admissão,165 mm,"0,33",125/80 R15,Mecânicos,,,410 km,345 km,"8,2 km/l","6,9 km/l",128 cv,122 cv,"16,5 kgfm",16 kgfm,398 cm³,1591 cm³,5W-30 ³,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-plus-1-0-2015,hb20s-comfort-plus-1-0-2015,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-plus-1-0-2015,2026-06-15T15:07:06.109315,Hyundai Hb20s Comfort Plus 1.0 2015,"14,9 s",162 km/h,Embreagem monodisco a seco,Manual,,,5,Dianteira,Injeção multiponto,Natural,998 cm³,3 em linha,Kappa,"Duplo no cabeçote, corrente",84 mm,71 mm,Transversal,Dianteiro,"12,7 kg/cv","99,4 kg/kgfm","80,2 cv/litro",80 cv (A) 75 cv (G) a 6200 rpm,"12,5:1",,,,"10,2 kgfm/litro","10,2 kgfm (A) 9,4 kgfm (G) a 4500 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1014 kg,450 litros,50 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,720 km,575 km,"14,4 km/l","11,5 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",406 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,485 km,390 km,"9,7 km/l","7,8 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-plus-1-6-2015,hb20s-comfort-plus-1-6-2015,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-plus-1-6-2015,2026-06-15T15:07:30.525448,Hyundai Hb20s Comfort Plus 1.6 2015,"9,3 s",189 km/h,Embreagem monodisco a seco,Manual,,,5,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,3 kg/cv","64,1 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1057 kg,450 litros,50 litros,123 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,640 km,555 km,"12,8 km/l","11,1 km/l",,,,,,,"2,1 m²","0,693 m²","0,33",423 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,435 km,390 km,"8,7 km/l","7,8 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Hb20s,hb20s,hb20s-comfort-plus-1-6-at-2015,hb20s-comfort-plus-1-6-at-2015,https://www.fichacompleta.com.br/carros/hyundai/hb20s-comfort-plus-1-6-at-2015,2026-06-15T15:07:35.073413,Hyundai Hb20s Comfort Plus 1.6 AT 2015,11 s,177 km/h,Conversor de torque,Automático,A4CF1,,4,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"8,5 kg/cv","65,7 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1470 mm,1491 mm,1494 mm,4230 mm,2500 mm,1680 mm,1084 kg,450 litros,50 litros,111 mm,Disco ventilado,Tambor,Hidráulica,,"10,2 m","Independente, McPherson",Mola helicoidal,Eixo de torção,585 km,500 km,"11,7 km/l",10 km/l,,,,,,,"2,1 m²","0,693 m²","0,33",426 kg,,Admissão,165 mm,,125/80 R15,Mecânicos,,,410 km,345 km,"8,2 km/l","6,9 km/l",,,,,,,,,,,,400 kg,400 kg,,,,,,,,,,,,,,,,,,,,
