marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_maxima,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia,geral__torque,geral__regime_potencia_max,geral__regime_torque_max,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coeficiente_de_arrasto_cx,geral__carga_util,geral__acionam_do_comando,geral__variacao_do_comando,geral__altura_minima_do_solo,geral__coef_de_arrasto_cx,geral__estepe,geral__tuchos,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__cilindrada_unitaria,geral__deslocamento,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__reboque_com_freio,geral__reboque_sem_freio,geral__angulo_central,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__inclinacao_lateral_maxima,geral__rampa_maxima,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__capacidade_da_bateria,geral__potencia_combinada,geral__torque_combinado,geral__inclinacao_lateral_max,geral__veloc_max_modo_elet,geral__autonomia,geral__consumo_eletrico,geral__portamalas_8_lugares
hyundai,Creta,creta,creta-pulse-plus-1-6-at-2019,creta-pulse-plus-1-6-at-2019,https://www.fichacompleta.com.br/carros/hyundai/creta-pulse-plus-1-6-at-2019,2026-06-15T14:46:04.336586,Hyundai Creta Pulse Plus 1.6 AT 2019,12 s,172 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",130 cv (A) 123 cv (G) a 6000 rpm,11:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 4500 rpm",4,1635 mm,,,4270 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,,,,,,,,430 kg,,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-smart-1-6-at-2019,creta-smart-1-6-at-2019,https://www.fichacompleta.com.br/carros/hyundai/creta-smart-1-6-at-2019,2026-06-15T14:46:07.497070,Hyundai Creta Smart 1.6 AT 2019,12 s,172 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",130 cv (A) 123 cv (G) a 6000 rpm,11:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 4500 rpm",4,1635 mm,,,4270 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,,,,,,,,430 kg,,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-sport-2-0-at-2019,creta-sport-2-0-at-2019,https://www.fichacompleta.com.br/carros/hyundai/creta-sport-2-0-at-2019,2026-06-15T14:46:12.157735,Hyundai Creta Sport 2.0 AT 2019,"9,7 s",188 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,"Duplo no cabeçote, corrente",97 mm,81 mm,Transversal,Dianteiro,"8,4 kg/cv","68,2 kg/kgfm","83,0 cv/litro",166 cv (A) 156 cv (G) a 6200 rpm,"12,1:1",6500 rpm,,,"10,3 kgfm/litro","20,5 kgfm (A) 19,1 kgfm (G) a 4700 rpm",4,1635 mm,,,4270 mm,2590 mm,1780 mm,1399 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,627 km,550 km,"11,4 km/l",10 km/l,,,,,,,,,,415 kg,,Admissão e escape,190 mm,,155/90 R16,Hidráulicos,21 graus,28 graus,451 km,380 km,"8,2 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-attitude-1-6-2020,creta-attitude-1-6-2020,https://www.fichacompleta.com.br/carros/hyundai/creta-attitude-1-6-2020,2026-06-15T14:46:15.407915,Hyundai Creta Attitude 1.6 2020,"11,9 s",172 km/h,Embreagem monodisco a seco,Manual,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,0 kg/cv","78,5 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1296 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,644 km,572 km,"11,7 km/l","10,4 km/l",,,6000 rpm,4500 rpm,,,,,,461 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,418 km,"8,2 km/l","7,6 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-attitude-1-6-at-pcd-2020,creta-attitude-1-6-at-pcd-2020,https://www.fichacompleta.com.br/carros/hyundai/creta-attitude-1-6-at-pcd-2020,2026-06-15T14:46:19.592369,Hyundai Creta Attitude 1.6 AT [PCD] 2020,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-attitude-plus-1-6-at-2020,creta-attitude-plus-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/creta-attitude-plus-1-6-at-2020,2026-06-15T14:46:24.574162,Hyundai Creta Attitude Plus 1.6 AT 2020,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-launch-edition-1-6-at-2020,creta-launch-edition-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/creta-launch-edition-1-6-at-2020,2026-06-15T14:46:28.501348,Hyundai Creta Launch Edition 1.6 AT 2020,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-prestige-2-0-at-2020,creta-prestige-2-0-at-2020,https://www.fichacompleta.com.br/carros/hyundai/creta-prestige-2-0-at-2020,2026-06-15T14:46:31.466311,Hyundai Creta Prestige 2.0 AT 2020,"9,7 s",188 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,Duplo no cabeçote,97 mm,81 mm,Transversal,Dianteiro,"8,4 kg/cv","68,2 kg/kgfm","83,0 cv/litro",,"12,1:1",6500 rpm,,,"10,3 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1399 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,627 km,550 km,"11,4 km/l",10 km/l,,,6200 rpm,4700 rpm,,,,,,415 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Hidráulicos,21 graus,28 graus,451 km,380 km,"8,2 km/l","6,9 km/l",166 cv,156 cv,"20,5 kgfm","19,1 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-pulse-plus-1-6-at-2020,creta-pulse-plus-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/creta-pulse-plus-1-6-at-2020,2026-06-15T14:46:35.879877,Hyundai Creta Pulse Plus 1.6 AT 2020,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-smart-1-6-at-2020,creta-smart-1-6-at-2020,https://www.fichacompleta.com.br/carros/hyundai/creta-smart-1-6-at-2020,2026-06-15T14:46:39.139993,Hyundai Creta Smart 1.6 AT 2020,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-action-1-6-at-2021,creta-action-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-action-1-6-at-2021,2026-06-15T14:46:43.078277,Hyundai Creta Action 1.6 AT 2021,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,644 km,539 km,"11,7 km/l","9,8 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,446 km,374 km,"8,1 km/l","6,8 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-attitude-1-6-2021,creta-attitude-1-6-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-attitude-1-6-2021,2026-06-15T14:46:46.289607,Hyundai Creta Attitude 1.6 2021,"11,9 s",172 km/h,Embreagem monodisco a seco,Manual,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,0 kg/cv","78,5 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1296 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,644 km,572 km,"11,7 km/l","10,4 km/l",,,6000 rpm,4500 rpm,,,,,,461 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,418 km,"8,2 km/l","7,6 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-attitude-1-6-at-pcd-2021,creta-attitude-1-6-at-pcd-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-attitude-1-6-at-pcd-2021,2026-06-15T14:46:51.216589,Hyundai Creta Attitude 1.6 AT [PCD] 2021,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,644 km,539 km,"11,7 km/l","9,8 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,446 km,374 km,"8,1 km/l","6,8 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-limited-1-6-at-2021,creta-limited-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-limited-1-6-at-2021,2026-06-15T14:46:55.206392,Hyundai Creta Limited 1.6 AT 2021,12 s,172 km/h,,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",130 cv (A) 123 cv (G) a 6000 rpm,11:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 4500 rpm",4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,129 mm,215/60 R17,215/60 R17,Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,,,"85,4 mm",77 mm,,,,430 kg,,Admissão e escape,,,,,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-prestige-2-0-at-2021,creta-prestige-2-0-at-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-prestige-2-0-at-2021,2026-06-15T14:47:00.129481,Hyundai Creta Prestige 2.0 AT 2021,"9,7 s",188 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,Duplo no cabeçote,97 mm,81 mm,Transversal,Dianteiro,"8,4 kg/cv","68,2 kg/kgfm","83,0 cv/litro",,"12,1:1",6500 rpm,,,"10,3 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1399 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,627 km,550 km,"11,4 km/l",10 km/l,,,6200 rpm,4700 rpm,,,,,,415 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Hidráulicos,21 graus,28 graus,451 km,380 km,"8,2 km/l","6,9 km/l",166 cv,156 cv,"20,5 kgfm","19,1 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-pulse-plus-1-6-at-2021,creta-pulse-plus-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-pulse-plus-1-6-at-2021,2026-06-15T14:47:03.424776,Hyundai Creta Pulse Plus 1.6 AT 2021,12 s,172 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",130 cv (A) 123 cv (G) a 6000 rpm,11:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 4500 rpm",4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,,,,,,,,430 kg,,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-smart-1-6-at-2021,creta-smart-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-smart-1-6-at-2021,2026-06-15T14:47:07.398981,Hyundai Creta Smart 1.6 AT 2021,12 s,172 km/h,Conversor de torque,Automático,,,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",130 cv (A) 123 cv (G) a 6000 rpm,11:1,,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 4500 rpm",4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,,"10,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,622 km,556 km,"11,3 km/l","10,1 km/l",,,,,,,,,,430 kg,,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,451 km,391 km,"8,2 km/l","7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-smart-plus-1-6-at-2021,creta-smart-plus-1-6-at-2021,https://www.fichacompleta.com.br/carros/hyundai/creta-smart-plus-1-6-at-2021,2026-06-15T14:47:10.892191,Hyundai Creta Smart Plus 1.6 AT 2021,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,,,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,129 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,644 km,539 km,"11,7 km/l","9,8 km/l",,,6000 rpm,4500 rpm,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,446 km,374 km,"8,1 km/l","6,8 km/l",130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-action-1-6-at-2022,creta-action-1-6-at-2022,https://www.fichacompleta.com.br/carros/hyundai/creta-action-1-6-at-2022,2026-06-15T14:47:14.251288,Hyundai Creta Action 1.6 AT 2022,12 s,172 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"10,5 kg/cv","82,4 kg/kgfm","81,7 cv/litro",,11:1,,6000 rpm,4500 rpm,"10,4 kgfm/litro",,4,1635 mm,,,4290 mm,2590 mm,1780 mm,1359 kg,431 litros,55 litros,133 mm,Disco ventilado,Tambor,Elétrica,"10,6 m",,"Indep., McPherson",Mola helicoidal,Eixo de torção,644 km,539 km,"11,7 km/l","9,8 km/l",,,,,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,21 graus,28 graus,446 km,374 km,"8,1 km/l","6,8 km/l",,,,,,,,130 cv,123 cv,"16,5 kgfm",16 kgfm,,,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-comfort-1-0-turbo-2022,creta-comfort-1-0-turbo-2022,https://www.fichacompleta.com.br/carros/hyundai/creta-comfort-1-0-turbo-2022,2026-06-15T14:47:18.650424,Hyundai Creta Comfort 1.0 Turbo 2022,"11,5 s",180 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção direta,Turbocompressor,998 cm³,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"10,6 kg/cv","72,6 kg/kgfm","120,2 cv/litro",,"10,5:1",,6000 rpm,1500 rpm,"17,5 kgfm/litro",,4,1620 mm,,,4300 mm,2610 mm,1790 mm,1270 kg,422 litros,50 litros,133 mm,Disco ventilado,Disco sólido,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,600 km,580 km,12 km/l,"11,6 km/l",,,,,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,"20,4 graus","28,3 graus",435 km,415 km,"8,7 km/l","8,3 km/l",,,,,,,,120 cv,120 cv,"17,5 kgfm","17,5 kgfm",1100 kg,550 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-limited-1-0-turbo-2022,creta-limited-1-0-turbo-2022,https://www.fichacompleta.com.br/carros/hyundai/creta-limited-1-0-turbo-2022,2026-06-15T14:47:21.954219,Hyundai Creta Limited 1.0 Turbo 2022,"11,5 s",180 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção direta,Turbocompressor,998 cm³,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"10,6 kg/cv","72,6 kg/kgfm","120,2 cv/litro",,"10,5:1",,6000 rpm,1500 rpm,"17,5 kgfm/litro",,4,1635 mm,,,4300 mm,2610 mm,1790 mm,1270 kg,422 litros,50 litros,129 mm,Disco ventilado,Disco sólido,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,600 km,580 km,12 km/l,"11,6 km/l",,,,,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,"20,4 graus","28,3 graus",435 km,415 km,"8,7 km/l","8,3 km/l",,,,,,,,120 cv,120 cv,"17,5 kgfm","17,5 kgfm",1100 kg,550 kg,,,,,,,,,,,,,,,,,,,,
hyundai,Creta,creta,creta-platinum-1-0-turbo-2022,creta-platinum-1-0-turbo-2022,https://www.fichacompleta.com.br/carros/hyundai/creta-platinum-1-0-turbo-2022,2026-06-15T14:47:25.350596,Hyundai Creta Platinum 1.0 Turbo 2022,"11,5 s",180 km/h,Conversor de torque,Automático,,6,,Dianteira,Injeção direta,Turbocompressor,998 cm³,3 em linha,Kappa,Duplo no cabeçote,84 mm,71 mm,Transversal,Dianteiro,"10,6 kg/cv","72,6 kg/kgfm","120,2 cv/litro",,"10,5:1",,6000 rpm,1500 rpm,"17,5 kgfm/litro",,4,1635 mm,,,4300 mm,2610 mm,1790 mm,1270 kg,422 litros,50 litros,129 mm,Disco ventilado,Disco sólido,Elétrica,Não informado,,"Indep., McPherson",Mola helicoidal,Eixo de torção,600 km,580 km,12 km/l,"11,6 km/l",,,,,,,,,,430 kg,Corrente,Admissão e escape,190 mm,,155/90 R16,Mecânicos,"20,4 graus","28,3 graus",435 km,415 km,"8,7 km/l","8,3 km/l",,,,,,,,120 cv,120 cv,"17,5 kgfm","17,5 kgfm",1100 kg,550 kg,,,,,,,,,,,,,,,,,,,,
