marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__tuchos,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__tracao,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__cacamba,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__tanque_de_combustivel,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__dianteiros,geral__traseiros,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__quantidade_de_marchas,geral__portamalas,geral__diametro_minimo_de_giro,geral__altura_do_flanco,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__rotacao_maxima,geral__torque_maximo_a,geral__torque_maximo_g,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__potencia,geral__torque,geral__reboque_com_freio,geral__reboque_sem_freio,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rampa_maxima,geral__travessia_de_agua,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__cilindrada_unitaria,geral__deslocamento,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__variacao_do_comando,geral__viscosidade_do_oleo,geral__frenagem_1000_kmh,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima
chevrolet,Spin,spin,spin-premier-1-8-at-2022,spin-premier-1-8-at-2022,https://www.fichacompleta.com.br/carros/chevrolet/spin-premier-1-8-at-2022,2026-06-14T23:09:34.902660,Chevrolet Spin Premier 1.8 AT 2022,"11,3 s",168 km/h,,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,"Único no cabeçote, correia dentada","88,2 mm","80,5 mm",Transversal,Dianteiro,"11,1 kg/cv","69,8 kg/kgfm","61,8 cv/litro",111 cv (A) 106 cv (G) a 5200 rpm,"12,3:1",,,"9,9 kgfm/litro","17,7 kgfm (A) 16,8 kgfm (G) a 2600 rpm",,2,Conversor de torque,Automático,GF6,,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,495 kg,4360 mm,2620 mm,1735 mm,1235 kg,53 litros,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,461 km,376 km,"8,7 km/l","7,1 km/l",,,6,,"10,88 m",123 mm,,,,,6300 rpm,,,,,,,657 km,541 km,"12,4 km/l","10,2 km/l",,,,,,,,,,,,,,,,,,,115/70 R16,,,,,,,,,,,553 litros,162 litros,,,,
chevrolet,Spin,spin,spin-activ-1-8-at-2023,spin-activ-1-8-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-activ-1-8-at-2023,2026-06-14T23:09:38.154487,Chevrolet Spin Activ 1.8 AT 2023,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,5 kg/cv","72,0 kg/kgfm","61,8 cv/litro",,"12,3:1",,,"9,9 kgfm/litro","17,7 kgfm (A)",,2,Conversor de torque,Automático,GF6,6,Dianteira,1689 mm,152 mm,1503 mm,1508 mm,,450 kg,4415 mm,2620 mm,1764 mm,1275 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,366 km,"8,6 km/l","6,9 km/l",5200 rpm,2600 rpm,,710 litros,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,53 m²","0,835 m²","0,33",,652 km,519 km,"12,3 km/l","9,8 km/l",,,,,,,,,,,,,,,,,,,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-activ7-1-8-at-2023,spin-activ7-1-8-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-activ7-1-8-at-2023,2026-06-14T23:09:42.737486,Chevrolet Spin Activ7 1.8 AT 2023,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,5 kg/cv","72,0 kg/kgfm","61,8 cv/litro",,"12,3:1",,,"9,9 kgfm/litro","17,7 kgfm (A)",,2,Conversor de torque,Automático,GF6,6,Dianteira,1689 mm,152 mm,1503 mm,1508 mm,,450 kg,4415 mm,2620 mm,1764 mm,1275 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,366 km,"8,6 km/l","6,9 km/l",5200 rpm,2600 rpm,,,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,53 m²","0,835 m²","0,33",,652 km,519 km,"12,3 km/l","9,8 km/l",,,,,,,,,,,,,,,,,,,115/70 R16,,,,,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-ls-1-8-2023,spin-ls-1-8-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-ls-1-8-2023,2026-06-14T23:09:46.571903,Chevrolet Spin LS 1.8 2023,"10,2 s",173 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,51 kg/cv","65,9 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1167 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,472 km,398 km,"8,9 km/l","7,5 km/l",,,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,678 km,572 km,"12,8 km/l","10,8 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-ls-1-8-at-2023,spin-ls-1-8-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-ls-1-8-at-2023,2026-06-14T23:09:51.346155,Chevrolet Spin LS 1.8 AT 2023,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,8 kg/cv","67,9 kg/kgfm","61,8 cv/litro",,"12,3:1",,,"9,9 kgfm/litro","17,7 kgfm (A)",,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1202 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,461 km,366 km,"8,7 km/l","6,9 km/l",5200 rpm,2600 rpm,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,657 km,530 km,"12,4 km/l",10 km/l,,,,,,,,,,,,,,,,,,,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-lt-1-8-2023,spin-lt-1-8-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-lt-1-8-2023,2026-06-14T23:09:54.852239,Chevrolet Spin LT 1.8 2023,"10,2 s",173 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,68 kg/cv","67,0 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1186 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,472 km,398 km,"8,9 km/l","7,5 km/l",,,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,678 km,572 km,"12,8 km/l","10,8 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-lt-1-8-at-2023,spin-lt-1-8-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-lt-1-8-at-2023,2026-06-14T23:09:58.892245,Chevrolet Spin LT 1.8 AT 2023,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,0 kg/cv","68,8 kg/kgfm","61,8 cv/litro",,"12,3:1",,,"9,9 kgfm/litro","17,7 kgfm (A)",,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,495 kg,4360 mm,2620 mm,1735 mm,1217 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,461 km,366 km,"8,7 km/l","6,9 km/l",5200 rpm,2600 rpm,,,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,657 km,530 km,"12,4 km/l",10 km/l,,,,,,,,,,,,,,,,,,,115/70 R16,,,,,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-ltz-1-8-at-2023,spin-ltz-1-8-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-ltz-1-8-at-2023,2026-06-14T23:10:02.150852,Chevrolet Spin LTZ 1.8 AT 2023,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,8 kg/cv","67,9 kg/kgfm","61,8 cv/litro",,"12,3:1",,,"9,9 kgfm/litro","17,7 kgfm (A)",,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1202 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,366 km,"8,6 km/l","6,9 km/l",5200 rpm,2600 rpm,,710 litros,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,652 km,519 km,"12,3 km/l","9,8 km/l",,,,,,,,,,,,,,,,,,,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-premier-1-8-at-2023,spin-premier-1-8-at-2023,https://www.fichacompleta.com.br/carros/chevrolet/spin-premier-1-8-at-2023,2026-06-14T23:10:06.492618,Chevrolet Spin Premier 1.8 AT 2023,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,1796 cm³,4 em linha,GM Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,1 kg/cv","69,8 kg/kgfm","61,8 cv/litro",,"12,3:1",,,"9,9 kgfm/litro","17,7 kgfm (A)",,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,495 kg,4360 mm,2620 mm,1735 mm,1235 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,366 km,"8,6 km/l","6,9 km/l",5200 rpm,2600 rpm,,,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,652 km,519 km,"12,3 km/l","9,8 km/l",,,,,,,,,,,,,,,,,,,115/70 R16,,,,,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-activ7-1-8-at-2024,spin-activ7-1-8-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/spin-activ7-1-8-at-2024,2026-06-14T23:10:09.476198,Chevrolet Spin Activ7 1.8 AT 2024,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,49 kg/cv","72,0 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1689 mm,152 mm,1503 mm,1508 mm,,450 kg,4415 mm,2620 mm,1764 mm,1275 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,366 km,"8,6 km/l","6,9 km/l",,,,,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,53 m²","0,835 m²","0,33",,652 km,519 km,"12,3 km/l","9,8 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-ls-1-8-2024,spin-ls-1-8-2024,https://www.fichacompleta.com.br/carros/chevrolet/spin-ls-1-8-2024,2026-06-14T23:10:12.314127,Chevrolet Spin LS 1.8 2024,"10,2 s",173 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,51 kg/cv","65,9 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1167 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,472 km,398 km,"8,9 km/l","7,5 km/l",,,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,678 km,572 km,"12,8 km/l","10,8 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-ls-1-8-at-2024,spin-ls-1-8-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/spin-ls-1-8-at-2024,2026-06-14T23:10:16.482473,Chevrolet Spin LS 1.8 AT 2024,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,83 kg/cv","67,9 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1202 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,466 km,382 km,"8,8 km/l","7,2 km/l",,,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,668 km,541 km,"12,6 km/l","10,2 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-lt-1-8-2024,spin-lt-1-8-2024,https://www.fichacompleta.com.br/carros/chevrolet/spin-lt-1-8-2024,2026-06-14T23:10:19.866705,Chevrolet Spin LT 1.8 2024,"10,2 s",173 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,68 kg/cv","67,0 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1186 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,472 km,398 km,"8,9 km/l","7,5 km/l",,,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,678 km,572 km,"12,8 km/l","10,8 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-lt-1-8-at-2024,spin-lt-1-8-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/spin-lt-1-8-at-2024,2026-06-14T23:10:22.372792,Chevrolet Spin LT 1.8 AT 2024,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,96 kg/cv","68,8 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,495 kg,4360 mm,2620 mm,1735 mm,1217 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,466 km,382 km,"8,8 km/l","7,2 km/l",,,,,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,668 km,541 km,"12,6 km/l","10,2 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-ltz-1-8-at-2024,spin-ltz-1-8-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/spin-ltz-1-8-at-2024,2026-06-14T23:10:24.789308,Chevrolet Spin LTZ 1.8 AT 2024,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"10,83 kg/cv","67,9 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,510 kg,4360 mm,2620 mm,1735 mm,1202 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,366 km,"8,6 km/l","6,9 km/l",,,,710 litros,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,652 km,519 km,"12,3 km/l","9,8 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,,,,
chevrolet,Spin,spin,spin-premier-1-8-at-2024,spin-premier-1-8-at-2024,https://www.fichacompleta.com.br/carros/chevrolet/spin-premier-1-8-at-2024,2026-06-14T23:10:27.729498,Chevrolet Spin Premier 1.8 AT 2024,"11,3 s",168 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,13 kg/cv","69,8 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1684 mm,136 mm,1503 mm,1509 mm,,495 kg,4360 mm,2620 mm,1735 mm,1235 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,366 km,"8,6 km/l","6,9 km/l",,,,,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,48 m²","0,818 m²","0,33",,652 km,519 km,"12,3 km/l","9,8 km/l",,,,,,,,,,,,,,,,,449 cm³,1796 cm³,115/70 R16,,,,,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-lt-1-8-2025,spin-lt-1-8-2025,https://www.fichacompleta.com.br/carros/chevrolet/spin-lt-1-8-2025,2026-06-14T23:10:30.172692,Chevrolet Spin LT 1.8 2025,"10,2 s",170 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,04 kg/cv","69,2 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Embreagem monodisco a seco,Manual,F17-6 CR,6,Dianteira,1698 mm,173 mm,,,,525 kg,4420 mm,2620 mm,1768 mm,1225 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,456 km,408 km,"8,6 km/l","7,7 km/l",,,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,55 m²","0,816 m²","0,32",,663 km,583 km,"12,5 km/l",11 km/l,,,,,,,,,"16,3 graus","24,4 graus",,,,,,,449 cm³,1796 cm³,115/70 R16,,,,0W-20 ³,,,,,,,,,,,,
chevrolet,Spin,spin,spin-lt-1-8-at-2025,spin-lt-1-8-at-2025,https://www.fichacompleta.com.br/carros/chevrolet/spin-lt-1-8-at-2025,2026-06-14T23:10:34.842702,Chevrolet Spin LT 1.8 AT 2025,11 s,170 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,27 kg/cv","70,7 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1699 mm,173 mm,,,,525 kg,4420 mm,2620 mm,1768 mm,1251 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,493 km,392 km,"9,3 km/l","7,4 km/l",,,,710 litros,,127 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,55 m²","0,816 m²","0,32",,710 km,557 km,"13,4 km/l","10,5 km/l",,,,,,,,,"16,3 graus","24,4 graus",,,,,,,449 cm³,1796 cm³,115/70 R16,,,,0W-20 ³,,,,,,,,,,,,
chevrolet,Spin,spin,spin-ltz-1-8-at-2025,spin-ltz-1-8-at-2025,https://www.fichacompleta.com.br/carros/chevrolet/spin-ltz-1-8-at-2025,2026-06-14T23:10:37.316632,Chevrolet Spin LTZ 1.8 AT 2025,11 s,170 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,64 kg/cv","73,0 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1699 mm,170 mm,,,,515 kg,4420 mm,2620 mm,1768 mm,1292 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,493 km,392 km,"9,3 km/l","7,4 km/l",,,,,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,55 m²","0,842 m²","0,33",,710 km,557 km,"13,4 km/l","10,5 km/l",,,,,,,,,"16,6 graus","24,4 graus",,,,,,,449 cm³,1796 cm³,115/70 R16,,,,0W-20 ³,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-premier-1-8-at-2025,spin-premier-1-8-at-2025,https://www.fichacompleta.com.br/carros/chevrolet/spin-premier-1-8-at-2025,2026-06-14T23:10:40.912662,Chevrolet Spin Premier 1.8 AT 2025,11 s,170 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,64 kg/cv","73,0 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1699 mm,170 mm,,,,515 kg,4420 mm,2620 mm,1768 mm,1292 kg,53 litros,Elétrica,"10,88 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,493 km,392 km,"9,3 km/l","7,4 km/l",,,,,,123 mm,,,111 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,55 m²","0,842 m²","0,33",,710 km,557 km,"13,4 km/l","10,5 km/l",,,,,,,,,"16,6 graus","24,4 graus",,,,,,,449 cm³,1796 cm³,115/70 R16,,,,0W-20 ³,,,,,,,,,553 litros,162 litros,,
chevrolet,Spin,spin,spin-1-8-at-2026,spin-1-8-at-2026,https://www.fichacompleta.com.br/carros/chevrolet/spin-1-8-at-2026,2026-06-14T23:10:44.429910,Chevrolet Spin 1.8 AT 2026,11 s,170 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,Família I,Único no cabeçote,"88,2 mm","80,5 mm",Transversal,Dianteiro,"11,27 kg/cv","70,7 kg/kgfm","61,8 cv/litro",,"12,3:1",5200 rpm,2600 rpm,"9,9 kgfm/litro",,,2,Conversor de torque,Automático,GF6,6,Dianteira,1699 mm,173 mm,,,,525 kg,4420 mm,2620 mm,1768 mm,1251 kg,53 litros,Elétrica,"10,9 m","Indep., McPherson",Mola helicoidal,Eixo de torção,Disco ventilado,Tambor,493 km,392 km,"9,3 km/l","7,4 km/l",,,,710 litros,,127 mm,,,11 cv,106 cv,6300 rpm,"17,7 kgfm","16,8 kgfm","2,55 m²","0,816 m²","0,32",,710 km,557 km,"13,4 km/l","10,5 km/l",,,,,,,,,"16,3 graus","24,4 graus",,,,,,,449 cm³,1796 cm³,115/70 R16,,,,0W-20 ³,,,,,,,,,,,,
