marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__regime_potencia_max,geral__regime_torque_max,geral__potencia,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__variacao_do_comando,geral__reboque_com_freio,geral__reboque_sem_freio,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__estepe,geral__rotacao_maxima,geral__capacidade_da_bateria,geral__potencia_combinada,geral__torque_combinado,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__angulo_de_entrada,geral__angulo_de_saida,geral__pesopotencia_sistema,geral__tuchos,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__frenagem_1000_kmh,geral__portamalas_5_lugares,geral__portamalas_6_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_6_lugares,geral__codigo_do_cambio,geral__angulo_central
honda,Fit,fit,fit-dx-1-4-2011,fit-dx-1-4-2011,https://www.fichacompleta.com.br/carros/honda/fit-dx-1-4-2011,2026-06-14T17:53:24.963673,Honda Fit DX 1.4 2011,"13,1 s",165 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"10,7 kg/cv","83,1 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1080 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,554 km,479 km,"13,2 km/l","11,4 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,365 km,319 km,"8,7 km/l","7,6 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-dx-1-4-at-2011,fit-dx-1-4-at-2011,https://www.fichacompleta.com.br/carros/honda/fit-dx-1-4-at-2011,2026-06-14T17:53:29.443269,Honda Fit DX 1.4 AT 2011,"14,5 s",160 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"11,0 kg/cv","85,8 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1116 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,542 km,454 km,"12,9 km/l","10,8 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,353 km,298 km,"8,4 km/l","7,1 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-ex-1-5-2011,fit-ex-1-5-2011,https://www.fichacompleta.com.br/carros/honda/fit-ex-1-5-2011,2026-06-14T17:53:34.205973,Honda Fit EX 1.5 2011,"10,7 s",175 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,5 kg/cv","74,5 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1103 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,517 km,445 km,"12,3 km/l","10,6 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,349 km,302 km,"8,3 km/l","7,2 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-ex-1-5-at-2011,fit-ex-1-5-at-2011,https://www.fichacompleta.com.br/carros/honda/fit-ex-1-5-at-2011,2026-06-14T17:53:38.247469,Honda Fit EX 1.5 AT 2011,"13,5 s",170 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,8 kg/cv","77,1 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1141 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,525 km,441 km,"12,5 km/l","10,5 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,361 km,294 km,"8,6 km/l",7 km/l,,,,,,,,,,,,,,,,
honda,Fit,fit,fit-exl-1-5-2011,fit-exl-1-5-2011,https://www.fichacompleta.com.br/carros/honda/fit-exl-1-5-2011,2026-06-14T17:53:42.118219,Honda Fit EXL 1.5 2011,"10,7 s",175 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,5 kg/cv","74,5 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1103 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,517 km,445 km,"12,3 km/l","10,6 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,349 km,302 km,"8,3 km/l","7,2 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-exl-1-5-at-2011,fit-exl-1-5-at-2011,https://www.fichacompleta.com.br/carros/honda/fit-exl-1-5-at-2011,2026-06-14T17:53:45.128208,Honda Fit EXL 1.5 AT 2011,"13,5 s",170 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,8 kg/cv","77,1 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1141 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,525 km,441 km,"12,5 km/l","10,5 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,361 km,294 km,"8,6 km/l",7 km/l,,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lx-1-4-16v-2011,fit-lx-1-4-16v-2011,https://www.fichacompleta.com.br/carros/honda/fit-lx-1-4-16v-2011,2026-06-14T17:53:48.488261,Honda Fit LX 1.4 16V 2011,"13,1 s",165 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"10,7 kg/cv","83,1 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1080 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,554 km,479 km,"13,2 km/l","11,4 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,365 km,319 km,"8,7 km/l","7,6 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lx-1-4-16v-at-2011,fit-lx-1-4-16v-at-2011,https://www.fichacompleta.com.br/carros/honda/fit-lx-1-4-16v-at-2011,2026-06-14T17:53:51.655043,Honda Fit LX 1.4 16V AT 2011,"14,5 s",160 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"11,0 kg/cv","85,8 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1116 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,542 km,454 km,"12,9 km/l","10,8 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,353 km,298 km,"8,4 km/l","7,1 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lxl-1-4-16v-2011,fit-lxl-1-4-16v-2011,https://www.fichacompleta.com.br/carros/honda/fit-lxl-1-4-16v-2011,2026-06-14T17:53:56.014109,Honda Fit LXL 1.4 16V 2011,"13,1 s",165 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"10,7 kg/cv","83,1 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1080 kg,384 litros,42 litros,114 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,554 km,479 km,"13,2 km/l","11,4 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,365 km,319 km,"8,7 km/l","7,6 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lxl-1-4-16v-at-2011,fit-lxl-1-4-16v-at-2011,https://www.fichacompleta.com.br/carros/honda/fit-lxl-1-4-16v-at-2011,2026-06-14T17:53:58.970281,Honda Fit LXL 1.4 16V AT 2011,"14,5 s",160 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"11,0 kg/cv","85,8 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1116 kg,384 litros,42 litros,114 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,542 km,454 km,"12,9 km/l","10,8 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,353 km,298 km,"8,4 km/l","7,1 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-dx-1-4-2012,fit-dx-1-4-2012,https://www.fichacompleta.com.br/carros/honda/fit-dx-1-4-2012,2026-06-14T17:54:01.587234,Honda Fit DX 1.4 2012,"13,1 s",165 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"10,7 kg/cv","83,1 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1080 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,554 km,479 km,"13,2 km/l","11,4 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,365 km,319 km,"8,7 km/l","7,6 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-dx-1-4-at-2012,fit-dx-1-4-at-2012,https://www.fichacompleta.com.br/carros/honda/fit-dx-1-4-at-2012,2026-06-14T17:54:05.380006,Honda Fit DX 1.4 AT 2012,"14,5 s",160 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"11,0 kg/cv","85,8 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1116 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,542 km,454 km,"12,9 km/l","10,8 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,353 km,298 km,"8,4 km/l","7,1 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-ex-1-5-2012,fit-ex-1-5-2012,https://www.fichacompleta.com.br/carros/honda/fit-ex-1-5-2012,2026-06-14T17:54:09.115588,Honda Fit EX 1.5 2012,"10,7 s",175 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,5 kg/cv","74,5 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1103 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,517 km,445 km,"12,3 km/l","10,6 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,349 km,302 km,"8,3 km/l","7,2 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-ex-1-5-at-2012,fit-ex-1-5-at-2012,https://www.fichacompleta.com.br/carros/honda/fit-ex-1-5-at-2012,2026-06-14T17:54:13.904489,Honda Fit EX 1.5 AT 2012,"13,5 s",170 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,8 kg/cv","77,1 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1141 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,525 km,441 km,"12,5 km/l","10,5 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,361 km,294 km,"8,6 km/l",7 km/l,,,,,,,,,,,,,,,,
honda,Fit,fit,fit-exl-1-5-2012,fit-exl-1-5-2012,https://www.fichacompleta.com.br/carros/honda/fit-exl-1-5-2012,2026-06-14T17:54:17.190467,Honda Fit EXL 1.5 2012,"10,7 s",175 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,5 kg/cv","74,5 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1103 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,517 km,445 km,"12,3 km/l","10,6 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,349 km,302 km,"8,3 km/l","7,2 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-exl-1-5-at-2012,fit-exl-1-5-at-2012,https://www.fichacompleta.com.br/carros/honda/fit-exl-1-5-at-2012,2026-06-14T17:54:19.603248,Honda Fit EXL 1.5 AT 2012,"13,5 s",170 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"9,8 kg/cv","77,1 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1141 kg,384 litros,42 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,525 km,441 km,"12,5 km/l","10,5 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,361 km,294 km,"8,6 km/l",7 km/l,,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lx-1-4-16v-2012,fit-lx-1-4-16v-2012,https://www.fichacompleta.com.br/carros/honda/fit-lx-1-4-16v-2012,2026-06-14T17:54:23.371680,Honda Fit LX 1.4 16V 2012,"13,1 s",165 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"10,7 kg/cv","83,1 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1080 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,554 km,479 km,"13,2 km/l","11,4 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,365 km,319 km,"8,7 km/l","7,6 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lx-1-4-16v-at-2012,fit-lx-1-4-16v-at-2012,https://www.fichacompleta.com.br/carros/honda/fit-lx-1-4-16v-at-2012,2026-06-14T17:54:26.469423,Honda Fit LX 1.4 16V AT 2012,"14,5 s",160 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"11,0 kg/cv","85,8 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1116 kg,384 litros,42 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,542 km,454 km,"12,9 km/l","10,8 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,353 km,298 km,"8,4 km/l","7,1 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lxl-1-4-16v-2012,fit-lxl-1-4-16v-2012,https://www.fichacompleta.com.br/carros/honda/fit-lxl-1-4-16v-2012,2026-06-14T17:54:30.948741,Honda Fit LXL 1.4 16V 2012,"13,1 s",165 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"10,7 kg/cv","83,1 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Embreagem monodisco a seco,Manual,,5,Dianteira,1535 mm,,,,3900 mm,2500 mm,1695 mm,1080 kg,384 litros,42 litros,114 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,554 km,479 km,"13,2 km/l","11,4 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,365 km,319 km,"8,7 km/l","7,6 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-lxl-1-4-16v-at-2012,fit-lxl-1-4-16v-at-2012,https://www.fichacompleta.com.br/carros/honda/fit-lxl-1-4-16v-at-2012,2026-06-14T17:54:34.301018,Honda Fit LXL 1.4 16V AT 2012,"14,5 s",160 km/h,,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,"Único no cabeçote, corrente",80 mm,73 mm,Transversal,Dianteiro,"11,0 kg/cv","85,8 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",,,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1490 mm,1475 mm,,3900 mm,2500 mm,1695 mm,1116 kg,384 litros,42 litros,114 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,542 km,454 km,"12,9 km/l","10,8 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,353 km,298 km,"8,4 km/l","7,1 km/l",,,,,,,,,,,,,,,,
honda,Fit,fit,fit-dx-1-4-2013,fit-dx-1-4-2013,https://www.fichacompleta.com.br/carros/honda/fit-dx-1-4-2013,2026-06-14T17:54:39.073134,Honda Fit DX 1.4 2013,13 s,177 km/h,Corrente,Injeção multiponto,Natural,1339 cm³,4 em linha,L13A i-VTEC,Único no cabeçote,80 mm,73 mm,Transversal,Dianteiro,"10,9 kg/cv","84,3 kg/kgfm","75,4 cv/litro",101 cv (A) 100 cv (G) a 6000 rpm,"10,5:1",6000 rpm,4800 rpm,"9,7 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4800 rpm,4,Embreagem monodisco a seco,Manual,5,5,Dianteira,1535 mm,1474 mm,1459 mm,374 kg,3900 mm,2500 mm,1695 mm,1096 kg,384 litros,47 litros,114 mm,Disco ventilado,Tambor,,,,Elétrica,Não informado,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,625 km,555 km,"13,3 km/l","11,8 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,432 km,381 km,"9,2 km/l","8,1 km/l",101 cv,100 cv,13 kgfm,13 kgfm,,,,,,,,,,,,
honda,Fit,fit,fit-ex-1-5-2013,fit-ex-1-5-2013,https://www.fichacompleta.com.br/carros/honda/fit-ex-1-5-2013,2026-06-14T17:54:43.794466,Honda Fit EX 1.5 2013,"12,5 s",175 km/h,Corrente,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,Único no cabeçote,"89,4 mm",73 mm,Transversal,Dianteiro,"10,0 kg/cv","78,4 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",6000 rpm,4800 rpm,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Embreagem monodisco a seco,Manual,5,5,Dianteira,1535 mm,1474 mm,1459 mm,370 kg,3900 mm,2500 mm,1695 mm,1160 kg,384 litros,47 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,Não informado,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,573 km,531 km,"12,2 km/l","11,3 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,400 km,357 km,"8,5 km/l","7,6 km/l",116 cv,115 cv,"14,8 kgfm","14,8 kgfm",,,,,,,,,,,,
honda,Fit,fit,fit-ex-1-5-at-2013,fit-ex-1-5-at-2013,https://www.fichacompleta.com.br/carros/honda/fit-ex-1-5-at-2013,2026-06-14T17:54:48.264587,Honda Fit EX 1.5 AT 2013,"13,5 s",172 km/h,,Injeção multiponto,Natural,1496 cm³,4 em linha,L15A,"Único no cabeçote, corrente","89,4 mm",73 mm,Transversal,Dianteiro,"10,0 kg/cv","78,4 kg/kgfm","77,5 cv/litro",116 cv (A) 115 cv (G) a 6000 rpm,"10,4:1",,,"9,9 kgfm/litro","14,8 kgfm (A) 14,8 kgfm (G) a 4800 rpm",4,Conversor de torque,Automático,,5,Dianteira,1535 mm,1474 mm,1459 mm,370 kg,3900 mm,2500 mm,1695 mm,1160 kg,384 litros,47 litros,102 mm,Disco ventilado,Disco sólido,,,,Elétrica,,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,573 km,494 km,"12,2 km/l","10,5 km/l",,,,,,,,Admissão,,,,,,,6500 rpm,,,,,,,,,,,Mecânicos,385 km,320 km,"8,2 km/l","6,8 km/l",,,,,,,,,,,,,,,,
