marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acionam_do_comando,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__altura_minima_do_solo,geral__regime_potencia_max,geral__regime_torque_max,geral__potencia,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__variacao_do_comando,geral__reboque_com_freio,geral__reboque_sem_freio,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__estepe,geral__rotacao_maxima,geral__capacidade_da_bateria,geral__potencia_combinada,geral__torque_combinado,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__angulo_de_entrada,geral__angulo_de_saida,geral__pesopotencia_sistema,geral__tuchos,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__viscosidade_do_oleo,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__frenagem_1000_kmh,geral__portamalas_5_lugares,geral__portamalas_6_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_6_lugares,geral__codigo_do_cambio,geral__angulo_central
honda,Accord,accord,accord-ex-2-2-1991,accord-ex-2-2-1991,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-2-1991,2026-06-14T17:21:15.656338,Honda Accord EX 2.2 1991,"10,9 s",203 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22A,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"9,5 kg/cv","68,3 kg/kgfm","65,9 cv/litro",142 cv,"8,8:1",5600 rpm,4500 rpm,"9,1 kgfm/litro","19,7 kgfm",4,Conversor de torque,Automático,4,5,Dianteira,1390 mm,1475 mm,1480 mm,375 kg,4704 mm,2720 mm,1725 mm,1346 kg,325 litros,64 litros,117 mm,Disco ventilado,Disco ventilado,"2,04 m²","0,673 m²","0,33",Hidráulica,11 m,"9,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,576 km,480 km,9 km/l,"7,5 km/l",160 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-2-1992,accord-ex-2-2-1992,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-2-1992,2026-06-14T17:21:19.498502,Honda Accord EX 2.2 1992,"10,9 s",203 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22A,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"9,5 kg/cv","68,3 kg/kgfm","65,9 cv/litro",142 cv,"8,8:1",,,"9,1 kgfm/litro","19,7 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1390 mm,1475 mm,1480 mm,375 kg,4704 mm,2720 mm,1725 mm,1346 kg,325 litros,64 litros,117 mm,Disco ventilado,Disco ventilado,"2,04 m²","0,673 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,Eixo de torção,576 km,480 km,9 km/l,"7,5 km/l",,5600 rpm,4500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-2-1993,accord-ex-2-2-1993,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-2-1993,2026-06-14T17:21:22.293674,Honda Accord EX 2.2 1993,"10,9 s",203 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22A,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"9,5 kg/cv","68,3 kg/kgfm","65,9 cv/litro",,"8,8:1",5600 rpm,4500 rpm,"9,1 kgfm/litro",,4,Conversor de torque,Automático,4,,Dianteira,1390 mm,1475 mm,1480 mm,375 kg,4704 mm,2720 mm,1725 mm,1346 kg,325 litros,64 litros,117 mm,Disco ventilado,Disco ventilado,"2,04 m²","0,673 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,Eixo de torção,576 km,480 km,9 km/l,"7,5 km/l",,,,142 cv,"19,7 kgfm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-2-1993,accord-lx-2-2-1993,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-2-1993,2026-06-14T17:21:25.924671,Honda Accord LX 2.2 1993,"11,3 s",174 km/h,,Injeção monoponto,Natural,2156 cm³,4 em linha,F22A1,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"13,7 kg/cv","116,3 kg/kgfm","58,0 cv/litro",125 cv a 5200 rpm,"8,8:1",,,"6,8 kgfm/litro","14,7 kgfm a 3200 rpm",4,,Manual,,5,Dianteira,1370 mm,1475 mm,1480 mm,375 kg,4695 mm,2720 mm,1725 mm,1710 kg,325 litros,64 litros,117 mm,195/60 R15,Disco ventilado,,,,Hidráulica,,"9,6 m","Independente, McPherson",Mola helicoidal,Eixo de torção,819 km,538 km,"12,8 km/l","8,4 km/l",,,,,,95 mm,85 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-coupe-ex-2-2-1994,accord-coupe-ex-2-2-1994,https://www.fichacompleta.com.br/carros/honda/accord-coupe-ex-2-2-1994,2026-06-14T17:21:28.471607,Honda Accord Coupe EX 2.2 1994,"11,2 s",205 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22B,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"8,9 kg/cv","66,1 kg/kgfm","69,6 cv/litro",,"9,8:1",5600 rpm,4500 rpm,"9,4 kgfm/litro",,4,Conversor de torque,Automático,4,,Dianteira,1390 mm,1515 mm,1500 mm,570 kg,4675 mm,2715 mm,1780 mm,1335 kg,436 litros,65 litros,113 mm,Disco ventilado,Disco sólido,"2,1 m²","0,672 m²","0,32",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",683 km,520 km,"10,5 km/l",8 km/l,156 mm,,,150 cv,"20,2 kgfm",,,Admissão,1400 kg,500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-2-1994,accord-ex-2-2-1994,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-2-1994,2026-06-14T17:21:31.898662,Honda Accord EX 2.2 1994,"9,5 s",195 km/h,,Injeção multiponto,Natural,2156 cm³,4 em linha,F22B,"Único no cabeçote, correia dentada",95 mm,85 mm,Transversal,Dianteiro,"9,2 kg/cv","65,8 kg/kgfm","67,3 cv/litro",145 cv a 5500 rpm,"9,3:1",,,"9,4 kgfm/litro","20,3 kgfm a 4600 rpm",4,Conversor de torque,Automático,,4,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²",,Hidráulica,,11 m,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",800 km,650 km,"12,3 km/l",10 km/l,160 mm,,,,,,,Admissão,,,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-2-1994,accord-lx-2-2-1994,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-2-1994,2026-06-14T17:21:34.594005,Honda Accord LX 2.2 1994,"12,5 s",185 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22A,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"10,3 kg/cv","69,6 kg/kgfm","60,3 cv/litro",130 cv,"8,8:1",5300 rpm,4200 rpm,"8,9 kgfm/litro","19,2 kgfm",4,Conversor de torque,Automático,4,4,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²","0,33",Hidráulica,11 m,11 m,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",800 km,650 km,"12,3 km/l",10 km/l,160 mm,,,,,,,,,,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-coupe-ex-2-2-1995,accord-coupe-ex-2-2-1995,https://www.fichacompleta.com.br/carros/honda/accord-coupe-ex-2-2-1995,2026-06-14T17:21:38.650513,Honda Accord Coupe EX 2.2 1995,"11,2 s",205 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22B,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"8,9 kg/cv","66,1 kg/kgfm","69,6 cv/litro",150 cv,"9,8:1",,,"9,4 kgfm/litro","20,2 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1390 mm,1515 mm,1500 mm,570 kg,4675 mm,2715 mm,1780 mm,1335 kg,436 litros,65 litros,113 mm,Disco ventilado,Disco sólido,"2,1 m²","0,672 m²","0,32",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",683 km,520 km,"10,5 km/l",8 km/l,156 mm,5600 rpm,4500 rpm,,,,,Admissão,1400 kg,500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-2-1995,accord-ex-2-2-1995,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-2-1995,2026-06-14T17:21:42.510248,Honda Accord EX 2.2 1995,"9,5 s",195 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22B,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"9,2 kg/cv","65,8 kg/kgfm","67,3 cv/litro",145 cv,"9,3:1",,,"9,4 kgfm/litro","20,3 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",800 km,650 km,"12,3 km/l",10 km/l,160 mm,5500 rpm,4600 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-7-v6-1995,accord-ex-2-7-v6-1995,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-7-v6-1995,2026-06-14T17:21:47.130853,Honda Accord EX 2.7 V6 1995,"9,9 s",210 km/h,,Injeção multiponto,Natural,2675 cm³,6 em V,C27A,"Único no cabeçote, correia dentada",75 mm,87 mm,Transversal,Dianteiro,"8,7 kg/cv","65,4 kg/kgfm","64,3 cv/litro",172 cv a 5600 rpm,9:1,,,"8,5 kgfm/litro","22,8 kgfm a 4500 rpm",4,Conversor de torque,Automático,,4,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1490 kg,385 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²",,Hidráulica,,11 m,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",559 km,403 km,"8,6 km/l","6,2 km/l",160 mm,,,,,,,,,,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-2-1995,accord-lx-2-2-1995,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-2-1995,2026-06-14T17:21:49.855408,Honda Accord LX 2.2 1995,"12,5 s",185 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22A,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"10,3 kg/cv","69,6 kg/kgfm","60,3 cv/litro",130 cv,"8,8:1",,,"8,9 kgfm/litro","19,2 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",800 km,650 km,"12,3 km/l",10 km/l,160 mm,5300 rpm,4200 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-coupe-ex-2-2-1996,accord-coupe-ex-2-2-1996,https://www.fichacompleta.com.br/carros/honda/accord-coupe-ex-2-2-1996,2026-06-14T17:21:52.399931,Honda Accord Coupe EX 2.2 1996,"11,2 s",205 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22B,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"8,9 kg/cv","66,1 kg/kgfm","69,6 cv/litro",,"9,8:1",5600 rpm,4500 rpm,"9,4 kgfm/litro",,4,Conversor de torque,Automático,4,,Dianteira,1390 mm,1515 mm,1500 mm,570 kg,4675 mm,2715 mm,1780 mm,1335 kg,436 litros,65 litros,113 mm,Disco ventilado,Disco sólido,"2,1 m²","0,672 m²","0,32",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",683 km,520 km,"10,5 km/l",8 km/l,156 mm,,,150 cv,"20,2 kgfm",,,Admissão,1400 kg,500 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-2-1996,accord-ex-2-2-1996,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-2-1996,2026-06-14T17:21:56.001767,Honda Accord EX 2.2 1996,"9,5 s",195 km/h,,Injeção multiponto,Natural,2156 cm³,4 em linha,F22B,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"9,2 kg/cv","65,8 kg/kgfm","67,3 cv/litro",145 cv a 5500 rpm,"9,3:1",,,"9,4 kgfm/litro","20,3 kgfm a 4600 rpm",4,,Automático,,4,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,185/70 R14,Disco sólido,"2,12 m²",,,Hidráulica,,11 m,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",800 km,650 km,"12,3 km/l",10 km/l,,,,,,95 mm,85 mm,Admissão,,,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-7-v6-1996,accord-ex-2-7-v6-1996,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-7-v6-1996,2026-06-14T17:22:00.478028,Honda Accord EX 2.7 V6 1996,"9,9 s",210 km/h,Correia dentada,Injeção multiponto,Natural,2675 cm³,6 em V,C27A,Único no cabeçote,75 mm,87 mm,Transversal,Dianteiro,"8,7 kg/cv","65,4 kg/kgfm","64,3 cv/litro",172 cv,9:1,,,"8,5 kgfm/litro","22,8 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1490 kg,385 litros,65 litros,123 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",559 km,403 km,"8,6 km/l","6,2 km/l",160 mm,5600 rpm,4500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-exr-2-2-1996,accord-exr-2-2-1996,https://www.fichacompleta.com.br/carros/honda/accord-exr-2-2-1996,2026-06-14T17:22:03.586041,Honda Accord EXR 2.2 1996,"9,5 s",195 km/h,Correia dentada,Injeção multiponto,Natural,,4 em linha,F22B,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"9,21 kg/cv","65,8 kg/kgfm","67,3 cv/litro",145 cv,"9,3:1",,,"9,4 kgfm/litro","20,3 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",800 km,650 km,"12,3 km/l",10 km/l,160 mm,5500 rpm,4600 rpm,,,,,Admissão,,,,539 cm³,2156 cm³,185/70 R14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-lx-2-2-1996,accord-lx-2-2-1996,https://www.fichacompleta.com.br/carros/honda/accord-lx-2-2-1996,2026-06-14T17:22:07.828325,Honda Accord LX 2.2 1996,"12,5 s",185 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22A,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"10,3 kg/cv","69,6 kg/kgfm","60,3 cv/litro",130 cv,"8,8:1",,,"8,9 kgfm/litro","19,2 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",800 km,650 km,"12,3 km/l",10 km/l,160 mm,5300 rpm,4200 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-exr-2-2-1997,accord-exr-2-2-1997,https://www.fichacompleta.com.br/carros/honda/accord-exr-2-2-1997,2026-06-14T17:22:12.009370,Honda Accord EXR 2.2 1997,"9,5 s",195 km/h,Correia dentada,Injeção multiponto,Natural,2156 cm³,4 em linha,F22B,Único no cabeçote,95 mm,85 mm,Transversal,Dianteiro,"9,2 kg/cv","65,8 kg/kgfm","67,3 cv/litro",145 cv,"9,3:1",,,"9,4 kgfm/litro","20,3 kgfm",4,Conversor de torque,Automático,4,,Dianteira,1400 mm,1515 mm,1500 mm,,4675 mm,2715 mm,1781 mm,1336 kg,385 litros,65 litros,130 mm,Disco ventilado,Disco sólido,"2,12 m²","0,700 m²","0,33",Hidráulica,11 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",800 km,650 km,"12,3 km/l",10 km/l,160 mm,5500 rpm,4600 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-3-1998,accord-ex-2-3-1998,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-3-1998,2026-06-14T17:22:16.887585,Honda Accord EX 2.3 1998,"12,5 s",184 km/h,,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,"Único no cabeçote, correia dentada",,,Transversal,Dianteiro,"9,4 kg/cv","67,1 kg/kgfm","66,5 cv/litro",150 cv a 5700 rpm,"9,3:1",,,"9,3 kgfm/litro",21 kgfm a 4900 rpm,4,,Automático,,4,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1410 kg,427 litros,65 litros,127 mm,195/65 R15,Disco sólido,"2,19 m²",,,Hidráulica,,"11,1 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",,,,,,97 mm,86 mm,Admissão,,,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-r-2-3-1998,accord-ex-r-2-3-1998,https://www.fichacompleta.com.br/carros/honda/accord-ex-r-2-3-1998,2026-06-14T17:22:21.357464,Honda Accord EX-R 2.3 1998,"12,5 s",184 km/h,Correia dentada,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,Único no cabeçote,97 mm,86 mm,Transversal,Dianteiro,"9,4 kg/cv","67,1 kg/kgfm","66,5 cv/litro",150 cv,"9,3:1",5700 rpm,4900 rpm,"9,3 kgfm/litro",21 kgfm,4,Conversor de torque,Automático,4,4,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1410 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²","0,33",Hidráulica,"11,1 m","11,1 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,,,,,,,Admissão,,,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-3-1999,accord-ex-2-3-1999,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-3-1999,2026-06-14T17:22:25.426448,Honda Accord EX 2.3 1999,13 s,180 km/h,Correia dentada,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,Único no cabeçote,97 mm,86 mm,Transversal,Dianteiro,"10,2 kg/cv","69,0 kg/kgfm","59,9 cv/litro",,"8,8:1",5400 rpm,4700 rpm,"8,9 kgfm/litro",,4,Conversor de torque,Automático,4,,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1380 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²","0,33",Hidráulica,"11,1 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,,,135 cv,20 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-r-2-3-1999,accord-ex-r-2-3-1999,https://www.fichacompleta.com.br/carros/honda/accord-ex-r-2-3-1999,2026-06-14T17:22:28.929786,Honda Accord EX-R 2.3 1999,"12,5 s",184 km/h,Correia dentada,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,Único no cabeçote,97 mm,86 mm,Transversal,Dianteiro,"9,4 kg/cv","67,1 kg/kgfm","66,5 cv/litro",150 cv,"9,3:1",,,"9,3 kgfm/litro",21 kgfm,4,Conversor de torque,Automático,4,,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1410 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²","0,33",Hidráulica,"11,1 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,5700 rpm,4900 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-3-2000,accord-ex-2-3-2000,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-3-2000,2026-06-14T17:22:33.689731,Honda Accord EX 2.3 2000,13 s,180 km/h,Correia dentada,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,Único no cabeçote,97 mm,86 mm,Transversal,Dianteiro,"10,2 kg/cv","69,0 kg/kgfm","59,9 cv/litro",,"8,8:1",5400 rpm,4700 rpm,"8,9 kgfm/litro",,4,Conversor de torque,Automático,4,,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1380 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²","0,33",Hidráulica,"11,1 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,,,135 cv,20 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-r-2-3-2000,accord-ex-r-2-3-2000,https://www.fichacompleta.com.br/carros/honda/accord-ex-r-2-3-2000,2026-06-14T17:22:38.529290,Honda Accord EX-R 2.3 2000,"12,5 s",184 km/h,Correia dentada,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,Único no cabeçote,97 mm,86 mm,Transversal,Dianteiro,"9,4 kg/cv","67,1 kg/kgfm","66,5 cv/litro",150 cv,"9,3:1",,,"9,3 kgfm/litro",21 kgfm,4,Conversor de torque,Automático,4,,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1410 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²","0,33",Hidráulica,"11,1 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,5700 rpm,4900 rpm,,,,,Admissão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-2-3-2001,accord-ex-2-3-2001,https://www.fichacompleta.com.br/carros/honda/accord-ex-2-3-2001,2026-06-14T17:22:41.523635,Honda Accord EX 2.3 2001,13 s,180 km/h,Correia dentada,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,Único no cabeçote,97 mm,86 mm,Transversal,Dianteiro,"10,2 kg/cv","69,0 kg/kgfm","59,9 cv/litro",,"8,8:1",5400 rpm,4700 rpm,"8,9 kgfm/litro",,4,Conversor de torque,Automático,4,,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1380 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²","0,33",Hidráulica,"11,1 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,,,135 cv,20 kgfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda,Accord,accord,accord-ex-r-2-3-2001,accord-ex-r-2-3-2001,https://www.fichacompleta.com.br/carros/honda/accord-ex-r-2-3-2001,2026-06-14T17:22:44.761501,Honda Accord EX-R 2.3 2001,"12,5 s",184 km/h,,Injeção multiponto,Natural,2254 cm³,4 em linha,F23,"Único no cabeçote, correia dentada",97 mm,86 mm,Transversal,Dianteiro,"9,4 kg/cv","67,1 kg/kgfm","66,5 cv/litro",150 cv a 5700 rpm,"9,3:1",,,"9,3 kgfm/litro",21 kgfm a 4900 rpm,4,Conversor de torque,Automático,,4,Dianteira,1445 mm,1555 mm,1535 mm,,4795 mm,2715 mm,1785 mm,1410 kg,427 litros,65 litros,127 mm,Disco ventilado,Disco sólido,"2,19 m²","0,723 m²",,Hidráulica,,"11,1 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",813 km,637 km,"12,5 km/l","9,8 km/l",158 mm,,,,,,,Admissão,,,"0,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
