marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__variacao_do_comando,geral__altura,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__estepe,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_a,geral__rodoviaria_g,geral__urbana_a,geral__urbana_g,geral__rodoviario_a,geral__rodoviario_g,geral__urbano_a,geral__urbano_g,geral__altura_minima_do_solo,geral__acionam_do_comando,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_maximo_a,geral__torque_maximo_g,geral__marchas,geral__diametro_de_giro,geral__cilindrada_unitaria,geral__deslocamento,geral__codigo_do_cambio,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__angulo_de_entrada,geral__angulo_de_saida,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__potencia_a,geral__potencia_g,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_a,geral__torque_g,geral__potencia,geral__potencia_combinada,geral__torque,geral__torque_combinado,geral__tuchos,geral__cacamba,geral__travessia_de_agua,geral__autonomia_eletrica,geral__capacidade_da_bateria,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_de_recarga,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__autonomia,geral__bitola_dianteira,geral__bitola_traseira,geral__rampa_maxima,geral__angulo_central,geral__viscosidade_do_oleo,geral__frenagem_1000_kmh,geral__inclinacao_lateral_maxima,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__inclinacao_lateral_max,geral__portamalas_5_lugares,geral__portamalas_7_lugares
chery,Celer,celer,celer-act-1-5-2016,celer-act-1-5-2016,https://www.fichacompleta.com.br/carros/chery/celer-act-1-5-2016,2026-06-20T21:30:19.411659,Chery Celer Act 1.5 2016,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4188 mm,2527 mm,1686 mm,1210 kg,380 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,390 km,570 km,315 km,460 km,"7,8 km/l","11,4 km/l","6,3 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer,celer,celer-1-5-2017,celer-1-5-2017,https://www.fichacompleta.com.br/carros/chery/celer-1-5-2017,2026-06-20T21:30:22.016137,Chery Celer 1.5 2017,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4188 mm,2527 mm,1686 mm,1210 kg,380 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,390 km,570 km,315 km,460 km,"7,8 km/l","11,4 km/l","6,3 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer,celer,celer-act-1-5-2017,celer-act-1-5-2017,https://www.fichacompleta.com.br/carros/chery/celer-act-1-5-2017,2026-06-20T21:30:26.514048,Chery Celer Act 1.5 2017,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4188 mm,2527 mm,1686 mm,1210 kg,380 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,390 km,570 km,315 km,460 km,"7,8 km/l","11,4 km/l","6,3 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer,celer,celer-act-1-5-2018,celer-act-1-5-2018,https://www.fichacompleta.com.br/carros/chery/celer-act-1-5-2018,2026-06-20T21:30:30.982982,Chery Celer Act 1.5 2018,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4188 mm,2527 mm,1686 mm,1210 kg,380 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,395 km,570 km,330 km,460 km,"7,9 km/l","11,4 km/l","6,6 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-1-5-2013,celer-sedan-1-5-2013,https://www.fichacompleta.com.br/carros/chery/celer-sedan-1-5-2013,2026-06-20T21:30:47.958092,Chery Celer Sedan 1.5 2013,"13,4 s",160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,SQR477F,Único no cabeçote,"79,52 mm","77,4 mm",Transversal,Dianteiro,"11,1 kg/cv","85,7 kg/kgfm","72,2 cv/litro",108 cv (A) 108 cv (G) a 6000 rpm,"10,5:1","9,4 kgfm/litro",14 kgfm (A) 14 kgfm (G) a 3000 rpm,4,,1492 mm,375 kg,4269 mm,2527 mm,1686 mm,1200 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Indep., McPherson",Mola helicoidal,Eixo de torção,345 km,605 km,290 km,460 km,"6,9 km/l","12,1 km/l","5,8 km/l","9,2 km/l",,Correia dentada,108 cv,108 cv,,,14 kgfm,14 kgfm,5,Não informado,,,,,,,,,,,,,6000 rpm,3000 rpm,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-1-5-2014,celer-sedan-1-5-2014,https://www.fichacompleta.com.br/carros/chery/celer-sedan-1-5-2014,2026-06-20T21:30:51.846609,Chery Celer Sedan 1.5 2014,"13,4 s",160 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"11,1 kg/cv","85,7 kg/kgfm","72,2 cv/litro",108 cv (A) 108 cv (G) a 6000 rpm,"10,5:1","9,4 kgfm/litro",14 kgfm (A) 14 kgfm (G) a 3000 rpm,4,,1492 mm,375 kg,4269 mm,2527 mm,1686 mm,1200 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,345 km,605 km,290 km,460 km,"6,9 km/l","12,1 km/l","5,8 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-1-5-2015,celer-sedan-1-5-2015,https://www.fichacompleta.com.br/carros/chery/celer-sedan-1-5-2015,2026-06-20T21:30:54.572408,Chery Celer Sedan 1.5 2015,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,415 km,605 km,315 km,460 km,"8,3 km/l","12,1 km/l","6,3 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-act-1-5-2015,celer-sedan-act-1-5-2015,https://www.fichacompleta.com.br/carros/chery/celer-sedan-act-1-5-2015,2026-06-20T21:30:58.947013,Chery Celer Sedan Act 1.5 2015,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,415 km,605 km,315 km,460 km,"8,3 km/l","12,1 km/l","6,3 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-1-5-2016,celer-sedan-1-5-2016,https://www.fichacompleta.com.br/carros/chery/celer-sedan-1-5-2016,2026-06-20T21:31:03.247678,Chery Celer Sedan 1.5 2016,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,390 km,570 km,315 km,460 km,"7,8 km/l","11,4 km/l","6,3 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-act-1-5-2016,celer-sedan-act-1-5-2016,https://www.fichacompleta.com.br/carros/chery/celer-sedan-act-1-5-2016,2026-06-20T21:31:05.762285,Chery Celer Sedan Act 1.5 2016,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,390 km,570 km,315 km,460 km,"7,8 km/l","11,4 km/l","6,3 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-1-5-2017,celer-sedan-1-5-2017,https://www.fichacompleta.com.br/carros/chery/celer-sedan-1-5-2017,2026-06-20T21:31:09.430624,Chery Celer Sedan 1.5 2017,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,395 km,570 km,330 km,460 km,"7,9 km/l","11,4 km/l","6,6 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-act-1-5-2017,celer-sedan-act-1-5-2017,https://www.fichacompleta.com.br/carros/chery/celer-sedan-act-1-5-2017,2026-06-20T21:31:12.691515,Chery Celer Sedan Act 1.5 2017,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,395 km,570 km,330 km,460 km,"7,9 km/l","11,4 km/l","6,6 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-1-5-2018,celer-sedan-1-5-2018,https://www.fichacompleta.com.br/carros/chery/celer-sedan-1-5-2018,2026-06-20T21:31:16.211938,Chery Celer Sedan 1.5 2018,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,395 km,570 km,330 km,460 km,"7,9 km/l","11,4 km/l","6,6 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Celer Sedan,celer-sedan,celer-sedan-act-1-5-2018,celer-sedan-act-1-5-2018,https://www.fichacompleta.com.br/carros/chery/celer-sedan-act-1-5-2018,2026-06-20T21:31:20.337184,Chery Celer Sedan Act 1.5 2018,13 s,175 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1496 cm³,4 em linha,,"Duplo no cabeçote, corrente","79,52 mm","77,4 mm",Transversal,Dianteiro,"10,7 kg/cv","78,1 kg/kgfm","75,5 cv/litro",113 cv (A) 109 cv (G) a 6000 rpm,"10,5:1","10,4 kgfm/litro","15,5 kgfm (A) 14,3 kgfm (G) a 4000 rpm",4,,1480 mm,375 kg,4333 mm,2527 mm,1686 mm,1210 kg,450 litros,50 litros,111 mm,Disco ventilado,,Tambor,Hidráulica,Não informado,"Independente, McPherson",Mola helicoidal,Eixo de torção,395 km,570 km,330 km,460 km,"7,9 km/l","11,4 km/l","6,6 km/l","9,2 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Cielo,cielo,cielo-1-6-2010,cielo-1-6-2010,https://www.fichacompleta.com.br/carros/chery/cielo-1-6-2010,2026-06-20T21:31:58.365990,Chery Cielo 1.6 2010,14 s,170 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1597 cm³,4 em linha,,Duplo no cabeçote,"77,5 mm",81 mm,Transversal,Dianteiro,"11,6 kg/cv","91,7 kg/kgfm","74,5 cv/litro",119 cv,"10,5:1","9,4 kgfm/litro",15 kgfm,4,,1467 mm,375 kg,4280 mm,2550 mm,1792 mm,1375 kg,337 litros,57 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,11 m,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,770 km,,405 km,,"13,5 km/l",,"7,1 km/l",,Correia dentada,,,,,,,5,11 m,,,,,,,,,,,,,6150 rpm,4300 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Cielo,cielo,cielo-1-6-2011,cielo-1-6-2011,https://www.fichacompleta.com.br/carros/chery/cielo-1-6-2011,2026-06-20T21:32:03.229210,Chery Cielo 1.6 2011,14 s,170 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1597 cm³,4 em linha,SQR481F,Duplo no cabeçote,"77,5 mm",81 mm,Transversal,Dianteiro,"11,6 kg/cv","91,7 kg/kgfm","74,5 cv/litro",119 cv,"10,5:1","9,4 kgfm/litro",15 kgfm,4,,1467 mm,375 kg,4280 mm,2550 mm,1792 mm,1375 kg,337 litros,57 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,770 km,,405 km,,"13,5 km/l",,"7,1 km/l",,Correia dentada,,,6150 rpm,4300 rpm,,,5,11 m,,,QR519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Cielo,cielo,cielo-1-6-2012,cielo-1-6-2012,https://www.fichacompleta.com.br/carros/chery/cielo-1-6-2012,2026-06-20T21:32:05.659977,Chery Cielo 1.6 2012,14 s,170 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1597 cm³,4 em linha,,"Duplo no cabeçote, correia dentada","77,5 mm",81 mm,Transversal,Dianteiro,"11,6 kg/cv","91,7 kg/kgfm","74,5 cv/litro",119 cv a 6150 rpm,"10,5:1","9,4 kgfm/litro",15 kgfm a 4300 rpm,4,,1467 mm,375 kg,4280 mm,2550 mm,1792 mm,1375 kg,337 litros,57 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,11 m,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,770 km,,405 km,,"13,5 km/l",,"7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Cielo Sedan,cielo-sedan,cielo-sedan-1-6-2010,cielo-sedan-1-6-2010,https://www.fichacompleta.com.br/carros/chery/cielo-sedan-1-6-2010,2026-06-20T21:32:25.527334,Chery Cielo Sedan 1.6 2010,14 s,170 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1597 cm³,4 em linha,,Duplo no cabeçote,"77,5 mm",81 mm,Transversal,Dianteiro,"11,6 kg/cv","91,7 kg/kgfm","74,5 cv/litro",119 cv,"10,5:1","9,4 kgfm/litro",15 kgfm,4,,1464 mm,395 kg,4285 mm,2550 mm,1794 mm,1375 kg,395 litros,57 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,11 m,"Indep., McPherson",Mola helicoidal,"Indep., McPherson",,770 km,,405 km,,"13,5 km/l",,"7,1 km/l",,Correia dentada,,,,,,,5,11 m,,,,,,,,,,,,,6150 rpm,4300 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Cielo Sedan,cielo-sedan,cielo-sedan-1-6-2011,cielo-sedan-1-6-2011,https://www.fichacompleta.com.br/carros/chery/cielo-sedan-1-6-2011,2026-06-20T21:32:29.929747,Chery Cielo Sedan 1.6 2011,14 s,170 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1597 cm³,4 em linha,,"Duplo no cabeçote, correia dentada","77,5 mm",81 mm,Transversal,Dianteiro,"11,6 kg/cv","91,7 kg/kgfm","74,5 cv/litro",119 cv a 6150 rpm,"10,5:1","9,4 kgfm/litro",15 kgfm a 4300 rpm,4,,1464 mm,395 kg,4285 mm,2550 mm,1794 mm,1375 kg,395 litros,57 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,11 m,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,770 km,,405 km,,"13,5 km/l",,"7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Cielo Sedan,cielo-sedan,cielo-sedan-1-6-2012,cielo-sedan-1-6-2012,https://www.fichacompleta.com.br/carros/chery/cielo-sedan-1-6-2012,2026-06-20T21:32:34.371391,Chery Cielo Sedan 1.6 2012,14 s,170 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1597 cm³,4 em linha,,"Duplo no cabeçote, correia dentada","77,5 mm",81 mm,Transversal,Dianteiro,"11,6 kg/cv","91,7 kg/kgfm","74,5 cv/litro",119 cv a 6150 rpm,"10,5:1","9,4 kgfm/litro",15 kgfm a 4300 rpm,4,,1464 mm,395 kg,4285 mm,2550 mm,1794 mm,1375 kg,395 litros,57 litros,113 mm,Disco ventilado,,Disco sólido,Hidráulica,11 m,"Independente, McPherson",Mola helicoidal,"Independente, McPherson",,770 km,,405 km,,"13,5 km/l",,"7,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Face,face,face-1-3-2010,face-1-3-2010,https://www.fichacompleta.com.br/carros/chery/face-1-3-2010,2026-06-20T21:32:52.404593,Chery Face 1.3 2010,16 s,156 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1297 cm³,4 em linha,SQR473,Duplo no cabeçote,"77,5 mm",73 mm,Transversal,Dianteiro,"12,4 kg/cv","91,2 kg/kgfm","64,8 cv/litro",84 cv,"10,8:1","8,8 kgfm/litro","11,4 kgfm",4,,1564 mm,375 kg,3700 mm,2390 mm,1578 mm,1040 kg,190 litros,45 litros,105 mm,Disco sólido,,Tambor,Hidráulica,"9,5 m","Indep., McPherson",Mola helicoidal,Eixo rígido,,653 km,,495 km,,"14,5 km/l",,11 km/l,,Correia dentada,,,,,,,5,"9,5 m",,,,,,,,,,,,,5750 rpm,3500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Face,face,face-1-3-2011,face-1-3-2011,https://www.fichacompleta.com.br/carros/chery/face-1-3-2011,2026-06-20T21:32:55.819402,Chery Face 1.3 2011,16 s,156 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1297 cm³,4 em linha,SQR473,"Duplo no cabeçote, correia dentada","77,5 mm",73 mm,Transversal,Dianteiro,"12,4 kg/cv","91,2 kg/kgfm","64,8 cv/litro",84 cv a 5750 rpm,"10,8:1","8,8 kgfm/litro","11,4 kgfm a 3500 rpm",4,,1564 mm,375 kg,3700 mm,2390 mm,1578 mm,1040 kg,190 litros,45 litros,105 mm,Disco sólido,,Tambor,Hidráulica,"9,5 m","Independente, McPherson",Mola helicoidal,Eixo rígido,,653 km,,495 km,,"14,5 km/l",,11 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Face,face,face-1-3-2012,face-1-3-2012,https://www.fichacompleta.com.br/carros/chery/face-1-3-2012,2026-06-20T21:33:00.549523,Chery Face 1.3 2012,16 s,156 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1297 cm³,4 em linha,SQR473,Duplo no cabeçote,"77,5 mm",73 mm,Transversal,Dianteiro,"11,4 kg/cv","80,0 kg/kgfm","70,2 cv/litro",91 cv (A) 90 cv (G) a 5600 rpm,"10,8:1","10,0 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4600 rpm,4,,1564 mm,375 kg,3700 mm,2390 mm,1578 mm,1040 kg,190 litros,45 litros,105 mm,Disco sólido,,Tambor,Hidráulica,"9,5 m","Indep., McPherson",Mola helicoidal,Eixo rígido,495 km,644 km,338 km,441 km,11 km/l,"14,3 km/l","7,5 km/l","9,8 km/l",,Correia dentada,91 cv,90 cv,,,13 kgfm,13 kgfm,5,"9,5 m",,,,,,,,,,,,,5600 rpm,4600 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chery,Face,face,face-1-3-2013,face-1-3-2013,https://www.fichacompleta.com.br/carros/chery/face-1-3-2013,2026-06-20T21:33:03.563210,Chery Face 1.3 2013,16 s,156 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1297 cm³,4 em linha,SQR473,"Duplo no cabeçote, correia dentada","77,5 mm",73 mm,Transversal,Dianteiro,"11,4 kg/cv","80,0 kg/kgfm","70,2 cv/litro",91 cv (A) 90 cv (G) a 5600 rpm,"10,8:1","10,0 kgfm/litro",13 kgfm (A) 13 kgfm (G) a 4600 rpm,4,,1564 mm,375 kg,3700 mm,2390 mm,1578 mm,1040 kg,190 litros,45 litros,105 mm,Disco sólido,,Tambor,Hidráulica,"9,5 m","Independente, McPherson",Mola helicoidal,Eixo rígido,495 km,644 km,338 km,441 km,11 km/l,"14,3 km/l","7,5 km/l","9,8 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
