marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__quantidade_de_marchas,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__diametro_minimo_de_giro,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__variacao_do_comando,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__carga_util,geral__rotacao_maxima,geral__angulo_de_entrada,geral__angulo_de_saida,geral__altura_minima_do_solo,geral__autonomia,geral__capacidade_da_bateria,geral__potencia,geral__potencia_de_recarga,geral__torque,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_combinada,geral__torque_combinado,geral__cilindrada_unitaria,geral__deslocamento,geral__cacamba,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima,geral__rampa_maxima,geral__reboque_sem_freio,geral__angulo_central,geral__reboque_com_freio,geral__viscosidade_do_oleo,geral__tuchos,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__travessia_de_agua,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
nissan,Frontier,frontier,frontier-xe-2-8-turbo-4x2-cd-2008,frontier-xe-2-8-turbo-4x2-cd-2008,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-8-turbo-4x2-cd-2008,2026-06-15T15:39:36.843249,Nissan Frontier XE 2.8 Turbo 4x2 CD 2008,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,,Traseira,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCE,"Único no cabeçote, engrenagens",,,Longitudinal,Dianteiro,"13,7 kg/cv","55,3 kg/kgfm","50,0 cv/litro",140 cv a 3500 rpm,"17,8:1",,,"12,4 kgfm/litro","34,7 kgfm a 1700 rpm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1920 kg,1012 litros,73 litros,186 mm,265/70 R15,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,103 mm,93 mm,,,,,,,,1000 kg,,32 graus,24 graus,,,,,,,,,,,,,,949 km,737 km,13 km/l,"10,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-2-8-turbo-4x4-cd-2008,frontier-xe-2-8-turbo-4x4-cd-2008,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-8-turbo-4x4-cd-2008,2026-06-15T15:39:40.364773,Nissan Frontier XE 2.8 Turbo 4x4 CD 2008,"13,9 s",164 km/h,Embreagem monodisco a seco,Manual,Eaton FSO 2405,,Integral temporária,Injeção direta,Turbocompressor,2798 cm³,4 em linha,MWM 4.07 TCE,"Único no cabeçote, engrenagens",,,Longitudinal,Dianteiro,"13,8 kg/cv","55,8 kg/kgfm","50,0 cv/litro",140 cv a 3500 rpm,"17,8:1",,,"12,4 kgfm/litro","34,7 kgfm a 1700 rpm",3,1700 mm,1524 mm,1506 mm,5077 mm,2950 mm,1826 mm,1935 kg,1012 litros,73 litros,186 mm,265/70 R15,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,,,Não informado,103 mm,93 mm,,,,,,,,1000 kg,,32 graus,24 graus,,,,,,,,,,,,,,949 km,737 km,13 km/l,"10,1 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-2009,frontier-le-2-5-turbo-4x4-2009,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-2009,2026-06-15T15:39:44.971256,Nissan Frontier LE 2.5 Turbo 4x4 2009,"12,5 s",170 km/h,Embreagem monodisco a seco,Manual,,6,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,5 kg/cv","48,2 kg/kgfm","69,1 cv/litro",,15:1,,,"16,5 kgfm/litro",,4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,4000 rpm,2000 rpm,,,,Corrente,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,172 cv,,"41,1 kgfm",,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-at-2009,frontier-le-2-5-turbo-4x4-at-2009,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-at-2009,2026-06-15T15:39:47.678628,Nissan Frontier LE 2.5 Turbo 4x4 AT 2009,13 s,165 km/h,Conversor de torque,Automático,,5,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,8 kg/cv","49,3 kg/kgfm","69,1 cv/litro",172 cv,15:1,4000 rpm,2000 rpm,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,2025 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1005 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,720 km,13 km/l,9 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-5-turbo-4x2-2009,frontier-se-2-5-turbo-4x2-2009,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-5-turbo-4x2-2009,2026-06-15T15:39:51.877322,Nissan Frontier SE 2.5 Turbo 4x2 2009,14 s,155 km/h,Embreagem monodisco a seco,Manual,,6,Traseira,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"13,2 kg/cv","52,2 kg/kgfm","57,9 cv/litro",,15:1,,,"14,6 kgfm/litro",,4,1780 mm,,,5230 mm,3200 mm,1850 mm,1895 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,4000 rpm,2000 rpm,,,,Corrente,,255/70 R16,,,,,1015 kg,,32 graus,24 graus,220 mm,,,144 cv,,"36,3 kgfm",,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-5-turbo-4x4-2009,frontier-se-2-5-turbo-4x4-2009,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-5-turbo-4x4-2009,2026-06-15T15:39:55.982910,Nissan Frontier SE 2.5 Turbo 4x4 2009,"12,5 s",170 km/h,Embreagem monodisco a seco,Manual,,6,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,5 kg/cv","48,2 kg/kgfm","69,1 cv/litro",172 cv,15:1,4000 rpm,2000 rpm,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-2-5-turbo-4x2-2009,frontier-xe-2-5-turbo-4x2-2009,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-5-turbo-4x2-2009,2026-06-15T15:40:00.446824,Nissan Frontier XE 2.5 Turbo 4x2 2009,14 s,155 km/h,Embreagem monodisco a seco,Manual,,6,Traseira,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"13,2 kg/cv","52,2 kg/kgfm","57,9 cv/litro",144 cv,15:1,4000 rpm,2000 rpm,"14,6 kgfm/litro","36,3 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1895 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1015 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-2010,frontier-le-2-5-turbo-4x4-2010,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-2010,2026-06-15T15:40:02.859453,Nissan Frontier LE 2.5 Turbo 4x4 2010,"12,5 s",170 km/h,Embreagem monodisco a seco,Manual,,6,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,5 kg/cv","48,2 kg/kgfm","69,1 cv/litro",172 cv,15:1,4000 rpm,2000 rpm,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-at-2010,frontier-le-2-5-turbo-4x4-at-2010,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-at-2010,2026-06-15T15:40:07.185308,Nissan Frontier LE 2.5 Turbo 4x4 AT 2010,13 s,165 km/h,Conversor de torque,Automático,,5,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,8 kg/cv","49,3 kg/kgfm","69,1 cv/litro",172 cv,15:1,4000 rpm,2000 rpm,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,2025 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1005 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,720 km,13 km/l,9 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-5-turbo-4x2-2010,frontier-se-2-5-turbo-4x2-2010,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-5-turbo-4x2-2010,2026-06-15T15:40:11.613453,Nissan Frontier SE 2.5 Turbo 4x2 2010,14 s,155 km/h,Embreagem monodisco a seco,Manual,,6,Traseira,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"13,2 kg/cv","52,2 kg/kgfm","57,9 cv/litro",144 cv,15:1,4000 rpm,2000 rpm,"14,6 kgfm/litro","36,3 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1895 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1015 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-2-5-turbo-4x4-2010,frontier-xe-2-5-turbo-4x4-2010,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-5-turbo-4x4-2010,2026-06-15T15:40:15.734562,Nissan Frontier XE 2.5 Turbo 4x4 2010,14 s,155 km/h,Embreagem monodisco a seco,Manual,,6,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"13,8 kg/cv","54,5 kg/kgfm","57,9 cv/litro",144 cv,15:1,4000 rpm,2000 rpm,"14,6 kgfm/litro","36,3 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-2011,frontier-le-2-5-turbo-4x4-2011,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-2011,2026-06-15T15:40:18.463440,Nissan Frontier LE 2.5 Turbo 4x4 2011,"12,5 s",170 km/h,Embreagem monodisco a seco,Manual,,6,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,5 kg/cv","48,2 kg/kgfm","69,1 cv/litro",172 cv,15:1,4000 rpm,2000 rpm,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-at-2011,frontier-le-2-5-turbo-4x4-at-2011,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-at-2011,2026-06-15T15:40:23.241490,Nissan Frontier LE 2.5 Turbo 4x4 AT 2011,13 s,165 km/h,Conversor de torque,Automático,,5,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,8 kg/cv","49,3 kg/kgfm","69,1 cv/litro",172 cv,15:1,4000 rpm,2000 rpm,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,2025 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1005 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,720 km,13 km/l,9 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-5-turbo-4x2-2011,frontier-se-2-5-turbo-4x2-2011,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-5-turbo-4x2-2011,2026-06-15T15:40:26.094590,Nissan Frontier SE 2.5 Turbo 4x2 2011,14 s,155 km/h,Embreagem monodisco a seco,Manual,,,Traseira,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YO25ETi,"Duplo no cabeçote, corrente",100 mm,89 mm,Longitudinal,Dianteiro,"13,2 kg/cv","52,2 kg/kgfm","57,9 cv/litro",144 cv a 4000 rpm,15:1,,,"14,6 kgfm/litro","36,3 kgfm a 2000 rpm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1895 kg,1012 litros,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,6,,,"13,2 m",,,,,255/70 R16,,,,,1015 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-5-turbo-4x4-2011,frontier-se-2-5-turbo-4x4-2011,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-5-turbo-4x4-2011,2026-06-15T15:40:30.196087,Nissan Frontier SE 2.5 Turbo 4x4 2011,14 s,155 km/h,Embreagem monodisco a seco,Manual,,,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YO25ETi,"Duplo no cabeçote, corrente",100 mm,89 mm,Longitudinal,Dianteiro,"13,8 kg/cv","54,5 kg/kgfm","57,9 cv/litro",144 cv a 4000 rpm,15:1,,,"14,6 kgfm/litro","36,3 kgfm a 2000 rpm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,1012 litros,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,6,,,"13,2 m",,,,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-2-5-turbo-4x2-2011,frontier-xe-2-5-turbo-4x2-2011,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-5-turbo-4x2-2011,2026-06-15T15:40:34.041003,Nissan Frontier XE 2.5 Turbo 4x2 2011,14 s,155 km/h,Embreagem monodisco a seco,Manual,,6,Traseira,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"13,2 kg/cv","52,2 kg/kgfm","57,9 cv/litro",144 cv,15:1,4000 rpm,2000 rpm,"14,6 kgfm/litro","36,3 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1895 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1015 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-xe-2-5-turbo-4x4-2011,frontier-xe-2-5-turbo-4x4-2011,https://www.fichacompleta.com.br/carros/nissan/frontier-xe-2-5-turbo-4x4-2011,2026-06-15T15:40:37.475720,Nissan Frontier XE 2.5 Turbo 4x4 2011,14 s,155 km/h,Embreagem monodisco a seco,Manual,,6,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"13,8 kg/cv","54,5 kg/kgfm","57,9 cv/litro",144 cv,15:1,4000 rpm,2000 rpm,"14,6 kgfm/litro","36,3 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-2012,frontier-le-2-5-turbo-4x4-2012,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-2012,2026-06-15T15:40:40.790257,Nissan Frontier LE 2.5 Turbo 4x4 2012,"12,5 s",171 km/h,Embreagem monodisco a seco,Manual,,,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YO25ETi,"Duplo no cabeçote, corrente",100 mm,89 mm,Longitudinal,Dianteiro,"11,5 kg/cv","48,2 kg/kgfm","69,1 cv/litro",172 cv a 4000 rpm,15:1,,,"16,5 kgfm/litro","41,1 kgfm a 2000 rpm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,1012 litros,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,6,,,"13,2 m",,,,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-2-5-turbo-4x4-at-2012,frontier-le-2-5-turbo-4x4-at-2012,https://www.fichacompleta.com.br/carros/nissan/frontier-le-2-5-turbo-4x4-at-2012,2026-06-15T15:40:44.763667,Nissan Frontier LE 2.5 Turbo 4x4 AT 2012,13 s,165 km/h,Conversor de torque,Automático,,5,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,8 kg/cv","49,3 kg/kgfm","69,1 cv/litro",172 cv,15:1,4000 rpm,2000 rpm,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,2025 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1005 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,720 km,13 km/l,9 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-le-attack-2-5-turbo-4x4-at-2012,frontier-le-attack-2-5-turbo-4x4-at-2012,https://www.fichacompleta.com.br/carros/nissan/frontier-le-attack-2-5-turbo-4x4-at-2012,2026-06-15T15:40:48.449321,Nissan Frontier LE Attack 2.5 Turbo 4x4 AT 2012,13 s,165 km/h,Conversor de torque,Automático,,5,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"11,8 kg/cv","49,3 kg/kgfm","69,1 cv/litro",172 cv,15:1,,,"16,5 kgfm/litro","41,1 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,2025 kg,1012 litros,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,5,4000 rpm,2000 rpm,"13,2 m",,,Corrente,,255/70 R16,,,,,1005 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,720 km,13 km/l,9 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-5-turbo-4x2-2012,frontier-se-2-5-turbo-4x2-2012,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-5-turbo-4x2-2012,2026-06-15T15:40:51.908666,Nissan Frontier SE 2.5 Turbo 4x2 2012,14 s,155 km/h,Embreagem monodisco a seco,Manual,,,Traseira,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YO25ETi,"Duplo no cabeçote, corrente",,,Longitudinal,Dianteiro,"13,2 kg/cv","52,2 kg/kgfm","57,9 cv/litro",144 cv a 4000 rpm,15:1,,,"14,6 kgfm/litro","36,3 kgfm a 2000 rpm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1895 kg,1012 litros,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,6,,,"13,2 m",100 mm,89 mm,,,255/70 R16,,,,,1015 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
nissan,Frontier,frontier,frontier-se-2-5-turbo-4x4-2012,frontier-se-2-5-turbo-4x4-2012,https://www.fichacompleta.com.br/carros/nissan/frontier-se-2-5-turbo-4x4-2012,2026-06-15T15:40:56.450200,Nissan Frontier SE 2.5 Turbo 4x4 2012,14 s,155 km/h,Embreagem monodisco a seco,Manual,,6,Integral temporária,Injeção direta,Turbocompressor,2488 cm³,4 em linha,YD25ETi,Duplo no cabeçote,100 mm,89 mm,Longitudinal,Dianteiro,"13,8 kg/cv","54,5 kg/kgfm","57,9 cv/litro",144 cv,15:1,4000 rpm,2000 rpm,"14,6 kgfm/litro","36,3 kgfm",4,1780 mm,,,5230 mm,3200 mm,1850 mm,1980 kg,,80 litros,179 mm,Disco ventilado,Tambor,Hidráulica,"13,2 m","Indep., braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,,,,,,,,,,,Corrente,,255/70 R16,,,,,1030 kg,,32 graus,24 graus,220 mm,,,,,,,,,,,,1012 litros,1040 km,800 km,13 km/l,10 km/l,,,39 graus,,,,,,,,,,,,,,,,,,,,,,,
