marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__codigo_do_cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__quantidade_de_marchas,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__diametro_minimo_de_giro,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__variacao_do_comando,geral__estepe,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__carga_util,geral__rotacao_maxima,geral__angulo_de_entrada,geral__angulo_de_saida,geral__altura_minima_do_solo,geral__autonomia,geral__capacidade_da_bateria,geral__potencia,geral__potencia_de_recarga,geral__torque,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__potencia_combinada,geral__torque_combinado,geral__cilindrada_unitaria,geral__deslocamento,geral__cacamba,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__inclinacao_lateral_max,geral__inclinacao_lateral_maxima,geral__rampa_maxima,geral__reboque_sem_freio,geral__angulo_central,geral__reboque_com_freio,geral__viscosidade_do_oleo,geral__tuchos,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__travessia_de_agua,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__consumo_eletrico,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
nissan,Sentra,sentra,sentra-unique-2-0-at-2012,sentra-unique-2-0-at-2012,https://www.fichacompleta.com.br/carros/nissan/sentra-unique-2-0-at-2012,2026-06-15T16:06:14.324406,Nissan Sentra Unique 2.0 AT 2012,"10,3 s",190 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","66,9 kg/kgfm","71,6 cv/litro",143 cv (A) 143 cv (G) a 5200 rpm,"9,7:1",,,"10,2 kgfm/litro","20,3 kgfm (A) 20,3 kgfm (G) a 4800 rpm",4,1512 mm,1520 mm,1540 mm,4567 mm,2685 mm,1790 mm,1359 kg,442 litros,55 litros,113 mm,Disco ventilado,Tambor,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,644 km,495 km,"11,7 km/l",9 km/l,,5200 rpm,4800 rpm,"10,8 m",,,Corrente,Admissão,,"2,3 m²","0,782 m²","0,34","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,143 cv,143 cv,"20,3 kgfm","20,3 kgfm",446 km,330 km,"8,1 km/l",6 km/l,,,,,,,,,,
nissan,Sentra,sentra,sentra-2-0-2013,sentra-2-0-2013,https://www.fichacompleta.com.br/carros/nissan/sentra-2-0-2013,2026-06-15T16:06:18.314213,Nissan Sentra 2.0 2013,"9,5 s",194 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"9,2 kg/cv","64,8 kg/kgfm","71,6 cv/litro",143 cv (A) 143 cv (G) a 5200 rpm,"9,7:1",,,"10,2 kgfm/litro","20,3 kgfm (A) 20,3 kgfm (G) a 4800 rpm",4,1512 mm,1520 mm,1540 mm,4567 mm,2685 mm,1790 mm,1315 kg,442 litros,55 litros,113 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,660 km,495 km,12 km/l,9 km/l,6,,,"10,8 m","90,1 mm",84 mm,,Admissão,,"2,3 m²","0,782 m²",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,495 km,358 km,9 km/l,"6,5 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-2-0-at-2013,sentra-2-0-at-2013,https://www.fichacompleta.com.br/carros/nissan/sentra-2-0-at-2013,2026-06-15T16:06:23.197792,Nissan Sentra 2.0 AT 2013,"10,3 s",190 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","66,9 kg/kgfm","71,6 cv/litro",143 cv (A) 143 cv (G) a 5200 rpm,"9,7:1",,,"10,2 kgfm/litro","20,3 kgfm (A) 20,3 kgfm (G) a 4800 rpm",4,1512 mm,1520 mm,1540 mm,4567 mm,2685 mm,1790 mm,1359 kg,442 litros,55 litros,113 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,644 km,495 km,"11,7 km/l",9 km/l,0,,,"10,8 m",,,,Admissão,,"2,3 m²","0,782 m²",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,446 km,330 km,"8,1 km/l",6 km/l,,,,,,,,,,
nissan,Sentra,sentra,sentra-s-2-0-2013,sentra-s-2-0-2013,https://www.fichacompleta.com.br/carros/nissan/sentra-s-2-0-2013,2026-06-15T16:06:26.878941,Nissan Sentra S 2.0 2013,"9,5 s",194 km/h,Embreagem monodisco a seco,Manual,,6,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,2 kg/cv","64,8 kg/kgfm","71,6 cv/litro",,"9,7:1",5200 rpm,4800 rpm,"10,2 kgfm/litro",,4,1512 mm,1520 mm,1540 mm,4567 mm,2685 mm,1790 mm,1315 kg,442 litros,55 litros,113 mm,Disco ventilado,Tambor,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,660 km,495 km,12 km/l,9 km/l,,,,,,,Corrente,Admissão,205/55 R16,"2,3 m²","0,782 m²","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,143 cv,143 cv,"20,3 kgfm","20,3 kgfm",495 km,358 km,9 km/l,"6,5 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-s-2-0-at-2013,sentra-s-2-0-at-2013,https://www.fichacompleta.com.br/carros/nissan/sentra-s-2-0-at-2013,2026-06-15T16:06:29.671229,Nissan Sentra S 2.0 AT 2013,"10,3 s",190 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","66,9 kg/kgfm","71,6 cv/litro",143 cv (A) 143 cv (G) a 5200 rpm,"9,7:1",,,"10,2 kgfm/litro","20,3 kgfm (A) 20,3 kgfm (G) a 4800 rpm",4,1512 mm,1520 mm,1540 mm,4567 mm,2685 mm,1790 mm,1359 kg,442 litros,55 litros,113 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,644 km,495 km,"11,7 km/l",9 km/l,0,,,"10,8 m",,,,Admissão,,"2,3 m²","0,782 m²",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,446 km,330 km,"8,1 km/l",6 km/l,,,,,,,,,,
nissan,Sentra,sentra,sentra-sl-2-0-at-2013,sentra-sl-2-0-at-2013,https://www.fichacompleta.com.br/carros/nissan/sentra-sl-2-0-at-2013,2026-06-15T16:06:51.662890,Nissan Sentra SL 2.0 AT 2013,"10,3 s",190 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","66,9 kg/kgfm","71,6 cv/litro",143 cv (A) 143 cv (G) a 5200 rpm,"9,7:1",,,"10,2 kgfm/litro","20,3 kgfm (A) 20,3 kgfm (G) a 4800 rpm",4,1512 mm,1520 mm,1540 mm,4567 mm,2685 mm,1790 mm,1359 kg,442 litros,55 litros,113 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,644 km,495 km,"11,7 km/l",9 km/l,0,,,"10,8 m",,,,Admissão,,"2,3 m²","0,782 m²",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,446 km,330 km,"8,1 km/l",6 km/l,,,,,,,,,,
nissan,Sentra,sentra,sentra-special-edition-2-0-at-2013,sentra-special-edition-2-0-at-2013,https://www.fichacompleta.com.br/carros/nissan/sentra-special-edition-2-0-at-2013,2026-06-15T16:06:56.465839,Nissan Sentra Special Edition 2.0 AT 2013,"10,3 s",190 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","66,9 kg/kgfm","71,6 cv/litro",143 cv (A) 143 cv (G) a 5200 rpm,"9,7:1",,,"10,2 kgfm/litro","20,3 kgfm (A) 20,3 kgfm (G) a 4800 rpm",4,1512 mm,1520 mm,1540 mm,4567 mm,2685 mm,1790 mm,1359 kg,442 litros,55 litros,113 mm,Disco ventilado,Tambor,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,644 km,495 km,"11,7 km/l",9 km/l,0,,,"10,8 m",,,,Admissão,,"2,3 m²","0,782 m²",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,446 km,330 km,"8,1 km/l",6 km/l,,,,,,,,,,
nissan,Sentra,sentra,sentra-s-2-0-2014,sentra-s-2-0-2014,https://www.fichacompleta.com.br/carros/nissan/sentra-s-2-0-2014,2026-06-15T16:07:01.145219,Nissan Sentra S 2.0 2014,"9,9 s",196 km/h,Embreagem monodisco a seco,Manual,,6,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,2 kg/cv","64,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1500 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1288 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,671 km,546 km,"12,9 km/l","10,5 km/l",6,5100 rpm,4800 rpm,"10,6 m",,,Corrente,Admissão,,"2,25 m²","0,653 m²","0,29","0,29",425 kg,,14 graus,"20,1 graus",177 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,140 cv,140 cv,20 kgfm,20 kgfm,452 km,374 km,"8,7 km/l","7,2 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sl-2-0-at-2014,sentra-sl-2-0-at-2014,https://www.fichacompleta.com.br/carros/nissan/sentra-sl-2-0-at-2014,2026-06-15T16:07:04.475291,Nissan Sentra SL 2.0 AT 2014,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1513 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1348 kg,503 litros,52 litros,103 mm,Disco ventilado,Disco sólido,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,671 km,530 km,"12,9 km/l","10,2 km/l",,5100 rpm,4800 rpm,"10,6 m",,,Corrente,Admissão,,"2,26 m²","0,655 m²","0,29","0,29",411 kg,,"14,1 graus","20,2 graus",182 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,140 cv,140 cv,20 kgfm,20 kgfm,473 km,359 km,"9,1 km/l","6,9 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sv-2-0-at-2014,sentra-sv-2-0-at-2014,https://www.fichacompleta.com.br/carros/nissan/sentra-sv-2-0-at-2014,2026-06-15T16:07:08.729879,Nissan Sentra SV 2.0 AT 2014,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,Duplo no cabeçote,"90,1 mm",84 mm,Transversal,Dianteiro,"9,4 kg/cv","66,1 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1500 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1322 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,671 km,530 km,"12,9 km/l","10,2 km/l",,5100 rpm,4800 rpm,"10,6 m",,,Corrente,Admissão,,"2,25 m²","0,653 m²","0,29","0,29",437 kg,,14 graus,"20,1 graus",177 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,140 cv,140 cv,20 kgfm,20 kgfm,473 km,359 km,"9,1 km/l","6,9 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-s-2-0-2015,sentra-s-2-0-2015,https://www.fichacompleta.com.br/carros/nissan/sentra-s-2-0-2015,2026-06-15T16:07:12.499689,Nissan Sentra S 2.0 2015,"9,9 s",196 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,2 kg/cv","64,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1500 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1288 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,671 km,546 km,"12,9 km/l","10,5 km/l",6,,,"10,6 m",,,,Admissão,,"2,25 m²","0,653 m²",,"0,29",425 kg,,14 graus,"20,1 graus",177 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,452 km,374 km,"8,7 km/l","7,2 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sl-2-0-at-2015,sentra-sl-2-0-at-2015,https://www.fichacompleta.com.br/carros/nissan/sentra-sl-2-0-at-2015,2026-06-15T16:07:15.079674,Nissan Sentra SL 2.0 AT 2015,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1513 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1348 kg,503 litros,52 litros,103 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,671 km,530 km,"12,9 km/l","10,2 km/l",0,,,"10,6 m",,,,Admissão,,"2,26 m²","0,655 m²",,"0,29",411 kg,,"14,1 graus","20,2 graus",182 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,473 km,359 km,"9,1 km/l","6,9 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sv-2-0-at-2015,sentra-sv-2-0-at-2015,https://www.fichacompleta.com.br/carros/nissan/sentra-sv-2-0-at-2015,2026-06-15T16:07:19.340065,Nissan Sentra SV 2.0 AT 2015,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,4 kg/cv","66,1 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1500 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1322 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,671 km,530 km,"12,9 km/l","10,2 km/l",0,,,"10,6 m",,,,Admissão,,"2,25 m²","0,653 m²",,"0,29",437 kg,,14 graus,"20,1 graus",177 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,473 km,359 km,"9,1 km/l","6,9 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-s-2-0-2016,sentra-s-2-0-2016,https://www.fichacompleta.com.br/carros/nissan/sentra-s-2-0-2016,2026-06-15T16:07:23.533345,Nissan Sentra S 2.0 2016,"9,9 s",196 km/h,Embreagem monodisco a seco,Manual,,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"9,2 kg/cv","64,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1500 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1288 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,671 km,546 km,"12,9 km/l","10,5 km/l",6,,,"10,6 m","90,1 mm",84 mm,,Admissão,,"2,25 m²","0,653 m²",,"0,29",425 kg,,14 graus,"20,1 graus",177 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,452 km,374 km,"8,7 km/l","7,2 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sl-2-0-at-2016,sentra-sl-2-0-at-2016,https://www.fichacompleta.com.br/carros/nissan/sentra-sl-2-0-at-2016,2026-06-15T16:07:27.429205,Nissan Sentra SL 2.0 AT 2016,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1513 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1348 kg,503 litros,52 litros,103 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,681 km,510 km,"13,1 km/l","9,8 km/l",,,,"10,6 m","90,1 mm",84 mm,,Admissão,,"2,26 m²","0,655 m²",,"0,29",411 kg,,"14,1 graus","20,2 graus",182 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,468 km,343 km,9 km/l,"6,6 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sv-2-0-at-2016,sentra-sv-2-0-at-2016,https://www.fichacompleta.com.br/carros/nissan/sentra-sv-2-0-at-2016,2026-06-15T16:07:30.638705,Nissan Sentra SV 2.0 AT 2016,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,4 kg/cv","66,1 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1500 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1322 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,681 km,510 km,"13,1 km/l","9,8 km/l",,,,"10,6 m",,,,Admissão,,"2,25 m²","0,653 m²",,"0,29",437 kg,,14 graus,"20,1 graus",177 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,468 km,343 km,9 km/l,"6,6 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-unique-2-0-at-2016,sentra-unique-2-0-at-2016,https://www.fichacompleta.com.br/carros/nissan/sentra-unique-2-0-at-2016,2026-06-15T16:07:34.695473,Nissan Sentra Unique 2.0 AT 2016,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente",,,Transversal,Dianteiro,"9,6 kg/cv","67,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1513 mm,1520 mm,1544 mm,4625 mm,2700 mm,1761 mm,1348 kg,503 litros,52 litros,103 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,681 km,510 km,"13,1 km/l","9,8 km/l",,,,"10,6 m","90,1 mm",84 mm,,Admissão,,"2,26 m²","0,655 m²",,"0,29",411 kg,,"14,1 graus","20,2 graus",182 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,468 km,343 km,9 km/l,"6,6 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-s-2-0-at-2017,sentra-s-2-0-at-2017,https://www.fichacompleta.com.br/carros/nissan/sentra-s-2-0-at-2017,2026-06-15T16:07:38.765455,Nissan Sentra S 2.0 AT 2017,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","66,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1504 mm,1530 mm,1530 mm,4636 mm,2700 mm,1761 mm,1327 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,660 km,515 km,"12,7 km/l","9,9 km/l",0,,,"10,6 m",,,,Admissão,,"2,25 m²","0,653 m²",,"0,29",,,13 graus,"18,1 graus",186 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,473 km,348 km,"9,1 km/l","6,7 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sl-2-0-at-2017,sentra-sl-2-0-at-2017,https://www.fichacompleta.com.br/carros/nissan/sentra-sl-2-0-at-2017,2026-06-15T16:07:41.989365,Nissan Sentra SL 2.0 AT 2017,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,7 kg/cv","68,0 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1504 mm,1530 mm,1530 mm,4636 mm,2700 mm,1761 mm,1360 kg,503 litros,52 litros,103 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,660 km,515 km,"12,7 km/l","9,9 km/l",0,,,"10,6 m",,,,Admissão,,"2,25 m²","0,653 m²",,"0,29",,,13 graus,"18,1 graus",186 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,473 km,348 km,"9,1 km/l","6,7 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-sv-2-0-at-2017,sentra-sv-2-0-at-2017,https://www.fichacompleta.com.br/carros/nissan/sentra-sv-2-0-at-2017,2026-06-15T16:07:44.488935,Nissan Sentra SV 2.0 AT 2017,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,6 kg/cv","66,9 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1504 mm,1530 mm,1530 mm,4636 mm,2700 mm,1761 mm,1337 kg,503 litros,52 litros,103 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,660 km,515 km,"12,7 km/l","9,9 km/l",0,,,"10,6 m",,,,Admissão,,"2,25 m²","0,653 m²",,"0,29",,,13 graus,"18,1 graus",186 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,473 km,348 km,"9,1 km/l","6,7 km/l",,,,,,,,,,
nissan,Sentra,sentra,sentra-s-2-0-at-2018,sentra-s-2-0-at-2018,https://www.fichacompleta.com.br/carros/nissan/sentra-s-2-0-at-2018,2026-06-15T16:07:48.203851,Nissan Sentra S 2.0 AT 2018,"10,1 s",186 km/h,Conversor de torque,CVT,Jatco X-Tronic,,Dianteira,Injeção multiponto,Natural,1997 cm³,4 em linha,MR20DE,"Duplo no cabeçote, corrente","90,1 mm",84 mm,Transversal,Dianteiro,"9,5 kg/cv","66,4 kg/kgfm","70,1 cv/litro",140 cv (A) 140 cv (G) a 5100 rpm,"9,7:1",,,"10,0 kgfm/litro",20 kgfm (A) 20 kgfm (G) a 4800 rpm,4,1504 mm,1530 mm,1530 mm,4636 mm,2700 mm,1761 mm,1327 kg,503 litros,52 litros,113 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,660 km,515 km,"12,7 km/l","9,9 km/l",0,,,"10,6 m",,,,Admissão,,"2,25 m²","0,653 m²",,"0,29",,,13 graus,"18,1 graus",186 mm,,,,,,,,,,,,,,,,,,,,,,,,Mecânicos,,,,,473 km,348 km,"9,1 km/l","6,7 km/l",,,,,,,,,,
